alias_address,alias_city,Type,georeferencingString
VIA SOTTOMONTE,ARTEGNA,POLYGON,ARTEGNA
VIA TITINS,ARTEGNA,POLYGON,ARTEGNA
VIA UDINE,ARTEGNA,POLYGON,ARTEGNA
VIA VICENZA,ARTEGNA,POLYGON,ARTEGNA
VIA VIDONI,ARTEGNA,POLYGON,ARTEGNA
VIA VILLA,ARTEGNA,POLYGON,ARTEGNA
VIALE STAZIONE,ARTEGNA,POLYGON,ARTEGNA
BORGO BOMBARDIER,ATTIMIS,POLYGON,ATTIMIS
BORGO CANCELLIER,ATTIMIS,POLYGON,ATTIMIS
BORGO DEGANO,ATTIMIS,POLYGON,ATTIMIS
BORGO FARIS,ATTIMIS,POLYGON,ATTIMIS
BORGO MATTEUS,ATTIMIS,POLYGON,ATTIMIS
BORGO MATTIELIG,ATTIMIS,POLYGON,ATTIMIS
BORGO MININS,ATTIMIS,POLYGON,ATTIMIS
BORGO MOLINARS,ATTIMIS,POLYGON,ATTIMIS
BORGO PECOL,ATTIMIS,POLYGON,ATTIMIS
BORGO PICCOLI,ATTIMIS,POLYGON,ATTIMIS
BORGO POIANA,ATTIMIS,POLYGON,ATTIMIS
BORGO PONTE,ATTIMIS,POLYGON,ATTIMIS
BORGO PRADARONCHS,ATTIMIS,POLYGON,ATTIMIS
BORGO SALANDRI,ATTIMIS,POLYGON,ATTIMIS
BORGO SCOVERTZ,ATTIMIS,POLYGON,ATTIMIS
FRAZIONE SUBIT,ATTIMIS,POLYGON,ATTIMIS
LOCALITA' RACCHIUSO,ATTIMIS,POLYGON,ATTIMIS
PIAZZA ALDO MORO,ATTIMIS,POLYGON,ATTIMIS
PIAZZA DELLA CHIESA,ATTIMIS,POLYGON,ATTIMIS
PIAZZA PLEBISCITO,ATTIMIS,POLYGON,ATTIMIS
PIAZZA ZORUTTI,ATTIMIS,POLYGON,ATTIMIS
VIA A. COMELLI,ATTIMIS,POLYGON,ATTIMIS
VIA ADELAIDE RISTORI,ATTIMIS,POLYGON,ATTIMIS
VIA ALCIDE DE GASPERI,ATTIMIS,POLYGON,ATTIMIS
VIA ARTURO MALIGNANI,ATTIMIS,POLYGON,ATTIMIS
VIA ATTIMIS,ATTIMIS,POLYGON,ATTIMIS
VIA CAMPAGNOLA,ATTIMIS,POLYGON,ATTIMIS
VIA CAMPOLONGO,ATTIMIS,POLYGON,ATTIMIS
VIA CANALUTTO,ATTIMIS,POLYGON,ATTIMIS
VIA CARRARIA,ATTIMIS,POLYGON,ATTIMIS
VIA CECILIA DEGANUTTI,ATTIMIS,POLYGON,ATTIMIS
VIA CIVIDALE,ATTIMIS,POLYGON,ATTIMIS
VIA CRACIGNA,ATTIMIS,POLYGON,ATTIMIS
VIA DEGLI ORTOLANI,ATTIMIS,POLYGON,ATTIMIS
VIA DIV JULIA,ATTIMIS,POLYGON,ATTIMIS
VIA DIVISIONE JULIA,ATTIMIS,POLYGON,ATTIMIS
VIA DOTT. GIOVANNI MARCOLINA,ATTIMIS,POLYGON,ATTIMIS
VIA ERMANNO D' ATTIMIS,ATTIMIS,POLYGON,ATTIMIS
VIA F. BERTAGNOLI,ATTIMIS,POLYGON,ATTIMIS
VIA FAEDIS,ATTIMIS,POLYGON,ATTIMIS
VIA GIUSEPPE GARIBALDI,ATTIMIS,POLYGON,ATTIMIS
VIA GIUSEPPE MAZZINI,ATTIMIS,POLYGON,ATTIMIS
VIA GORTANI,ATTIMIS,POLYGON,ATTIMIS
VIA GRAVIS,ATTIMIS,POLYGON,ATTIMIS
VIA JACOPO STELLINI,ATTIMIS,POLYGON,ATTIMIS
VIA MAGREDIS,ATTIMIS,POLYGON,ATTIMIS
VIA MARTIRI DELLA LIBERTA',ATTIMIS,POLYGON,ATTIMIS
VIA MOLINARS,ATTIMIS,POLYGON,ATTIMIS
VIA MOLINI,ATTIMIS,POLYGON,ATTIMIS
VIA MONTE CANIN,ATTIMIS,POLYGON,ATTIMIS
VIA MONTECROCE,ATTIMIS,POLYGON,ATTIMIS
VIA MORO A,ATTIMIS,POLYGON,ATTIMIS
VIA NELLE,ATTIMIS,POLYGON,ATTIMIS
VIA P. ELLERO,ATTIMIS,POLYGON,ATTIMIS
VIA PECOLLE,ATTIMIS,POLYGON,ATTIMIS
VIA PIETRO MICCA,ATTIMIS,POLYGON,ATTIMIS
VIA PIO PASCHINI,ATTIMIS,POLYGON,ATTIMIS
VIA PORZUS,ATTIMIS,POLYGON,ATTIMIS
VIA PRINCIPALE,ATTIMIS,POLYGON,ATTIMIS
VIA RAFFAELE SOLVE,ATTIMIS,POLYGON,ATTIMIS
VIA RIVA CONVIERIE,ATTIMIS,POLYGON,ATTIMIS
VIA ROMA,ATTIMIS,POLYGON,ATTIMIS
VIA S. MENEGUZZO,ATTIMIS,POLYGON,ATTIMIS
VIA S.MENGUZZO,ATTIMIS,POLYGON,ATTIMIS
VIA SUBIT,ATTIMIS,POLYGON,ATTIMIS
VIA UDINE,ATTIMIS,POLYGON,ATTIMIS
VIA VARIAN,ATTIMIS,POLYGON,ATTIMIS
VIA VIOLA,ATTIMIS,POLYGON,ATTIMIS
VIA VOGARA,ATTIMIS,POLYGON,ATTIMIS
VIA VOLONTARI DELLA LIBERTA',ATTIMIS,POLYGON,ATTIMIS
VIA ZARDINI,ATTIMIS,POLYGON,ATTIMIS
ZONA ARTIGIANALE,ATTIMIS,POLYGON,ATTIMIS
ZONA INDUSTRIALE,ATTIMIS,POLYGON,ATTIMIS
CENTRO COMM. A4,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
CONTRADA BOLZETTI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
CORTE GIOVANNI FALESCHINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
LOC. SEVEGLIANO VIA DE LIVA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
LOCALITA' ANTONINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
LOCALITA' MERLANA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
LOCALITA' MICHIELI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
MERLANA CENTRO A4,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
PIAZZA SAN GIACOMO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
PIAZZA SAN GIORGIO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
PIAZZA SAN MARTINO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
PIAZZA SANT' ANDREA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA ADELAIDE RISTORI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA ANTONIO VIVALDI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA AQUILEIA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA ARTURO ZARDINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA BONINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA CASE SPARSE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA CATERINA PERCOTO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA CODROIPO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA CURTVIERE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DANIELLO ANTONINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DEGLI ALPINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DEI BANDUZZI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DELLA CHIESA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DELLA FORNACE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DELLA RISA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DELLA VILLA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DELLA VITTORIA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DON MARCO POLLA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA DON POLLA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA ENRICO MATTEI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA FILIPPO CORRIDONI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA GASPARDIS,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA GEMONA DEL FRIULI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA GIOVANNI BATTISTA GASPARDIS,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA GIUSEPPE VERDI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA GORIZIA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA GORTANI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA IV NOVEMBRE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA JACOPO TOMADINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA JULIA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA LE MURA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA LE MURE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA LIS SELVIS,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA LOMBARDIA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA MONFALCONE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA MONSIGNOR OTTAVIO DE LIVA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA MONTEGRAPPA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA MORPURGO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA MULINO DELLE TOLLE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA PALMADA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA PALMANOVA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA PIAVE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA PIETRO ZORUTTI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA POZZUOLO DEL FRIULI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA RISIERA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA ROGGIA LA CASTRA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA ROMA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA SAN MICHELE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA SANDRO PERTINI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA SAVORGNAN,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA SINICA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA STRASSOLDO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA TARVISIO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA TIZIANO TESSITORI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA TOLMEZZO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA TRE PONTI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA TRIESTE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA UDINE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA UGO PELLIS,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA VAAT,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA VALUSSI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA VECCHIA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA VITTORIO BACHELET,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA VITTORIO VENETO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA VIUZZE,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA XXIV MAGGIO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VIA ZORUTTI,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VICOLO DELLA CHIESA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VICOLO PASUBIO,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
VICOLO PODGORA,BAGNARIA ARSA,POLYGON,BAGNARIA ARSA
LARGO DON VICARIO,BASILIANO,POLYGON,BASILIANO
LARGO PACIFICO VALUSSI,BASILIANO,POLYGON,BASILIANO
NUCLEO CASELLO,BASILIANO,POLYGON,BASILIANO
PIAZZA DEL MUNICIPIO,BASILIANO,POLYGON,BASILIANO
PIAZZA DELL' IMMACOLATA,BASILIANO,POLYGON,BASILIANO
PIAZZA DELLA CHIESA,BASILIANO,POLYGON,BASILIANO
PIAZZA GIOVANNI XXIII,BASILIANO,POLYGON,BASILIANO
PIAZZA III NOVEMBRE,BASILIANO,POLYGON,BASILIANO
PIAZZA PATRIARCATO,BASILIANO,POLYGON,BASILIANO
PIAZZA SAN VALENTINO,BASILIANO,POLYGON,BASILIANO
PIAZZA UMBERTO I,BASILIANO,POLYGON,BASILIANO
PIAZZETTA DON FAUSTINO LUCIS,BASILIANO,POLYGON,BASILIANO
PIAZZETTA PRE TONI BELINE,BASILIANO,POLYGON,BASILIANO
SS 13 PONTEBBANA,BASILIANO,POLYGON,BASILIANO
STRADA PROVINCIALE N. 99,BASILIANO,POLYGON,BASILIANO
STRADA PROV.10 KM 18 847 BASILIANO-FAGAGNA,BASILIANO,POLYGON,BASILIANO
VIA A. MANZONI,BASILIANO,POLYGON,BASILIANO
VIA ABATE GREATTI,BASILIANO,POLYGON,BASILIANO
VIA ALDO MORO,BASILIANO,POLYGON,BASILIANO
VIA ALESSANDRO MANZONI,BASILIANO,POLYGON,BASILIANO
VIA ALESSANDRO VOLTA,BASILIANO,POLYGON,BASILIANO
VIA ANTONIO ZANON,BASILIANO,POLYGON,BASILIANO
VIA AQUILEIA,BASILIANO,POLYGON,BASILIANO
VIA ARGILLARS,BASILIANO,POLYGON,BASILIANO
VIA ARMANDO DIAZ,BASILIANO,POLYGON,BASILIANO
VIA ARTURO MALIGNANI,BASILIANO,POLYGON,BASILIANO
VIA ARTURO ZARDINI,BASILIANO,POLYGON,BASILIANO
VIA AURELIO MISTRUZZI,BASILIANO,POLYGON,BASILIANO
VIA BARBECIAN,BASILIANO,POLYGON,BASILIANO
VIA BASSA,BASILIANO,POLYGON,BASILIANO
VIA BATTISTELLA,BASILIANO,POLYGON,BASILIANO
VIA BEANO,BASILIANO,POLYGON,BASILIANO
VIA BEATO BERTRANDO,BASILIANO,POLYGON,BASILIANO
VIA BRESSA,BASILIANO,POLYGON,BASILIANO
VIA CAMILLO CAVOUR,BASILIANO,POLYGON,BASILIANO
VIA CARLO ALBERTO,BASILIANO,POLYGON,BASILIANO
VIA CARLO SGORLON,BASILIANO,POLYGON,BASILIANO
VIA CASALI PURINO,BASILIANO,POLYGON,BASILIANO
VIA CESARE BATTISTI,BASILIANO,POLYGON,BASILIANO
VIA CHINO ERMACORA,BASILIANO,POLYGON,BASILIANO
VIA CIASTEO',BASILIANO,POLYGON,BASILIANO
VIA CJASTEO',BASILIANO,POLYGON,BASILIANO
VIA CODROIPO,BASILIANO,POLYGON,BASILIANO
VIA COL DI LANA,BASILIANO,POLYGON,BASILIANO
VIA CORECIAN,BASILIANO,POLYGON,BASILIANO
VIA COSUMA,BASILIANO,POLYGON,BASILIANO
VIA DAMIANO CHIESA,BASILIANO,POLYGON,BASILIANO
VIA DANTE ALIGHIERI,BASILIANO,POLYGON,BASILIANO
VIA DE TALMA DA VILLALTA,BASILIANO,POLYGON,BASILIANO
VIA DEI CADUTI,BASILIANO,POLYGON,BASILIANO
VIA DEI CELTI,BASILIANO,POLYGON,BASILIANO
VIA DEI LONGOBARDI,BASILIANO,POLYGON,BASILIANO
VIA DEI PRATI,BASILIANO,POLYGON,BASILIANO
VIA DEL BOSCO,BASILIANO,POLYGON,BASILIANO
VIA DEL CASTELLO,BASILIANO,POLYGON,BASILIANO
VIA DEL CIMITERO,BASILIANO,POLYGON,BASILIANO
VIA DEL FANTE,BASILIANO,POLYGON,BASILIANO
VIA DELL' ASILO,BASILIANO,POLYGON,BASILIANO
VIA DELLA CHIESA,BASILIANO,POLYGON,BASILIANO
VIA DELLA CONCILIAZIONE,BASILIANO,POLYGON,BASILIANO
VIA DELLA GROTTA,BASILIANO,POLYGON,BASILIANO
VIA DELLA REPUBBLICA,BASILIANO,POLYGON,BASILIANO
VIA DELLA RESISTENZA,BASILIANO,POLYGON,BASILIANO
VIA DELLA SELVA,BASILIANO,POLYGON,BASILIANO
VIA DELLE CAVE,BASILIANO,POLYGON,BASILIANO
VIA DETALMO DA VILLALTA,BASILIANO,POLYGON,BASILIANO
VIA DIVISIONE JULIA,BASILIANO,POLYGON,BASILIANO
VIA DON LUIGI LONDERO,BASILIANO,POLYGON,BASILIANO
VIA DUCA D' AOSTA,BASILIANO,POLYGON,BASILIANO
VIA ERMES DI COLLOREDO,BASILIANO,POLYGON,BASILIANO
VIA EUROPA UNITA,BASILIANO,POLYGON,BASILIANO
VIA FABIO ASQUINI,BASILIANO,POLYGON,BASILIANO
VIA FEDERICO DI CASTELLO,BASILIANO,POLYGON,BASILIANO
VIA FONTANA,BASILIANO,POLYGON,BASILIANO
VIA FRANCESCO CARGNELUTTI,BASILIANO,POLYGON,BASILIANO
VIA FRATELLI BASALDELLA,BASILIANO,POLYGON,BASILIANO
VIA FRIULI,BASILIANO,POLYGON,BASILIANO
VIA G.  VERDI,BASILIANO,POLYGON,BASILIANO
VIA G. DA UDINE,BASILIANO,POLYGON,BASILIANO
VIA GARZONI,BASILIANO,POLYGON,BASILIANO
VIA GIACOMO CECCONI,BASILIANO,POLYGON,BASILIANO
VIA GIAMBATTISTA TIEPOLO,BASILIANO,POLYGON,BASILIANO
VIA GIAN GIACOMO MARINONI,BASILIANO,POLYGON,BASILIANO
VIA GIANDOMENICO BERTOLI,BASILIANO,POLYGON,BASILIANO
VIA GINO PIERI,BASILIANO,POLYGON,BASILIANO
VIA GIOBATTA COMUZZI,BASILIANO,POLYGON,BASILIANO
VIA GIOLITTI,BASILIANO,POLYGON,BASILIANO
VIA GIOVANNI BATTISTA CANDOTTI,BASILIANO,POLYGON,BASILIANO
VIA GIOVANNI DA UDINE,BASILIANO,POLYGON,BASILIANO
VIA GIOVANNI ELLERO,BASILIANO,POLYGON,BASILIANO
VIA GIOVANNI GIOLITTI,BASILIANO,POLYGON,BASILIANO
VIA GIOVANNI PRE',BASILIANO,POLYGON,BASILIANO
VIA GIRARDINI,BASILIANO,POLYGON,BASILIANO
VIA GIUSEPPE GARIBALDI,BASILIANO,POLYGON,BASILIANO
VIA GIUSEPPE MAZZINI,BASILIANO,POLYGON,BASILIANO
VIA GIUSEPPE VERDI,BASILIANO,POLYGON,BASILIANO
VIA GIUSTO GERVASUTTI,BASILIANO,POLYGON,BASILIANO
VIA GUARNIERO D' ARTEGNA,BASILIANO,POLYGON,BASILIANO
VIA GUGLIELMO MARCONI,BASILIANO,POLYGON,BASILIANO
VIA GUGLIELMO OBERDAN,BASILIANO,POLYGON,BASILIANO
VIA GUIDO DA VARIANO,BASILIANO,POLYGON,BASILIANO
VIA IACOPO LINUSSIO,BASILIANO,POLYGON,BASILIANO
VIA III NOVEMBRE,BASILIANO,POLYGON,BASILIANO
VIA INDIPENDENZA,BASILIANO,POLYGON,BASILIANO
VIA INDRO MONTANELLI,BASILIANO,POLYGON,BASILIANO
VIA IPPOLITO NIEVO,BASILIANO,POLYGON,BASILIANO
VIA ISONZO,BASILIANO,POLYGON,BASILIANO
VIA IV NOVEMBRE,BASILIANO,POLYGON,BASILIANO
VIA JACOPO TOMADINI,BASILIANO,POLYGON,BASILIANO
VIA LEONARDO ANDERVOLTI,BASILIANO,POLYGON,BASILIANO
VIA LEONARDO DA VINCI,BASILIANO,POLYGON,BASILIANO
VIA LUIGI MAGRINI,BASILIANO,POLYGON,BASILIANO
VIA LUVINAR,BASILIANO,POLYGON,BASILIANO
VIA MAGGIORE,BASILIANO,POLYGON,BASILIANO
VIA MAGRINI,BASILIANO,POLYGON,BASILIANO
VIA MANSIONERIA GIORGINI,BASILIANO,POLYGON,BASILIANO
VIA MAX PICCINI,BASILIANO,POLYGON,BASILIANO
VIA MICHELE GORTANI,BASILIANO,POLYGON,BASILIANO
VIA MOLINO,BASILIANO,POLYGON,BASILIANO
VIA MONTE CANIN,BASILIANO,POLYGON,BASILIANO
VIA MONTEGRAPPA,BASILIANO,POLYGON,BASILIANO
VIA MONTELLO,BASILIANO,POLYGON,BASILIANO
VIA MONTENERO,BASILIANO,POLYGON,BASILIANO
VIA NAZARIO SAURO,BASILIANO,POLYGON,BASILIANO
VIA NESPOLEDO,BASILIANO,POLYGON,BASILIANO
VIA ORIENTALE,BASILIANO,POLYGON,BASILIANO
VIA PACIFICO VALUSSI,BASILIANO,POLYGON,BASILIANO
VIA PANTIANICCO,BASILIANO,POLYGON,BASILIANO
VIA PAOLO VI,BASILIANO,POLYGON,BASILIANO
VIA PIAVE,BASILIANO,POLYGON,BASILIANO
VIA PIER ANTONIO BERTOLINI,BASILIANO,POLYGON,BASILIANO
VIA PIETRO ZORUTTI,BASILIANO,POLYGON,BASILIANO
VIA PIO PASCHINI,BASILIANO,POLYGON,BASILIANO
VIA PODGORA,BASILIANO,POLYGON,BASILIANO
VIA PONTEBBANA,BASILIANO,POLYGON,BASILIANO
VIA PORTATRICI CARNICHE,BASILIANO,POLYGON,BASILIANO
VIA PRATI NUOVI,BASILIANO,POLYGON,BASILIANO
VIA QUINTINO SELLA,BASILIANO,POLYGON,BASILIANO
VIA ROBERTO COLOMBO,BASILIANO,POLYGON,BASILIANO
VIA ROMA,BASILIANO,POLYGON,BASILIANO
VIA SAN FRANCESCO D' ASSISI,BASILIANO,POLYGON,BASILIANO
VIA SAN LEONARDO,BASILIANO,POLYGON,BASILIANO
VIA SAN MARCO,BASILIANO,POLYGON,BASILIANO
VIA SAN PAOLINO,BASILIANO,POLYGON,BASILIANO
VIA SAN PIETRO,BASILIANO,POLYGON,BASILIANO
VIA SAN ROCCO,BASILIANO,POLYGON,BASILIANO
VIA SELTI,BASILIANO,POLYGON,BASILIANO
VIA SILVIO PELLICO,BASILIANO,POLYGON,BASILIANO
VIA SOMPBEARC,BASILIANO,POLYGON,BASILIANO
VIA TORINO,BASILIANO,POLYGON,BASILIANO
VIA TRENTO,BASILIANO,POLYGON,BASILIANO
VIA TRIESTE,BASILIANO,POLYGON,BASILIANO
VIA VECCHIA,BASILIANO,POLYGON,BASILIANO
VIA VECCHIA POSTALE,BASILIANO,POLYGON,BASILIANO
VIA VIERIS,BASILIANO,POLYGON,BASILIANO
VIA VITTORIO VENETO,BASILIANO,POLYGON,BASILIANO
VIA XI FEBBRAIO,BASILIANO,POLYGON,BASILIANO
VIA XXI APRILE,BASILIANO,POLYGON,BASILIANO
VIA XXIV MAGGIO,BASILIANO,POLYGON,BASILIANO
VIA XXIX OTTOBRE,BASILIANO,POLYGON,BASILIANO
VIALE CARNIA,BASILIANO,POLYGON,BASILIANO
VICOLO ENRICO TOTI,BASILIANO,POLYGON,BASILIANO
VICOLO MARANO,BASILIANO,POLYGON,BASILIANO
VICOLO MONTE SANTO,BASILIANO,POLYGON,BASILIANO
VICOLO SAN MICHELE,BASILIANO,POLYGON,BASILIANO
VICOLO STRETTO ,,BASILIANO,POLYGON,BASILIANO
ANDRONA DEI FRATI,BERTIOLO,POLYGON,BERTIOLO
ANDRONA PRIMA,BERTIOLO,POLYGON,BERTIOLO
ANDRONA SECONDA,BERTIOLO,POLYGON,BERTIOLO
LOCALITA' BRAIDE MATE,BERTIOLO,POLYGON,BERTIOLO
LOCALITA' VILLACACCIA,BERTIOLO,POLYGON,BERTIOLO
PIAZZA DEL POPOLO,BERTIOLO,POLYGON,BERTIOLO
PIAZZA DELLE SCUOLE,BERTIOLO,POLYGON,BERTIOLO
PIAZZA IV NOVEMBRE,BERTIOLO,POLYGON,BERTIOLO
PIAZZA MERCATO,BERTIOLO,POLYGON,BERTIOLO
PIAZZA PLEBISCITO,BERTIOLO,POLYGON,BERTIOLO
PIAZZA SCUOLE,BERTIOLO,POLYGON,BERTIOLO
PIAZZA UNIONE,BERTIOLO,POLYGON,BERTIOLO
PIAZZETTA SERGIO FRANCESCONI,BERTIOLO,POLYGON,BERTIOLO
STRADA PROVINCIALE UNGARICA,BERTIOLO,POLYGON,BERTIOLO
STRADA PROVINCIALE VILLACACCIA,BERTIOLO,POLYGON,BERTIOLO
VIA ALDO MORO,BERTIOLO,POLYGON,BERTIOLO
VIA ALESSANDRO MANZONI,BERTIOLO,POLYGON,BERTIOLO
VIA ANGORE,BERTIOLO,POLYGON,BERTIOLO
VIA ARIIS,BERTIOLO,POLYGON,BERTIOLO
VIA ARMANDO DIAZ,BERTIOLO,POLYGON,BERTIOLO
VIA ASILO,BERTIOLO,POLYGON,BERTIOLO
VIA ATTILIO COLLAVINI,BERTIOLO,POLYGON,BERTIOLO
VIA BARAZ,BERTIOLO,POLYGON,BERTIOLO
VIA BASSA POZZECCO,BERTIOLO,POLYGON,BERTIOLO
VIA BERTIOLO,BERTIOLO,POLYGON,BERTIOLO
VIA BOSA,BERTIOLO,POLYGON,BERTIOLO
VIA BRAIDE,BERTIOLO,POLYGON,BERTIOLO
VIA CIRCO,BERTIOLO,POLYGON,BERTIOLO
VIA CODROIPO,BERTIOLO,POLYGON,BERTIOLO
VIA COMMERCIO,BERTIOLO,POLYGON,BERTIOLO
VIA CORTATIS,BERTIOLO,POLYGON,BERTIOLO
VIA DANTE ALIGHIERI,BERTIOLO,POLYGON,BERTIOLO
VIA DEGLI ORTI,BERTIOLO,POLYGON,BERTIOLO
VIA DEI GELSI,BERTIOLO,POLYGON,BERTIOLO
VIA DEI PRATI,BERTIOLO,POLYGON,BERTIOLO
VIA DEL RIO,BERTIOLO,POLYGON,BERTIOLO
VIA DELL' ASILO,BERTIOLO,POLYGON,BERTIOLO
VIA DELLA CHIESA,BERTIOLO,POLYGON,BERTIOLO
VIA DELLA POSTA,BERTIOLO,POLYGON,BERTIOLO
VIA DELLE VIGNE,BERTIOLO,POLYGON,BERTIOLO
VIA DON GIOBATTA D' ARCANO,BERTIOLO,POLYGON,BERTIOLO
VIA FLAMBRO,BERTIOLO,POLYGON,BERTIOLO
VIA G. B. D'ARCANO,BERTIOLO,POLYGON,BERTIOLO
VIA G. MAZZINI,BERTIOLO,POLYGON,BERTIOLO
VIA GIAMBATTISTA TIEPOLO,BERTIOLO,POLYGON,BERTIOLO
VIA GIUSEPPE GARIBALDI,BERTIOLO,POLYGON,BERTIOLO
VIA GIUSEPPE MAZZINI,BERTIOLO,POLYGON,BERTIOLO
VIA GRANDE,BERTIOLO,POLYGON,BERTIOLO
VIA LATISANA,BERTIOLO,POLYGON,BERTIOLO
VIA LAZZARETTO,BERTIOLO,POLYGON,BERTIOLO
VIA MADONNA,BERTIOLO,POLYGON,BERTIOLO
VIA MARGHERITA,BERTIOLO,POLYGON,BERTIOLO
VIA MEIS,BERTIOLO,POLYGON,BERTIOLO
VIA MOLINI,BERTIOLO,POLYGON,BERTIOLO
VIA MONTELLO,BERTIOLO,POLYGON,BERTIOLO
VIA NESPOLEDO,BERTIOLO,POLYGON,BERTIOLO
VIA ORNARESI,BERTIOLO,POLYGON,BERTIOLO
VIA PADRE DAVID MARIA TUROLDO,BERTIOLO,POLYGON,BERTIOLO
VIA PAPA GIOVANNI XXIII,BERTIOLO,POLYGON,BERTIOLO
