alias_address,alias_city,Type,georeferencingString
LOCALITA' DIOOR,PAULARO,POLYGON,PAULARO
LOCALITA' DURTISEE,PAULARO,POLYGON,PAULARO
LOCALITA' FAUL,PAULARO,POLYGON,PAULARO
LOCALITA' FELET,PAULARO,POLYGON,PAULARO
LOCALITA' FONTANA,PAULARO,POLYGON,PAULARO
LOCALITA' FOSOLAT,PAULARO,POLYGON,PAULARO
LOCALITA' FRATIS,PAULARO,POLYGON,PAULARO
LOCALITA' LATTERIA,PAULARO,POLYGON,PAULARO
LOCALITA' MAINA,PAULARO,POLYGON,PAULARO
LOCALITA' MINISCHITTA,PAULARO,POLYGON,PAULARO
LOCALITA' MOEA,PAULARO,POLYGON,PAULARO
LOCALITA' NOERE,PAULARO,POLYGON,PAULARO
LOCALITA' NOIARET,PAULARO,POLYGON,PAULARO
LOCALITA' ORTEGLAS,PAULARO,POLYGON,PAULARO
LOCALITA' PASSON,PAULARO,POLYGON,PAULARO
LOCALITA' PICIARIUS,PAULARO,POLYGON,PAULARO
LOCALITA' PIERE,PAULARO,POLYGON,PAULARO
LOCALITA' PISSIGNARIES,PAULARO,POLYGON,PAULARO
LOCALITA' PLACIA LUNGJA,PAULARO,POLYGON,PAULARO
LOCALITA' POC,PAULARO,POLYGON,PAULARO
LOCALITA' PRADISUL,PAULARO,POLYGON,PAULARO
LOCALITA' QUESTA DI VINZ,PAULARO,POLYGON,PAULARO
LOCALITA' RIO PLATEE,PAULARO,POLYGON,PAULARO
LOCALITA' RONCHIADA,PAULARO,POLYGON,PAULARO
LOCALITA' RONCHIES,PAULARO,POLYGON,PAULARO
LOCALITA' RONCUT,PAULARO,POLYGON,PAULARO
LOCALITA' RUFOSC,PAULARO,POLYGON,PAULARO
LOCALITA' SACS,PAULARO,POLYGON,PAULARO
LOCALITA' SAUL,PAULARO,POLYGON,PAULARO
LOCALITA' SCUOLA,PAULARO,POLYGON,PAULARO
LOCALITA' SICEET,PAULARO,POLYGON,PAULARO
LOCALITA' SICOU,PAULARO,POLYGON,PAULARO
LOCALITA' SOM LA VILA,PAULARO,POLYGON,PAULARO
LOCALITA' STALIVENCJAN,PAULARO,POLYGON,PAULARO
LOCALITA' SUART,PAULARO,POLYGON,PAULARO
LOCALITA' VAL,PAULARO,POLYGON,PAULARO
LOCALITA' VIEILA,PAULARO,POLYGON,PAULARO
PIAZZA BERNARDINO NASCIMBENI,PAULARO,POLYGON,PAULARO
PIAZZA GIACOMO BELLINA,PAULARO,POLYGON,PAULARO
PIAZZA IV NOVEMBRE,PAULARO,POLYGON,PAULARO
PIAZZA JULIA,PAULARO,POLYGON,PAULARO
PIAZZA NASCIMBENI,PAULARO,POLYGON,PAULARO
RIO VIA  RIO,PAULARO,POLYGON,PAULARO
STRADA PROVINCIALE,PAULARO,POLYGON,PAULARO
STRADA VAL,PAULARO,POLYGON,PAULARO
VIA . SARTORI,PAULARO,POLYGON,PAULARO
VIA A . DIAZ,PAULARO,POLYGON,PAULARO
VIA A.DIAZ,PAULARO,POLYGON,PAULARO
VIA ALESSANDRO MANZONI,PAULARO,POLYGON,PAULARO
VIA ALESSANDRO VOLTA,PAULARO,POLYGON,PAULARO
VIA A.MANZONI,PAULARO,POLYGON,PAULARO
VIA ANDREINO FERIGO,PAULARO,POLYGON,PAULARO
VIA ARBORELLO,PAULARO,POLYGON,PAULARO
VIA ARMANDO DIAZ,PAULARO,POLYGON,PAULARO
VIA BORGO DEI MULINI,PAULARO,POLYGON,PAULARO
VIA CAPITANO MUSSO,PAULARO,POLYGON,PAULARO
VIA CASE SPARSE,PAULARO,POLYGON,PAULARO
VIA CASE SPARSE A. DIAZ,PAULARO,POLYGON,PAULARO
VIA CASON  DI LANZA,PAULARO,POLYGON,PAULARO
VIA CASON DI LANZA,PAULARO,POLYGON,PAULARO
VIA CASTOIA,PAULARO,POLYGON,PAULARO
VIA CATERINA PERCOTO,PAULARO,POLYGON,PAULARO
VIA CG.B. BASSI,PAULARO,POLYGON,PAULARO
VIA CHIAVRIS,PAULARO,POLYGON,PAULARO
VIA DELLA  GRONDA,PAULARO,POLYGON,PAULARO
VIA DELLA CHIESA,PAULARO,POLYGON,PAULARO
VIA DELLA GRONDA,PAULARO,POLYGON,PAULARO
VIA DELLA PINETA,PAULARO,POLYGON,PAULARO
VIA DELLA SCUOLA,PAULARO,POLYGON,PAULARO
VIA DELLA SEGHERIA,PAULARO,POLYGON,PAULARO
VIA DIAZ,PAULARO,POLYGON,PAULARO
VIA G. B.BASSI,PAULARO,POLYGON,PAULARO
VIA G.DA UDINE,PAULARO,POLYGON,PAULARO
VIA G.GORTANI,PAULARO,POLYGON,PAULARO
VIA GIOVANNI BATTISTA BASSI,PAULARO,POLYGON,PAULARO
VIA GIOVANNI DA UDINE,PAULARO,POLYGON,PAULARO
VIA GIOVANNI GORTANI,PAULARO,POLYGON,PAULARO
VIA GIULIANI,PAULARO,POLYGON,PAULARO
VIA GORTANI,PAULARO,POLYGON,PAULARO
VIA GUGLIELMO MARCONI,PAULARO,POLYGON,PAULARO
VIA IV NOVEMBRE,PAULARO,POLYGON,PAULARO
VIA JACOPO LINUSSIO,PAULARO,POLYGON,PAULARO
VIA M. ALBORELLO,PAULARO,POLYGON,PAULARO
VIA MAGGIORE ARBORELLO,PAULARO,POLYGON,PAULARO
VIA M.ALBORELLO,PAULARO,POLYGON,PAULARO
VIA MOGGIO,PAULARO,POLYGON,PAULARO
VIA MONSIGNORE ELLERO,PAULARO,POLYGON,PAULARO
VIA MONTE CROCE,PAULARO,POLYGON,PAULARO
VIA MONTE PAULARO,PAULARO,POLYGON,PAULARO
VIA MONTE PIZZUL,PAULARO,POLYGON,PAULARO
VIA MONTE SANTO,PAULARO,POLYGON,PAULARO
VIA MONTELLO,PAULARO,POLYGON,PAULARO
VIA MOTENELLO,PAULARO,POLYGON,PAULARO
VIA M.TE ARBORELLO,PAULARO,POLYGON,PAULARO
VIA N. SAROTORI,PAULARO,POLYGON,PAULARO
VIA NOTAIO SARTORI,PAULARO,POLYGON,PAULARO
VIA PACIFICO VALUSSI,PAULARO,POLYGON,PAULARO
VIA PAL PICCOLO,PAULARO,POLYGON,PAULARO
VIA PALUS,PAULARO,POLYGON,PAULARO
VIA PALUTE,PAULARO,POLYGON,PAULARO
VIA PIAVE,PAULARO,POLYGON,PAULARO
VIA PIETRO ZORUTTI,PAULARO,POLYGON,PAULARO
VIA PINETA,PAULARO,POLYGON,PAULARO
VIA PIRANO,PAULARO,POLYGON,PAULARO
VIA PISSIGNARIES,PAULARO,POLYGON,PAULARO
VIA PONTEBBA,PAULARO,POLYGON,PAULARO
VIA PONTEBBA 100,PAULARO,POLYGON,PAULARO
VIA RAVINIS,PAULARO,POLYGON,PAULARO
VIA REGINALDO GIULIANI,PAULARO,POLYGON,PAULARO
VIA ROMA,PAULARO,POLYGON,PAULARO
VIA SANTA CATERINA,PAULARO,POLYGON,PAULARO
VIA TAVELLA,PAULARO,POLYGON,PAULARO
VIA TENENTE SILVANO SBRIZZAI,PAULARO,POLYGON,PAULARO
VIA VOLTA,PAULARO,POLYGON,PAULARO
VICOLO CHIAVRIS,PAULARO,POLYGON,PAULARO
VICOLO MURATORI,PAULARO,POLYGON,PAULARO
VILLA MEZZO VIA G. DA UDINE,PAULARO,POLYGON,PAULARO
VILLAGGIO TESTUDO,PAULARO,POLYGON,PAULARO
CASALI NARDON,POCENIA,POLYGON,POCENIA
LOCALITA' BUSET,POCENIA,POLYGON,POCENIA
PIAZZA GIUSEPPE GARIBALDI,POCENIA,POLYGON,POCENIA
PIAZZA GUGLIELMO MARCONI,POCENIA,POLYGON,POCENIA
PIAZZA NUOVA,POCENIA,POLYGON,POCENIA
STRADA PROVINCIALE 87,POCENIA,POLYGON,POCENIA
VIA A. DIAZ,POCENIA,POLYGON,POCENIA
VIA ALDO MORO,POCENIA,POLYGON,POCENIA
VIA ALESSANDRO LAMARMORA,POCENIA,POLYGON,POCENIA
VIA ARIIS,POCENIA,POLYGON,POCENIA
VIA ARMANDO DIAZ,POCENIA,POLYGON,POCENIA
VIA BANDS,POCENIA,POLYGON,POCENIA
VIA BASSI,POCENIA,POLYGON,POCENIA
VIA BERARS,POCENIA,POLYGON,POCENIA
VIA BOLZET,POCENIA,POLYGON,POCENIA
VIA BORG DAI PRATS,POCENIA,POLYGON,POCENIA
VIA BORG DAI TRATS,POCENIA,POLYGON,POCENIA
VIA BRAIDE,POCENIA,POLYGON,POCENIA
VIA CASALI STEL,POCENIA,POLYGON,POCENIA
VIA CAVALIERI DI VITTORIO VENETO,POCENIA,POLYGON,POCENIA
VIA CISILIS,POCENIA,POLYGON,POCENIA
VIA CODIS,POCENIA,POLYGON,POCENIA
VIA CORONIS,POCENIA,POLYGON,POCENIA
VIA CORUBUL,POCENIA,POLYGON,POCENIA
VIA CROSARIS,POCENIA,POLYGON,POCENIA
VIA DANTE ALIGHIERI,POCENIA,POLYGON,POCENIA
VIA DEI PRATI,POCENIA,POLYGON,POCENIA
VIA DEL CIMITERO,POCENIA,POLYGON,POCENIA
VIA DEL VATICANO,POCENIA,POLYGON,POCENIA
VIA DELLA BATTAGLIA,POCENIA,POLYGON,POCENIA
VIA DELLE PESCHIERE,POCENIA,POLYGON,POCENIA
VIA DELLO STELLA,POCENIA,POLYGON,POCENIA
VIA DIVISIONE JULIA,POCENIA,POLYGON,POCENIA
VIA DUCA D' AOSTA,POCENIA,POLYGON,POCENIA
VIA FORNACI,POCENIA,POLYGON,POCENIA
VIA GARDIN,POCENIA,POLYGON,POCENIA
VIA GIULIO LOCATELLI,POCENIA,POLYGON,POCENIA
VIA IPPOLITO NIEVO,POCENIA,POLYGON,POCENIA
VIA LEONARDO DA VINCI,POCENIA,POLYGON,POCENIA
VIA LEVADE,POCENIA,POLYGON,POCENIA
VIA NASSE,POCENIA,POLYGON,POCENIA
VIA NEVAI,POCENIA,POLYGON,POCENIA
VIA PALAZZOLO,POCENIA,POLYGON,POCENIA
VIA PARTELON,POCENIA,POLYGON,POCENIA
VIA PIETRO ZORUTTI,POCENIA,POLYGON,POCENIA
VIA POVOLI,POCENIA,POLYGON,POCENIA
VIA PREVIELIS,POCENIA,POLYGON,POCENIA
VIA RIVIGNANO,POCENIA,POLYGON,POCENIA
VIA ROMA,POCENIA,POLYGON,POCENIA
VIA SANT' ERMACORA,POCENIA,POLYGON,POCENIA
VIA STROPPAGALLO,POCENIA,POLYGON,POCENIA
VIA STROPPIS,POCENIA,POLYGON,POCENIA
VIA TAVIELIS,POCENIA,POLYGON,POCENIA
VIA TRIESTE,POCENIA,POLYGON,POCENIA
VIA UDINE,POCENIA,POLYGON,POCENIA
VIA UMBERTO MICHIELI,POCENIA,POLYGON,POCENIA
VIA VAT,POCENIA,POLYGON,POCENIA
VIA VENEZIA,POCENIA,POLYGON,POCENIA
VICOLO LAMATA,POCENIA,POLYGON,POCENIA
VICOLO RONCO,POCENIA,POLYGON,POCENIA
VICOLO SAN NICOLO',POCENIA,POLYGON,POCENIA
VICOLO CHIUSO ,,POCENIA,POLYGON,POCENIA
VICOLO STRETTO ,,POCENIA,POLYGON,POCENIA
VIUZZA DEI LUVI,POCENIA,POLYGON,POCENIA
CASALE COSTA,PONTEBBA,POLYGON,PONTEBBA
FRAZ. PIETRATAGLIATA,PONTEBBA,POLYGON,PONTEBBA
FRAZ. STUDENA BASSA,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE AUPA,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE LAGLE S. LEOPOLDO,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE LAGLESIE SAN LEOPOLDO,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE PIETRATAGLIATA,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE S. LEOPOLDO,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE SAN LEOPOLDO,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE STUDENA ALTA,PONTEBBA,POLYGON,PONTEBBA
FRAZIONE STUDENA BASSA,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' BOMBAS,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' GAMISCEN,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' GRABEN,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' LAGLESIE,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' PASSO PRAMOLLO,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' PEGLE,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' PIANI,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' PRAMOLLO,PONTEBBA,POLYGON,PONTEBBA
LOCALITA' PROMOLLO,PONTEBBA,POLYGON,PONTEBBA
PIAZZA CESARE BATTISTI,PONTEBBA,POLYGON,PONTEBBA
PIAZZA DANTE,PONTEBBA,POLYGON,PONTEBBA
PIAZZA DANTE, 16 INT.,PONTEBBA,POLYGON,PONTEBBA
PIAZZA DEL POPOLO,PONTEBBA,POLYGON,PONTEBBA
PIAZZA GIUSEPPE GARIBALDI,PONTEBBA,POLYGON,PONTEBBA
PIAZZA PRIMO MAGGIO,PONTEBBA,POLYGON,PONTEBBA
PIAZZALE C.BATTISTI,PONTEBBA,POLYGON,PONTEBBA
PIAZZALE CESARE BATTISTI,PONTEBBA,POLYGON,PONTEBBA
SAN LEOPOLDO VIA SAN LEOPOLDO,PONTEBBA,POLYGON,PONTEBBA
VIA ARTURO ZARDINI,PONTEBBA,POLYGON,PONTEBBA
VIA CAMILLO BENSO DI CAVOUR,PONTEBBA,POLYGON,PONTEBBA
VIA CASALI PIANI,PONTEBBA,POLYGON,PONTEBBA
VIA COLO ROMIT,PONTEBBA,POLYGON,PONTEBBA
VIA DEL CAPRIOLO,PONTEBBA,POLYGON,PONTEBBA
VIA DELLA CHIESA,PONTEBBA,POLYGON,PONTEBBA
VIA DELLA STAZIONE,PONTEBBA,POLYGON,PONTEBBA
VIA DEPOSITO,PONTEBBA,POLYGON,PONTEBBA
VIA FELICE CAVALLOTTI,PONTEBBA,POLYGON,PONTEBBA
VIA G. MAZZINI,PONTEBBA,POLYGON,PONTEBBA
VIA GIOSUE' CARDUCCI,PONTEBBA,POLYGON,PONTEBBA
VIA GIOVANNI GRILLO,PONTEBBA,POLYGON,PONTEBBA
VIA GIUSEPPE MAZZINI,PONTEBBA,POLYGON,PONTEBBA
VIA GIUSEPPE VERDI,PONTEBBA,POLYGON,PONTEBBA
VIA GUGLIELMO MARCONI,PONTEBBA,POLYGON,PONTEBBA
VIA I MAGGIO,PONTEBBA,POLYGON,PONTEBBA
VIA IV NOVEMBRE,PONTEBBA,POLYGON,PONTEBBA
VIA MAZZINI,PONTEBBA,POLYGON,PONTEBBA
VIA NAZIONALE,PONTEBBA,POLYGON,PONTEBBA
VIA PACE,PONTEBBA,POLYGON,PONTEBBA
VIA PAULARO,PONTEBBA,POLYGON,PONTEBBA
VIA PIAZZA DANTE,PONTEBBA,POLYGON,PONTEBBA
VIA PIETRATAGLIATA,PONTEBBA,POLYGON,PONTEBBA
VIA PRAMOLLO,PONTEBBA,POLYGON,PONTEBBA
VIA ROMA,PONTEBBA,POLYGON,PONTEBBA
VIA ROMIT,PONTEBBA,POLYGON,PONTEBBA
VIA SAN LEOPOLDO,PONTEBBA,POLYGON,PONTEBBA
VIA SANT' ANTONIO,PONTEBBA,POLYGON,PONTEBBA
VIA STAZIONE,PONTEBBA,POLYGON,PONTEBBA
VIA STUDENA ALTA,PONTEBBA,POLYGON,PONTEBBA
VIA TONINO FRIZ,PONTEBBA,POLYGON,PONTEBBA
VIA VIA ROMA,PONTEBBA,POLYGON,PONTEBBA
VIALE STAZIONE,PONTEBBA,POLYGON,PONTEBBA
VICOLO BAGNAT,PONTEBBA,POLYGON,PONTEBBA
VICOLO BAGNATI,PONTEBBA,POLYGON,PONTEBBA
VICOLO DEGLI ORTI,PONTEBBA,POLYGON,PONTEBBA
VICOLO ROGGIA,PONTEBBA,POLYGON,PONTEBBA
VICOLO ROMIT,PONTEBBA,POLYGON,PONTEBBA
VICOLO ROSTA,PONTEBBA,POLYGON,PONTEBBA
CASALI BRATTA,PORPETTO,POLYGON,PORPETTO
LOCALITA' BRATTA,PORPETTO,POLYGON,PORPETTO
PIAZZA DANTE ALIGHIERI,PORPETTO,POLYGON,PORPETTO
PIAZZA PLEBISCITO,PORPETTO,POLYGON,PORPETTO
VIA A. MORO,PORPETTO,POLYGON,PORPETTO
VIA ALDO MORO,PORPETTO,POLYGON,PORPETTO
VIA ALESSANDRO VOLTA,PORPETTO,POLYGON,PORPETTO
VIA ARMANDO DIAZ,PORPETTO,POLYGON,PORPETTO
VIA BANDO,PORPETTO,POLYGON,PORPETTO
VIA BONOMELLI,PORPETTO,POLYGON,PORPETTO
VIA CAMILLO BENSO DI CAVOUR,PORPETTO,POLYGON,PORPETTO
VIA CASALI BRATTA,PORPETTO,POLYGON,PORPETTO
VIA CASALI CECCHINI,PORPETTO,POLYGON,PORPETTO
VIA CASTELLO,PORPETTO,POLYGON,PORPETTO
VIA CASTELLO BONOMELLI,PORPETTO,POLYGON,PORPETTO
VIA CIAMPAZ,PORPETTO,POLYGON,PORPETTO
VIA CORGNOLO,PORPETTO,POLYGON,PORPETTO
VIA CORRIDONI,PORPETTO,POLYGON,PORPETTO
VIA DAI PRESEDAI,PORPETTO,POLYGON,PORPETTO
VIA DE ASARTA,PORPETTO,POLYGON,PORPETTO
VIA DEI PRESEDAI,PORPETTO,POLYGON,PORPETTO
VIA DEL MOLINO,PORPETTO,POLYGON,PORPETTO
VIA DELL' ARTIGIANATO,PORPETTO,POLYGON,PORPETTO
VIA DELLA VITTORIA,PORPETTO,POLYGON,PORPETTO
VIA DELLE QUERCE,PORPETTO,POLYGON,PORPETTO
VIA DON GIOVANNI BOSCO,PORPETTO,POLYGON,PORPETTO
VIA DON GIOVANNI MINZONI,PORPETTO,POLYGON,PORPETTO
VIA FILIPPO CORRIDONI,PORPETTO,POLYGON,PORPETTO
VIA FOREDANA,PORPETTO,POLYGON,PORPETTO
VIA FORNACI,PORPETTO,POLYGON,PORPETTO
VIA GEMONA,PORPETTO,POLYGON,PORPETTO
VIA GIACOMO MATTEOTTI,PORPETTO,POLYGON,PORPETTO
VIA GIOVANNI PASCOLI,PORPETTO,POLYGON,PORPETTO
VIA GIOVANNI XXIII,PORPETTO,POLYGON,PORPETTO
VIA GIUSEPPE GARIBALDI,PORPETTO,POLYGON,PORPETTO
VIA GIUSEPPE MAZZINI,PORPETTO,POLYGON,PORPETTO
VIA GIUSEPPE VERDI,PORPETTO,POLYGON,PORPETTO
VIA GUGLIELMO MARCONI,PORPETTO,POLYGON,PORPETTO
VIA IV NOVEMBRE,PORPETTO,POLYGON,PORPETTO
VIA LANCIERI D' AOSTA,PORPETTO,POLYGON,PORPETTO
VIA LORENZETTI,PORPETTO,POLYGON,PORPETTO
VIA LUIGI CADORNA,PORPETTO,POLYGON,PORPETTO
VIA MADONNA MISSIONARIA,PORPETTO,POLYGON,PORPETTO
VIA NIMIS,PORPETTO,POLYGON,PORPETTO
VIA OLINTO MARINELLI,PORPETTO,POLYGON,PORPETTO
VIA PALMANOVA,PORPETTO,POLYGON,PORPETTO
VIA PAMPALUNA,PORPETTO,POLYGON,PORPETTO
VIA PIETRO ZORUTTI,PORPETTO,POLYGON,PORPETTO
VIA PORPETTO,PORPETTO,POLYGON,PORPETTO
VIA PRA FONTANE,PORPETTO,POLYGON,PORPETTO
VIA PRE ZANETO,PORPETTO,POLYGON,PORPETTO
VIA QUIETE,PORPETTO,POLYGON,PORPETTO
VIA ROMA,PORPETTO,POLYGON,PORPETTO
VIA SAN GIROLAMO,PORPETTO,POLYGON,PORPETTO
VIA SAN LUIGI SCROSOPPI,PORPETTO,POLYGON,PORPETTO
VIA SAN MARCO,PORPETTO,POLYGON,PORPETTO
VIA TARCENTO,PORPETTO,POLYGON,PORPETTO
VIA TOLMEZZO,PORPETTO,POLYGON,PORPETTO
VIA UDINE,PORPETTO,POLYGON,PORPETTO
VIA VENZONE,PORPETTO,POLYGON,PORPETTO
VIA VILLALTA,PORPETTO,POLYGON,PORPETTO
VIA XI FEBBRAIO,PORPETTO,POLYGON,PORPETTO
VIA XX SETTEMBRE,PORPETTO,POLYGON,PORPETTO
VIA ZORUTTI,PORPETTO,POLYGON,PORPETTO
VICOLO GIOVANNI DA UDINE,PORPETTO,POLYGON,PORPETTO
LARGO MONSIGNORE CICUTTINI,POVOLETTO,POLYGON,POVOLETTO
PIAZZA ASILO,POVOLETTO,POLYGON,POVOLETTO
PIAZZA DON LUIGI CIANI,POVOLETTO,POLYGON,POVOLETTO
PIAZZA GIUSEPPE GARIBALDI,POVOLETTO,POLYGON,POVOLETTO
PIAZZA GUGLIELMO MARCONI,POVOLETTO,POLYGON,POVOLETTO
PIAZZA ISONZO,POVOLETTO,POLYGON,POVOLETTO
PIAZZA LIBERTA',POVOLETTO,POLYGON,POVOLETTO
PIAZZA MONUMENTO,POVOLETTO,POLYGON,POVOLETTO
PIAZZA SAN MARTINO,POVOLETTO,POLYGON,POVOLETTO
PIAZZA SAN NICOLO',POVOLETTO,POLYGON,POVOLETTO
PIAZZA VISINALE,POVOLETTO,POLYGON,POVOLETTO
PIAZZA VISINANCE,POVOLETTO,POLYGON,POVOLETTO
VIA ADIGE,POVOLETTO,POLYGON,POVOLETTO
VIA ALESSANDRO VOLTA,POVOLETTO,POLYGON,POVOLETTO
VIA ARIVADA,POVOLETTO,POLYGON,POVOLETTO
VIA ARMENTAREZZA,POVOLETTO,POLYGON,POVOLETTO
VIA ARTURO MALIGNANI,POVOLETTO,POLYGON,POVOLETTO
VIA ATTIMIS,POVOLETTO,POLYGON,POVOLETTO
VIA BATTIFERRO,POVOLETTO,POLYGON,POVOLETTO
VIA BELTRAMINI,POVOLETTO,POLYGON,POVOLETTO
VIA CAINAZZO,POVOLETTO,POLYGON,POVOLETTO
VIA CANTORE,POVOLETTO,POLYGON,POVOLETTO
VIA CASALI DANELUTTI,POVOLETTO,POLYGON,POVOLETTO
VIA CASALI FAULA,POVOLETTO,POLYGON,POVOLETTO
VIA CASALI GENTILINI,POVOLETTO,POLYGON,POVOLETTO
VIA CASALI JACOB,POVOLETTO,POLYGON,POVOLETTO
VIA CASALI MERLO,POVOLETTO,POLYGON,POVOLETTO
VIA CENTRALE,POVOLETTO,POLYGON,POVOLETTO
VIA CESARE PASCOLETTI,POVOLETTO,POLYGON,POVOLETTO
VIA CIVIDALE,POVOLETTO,POLYGON,POVOLETTO
VIA CIVIDINA,POVOLETTO,POLYGON,POVOLETTO
VIA COREN,POVOLETTO,POLYGON,POVOLETTO
VIA DANTE ALIGHIERI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI BERSAGLIERI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI BOSCHI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI GORGHI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI MOLINI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI MONTI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI NEGRI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI PIOPPI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI PLATANI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI PORTICI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI PRATI,POVOLETTO,POLYGON,POVOLETTO
VIA DEI SAVORGNAN,POVOLETTO,POLYGON,POVOLETTO
VIA DEI VIGNETI,POVOLETTO,POLYGON,POVOLETTO
VIA DEL CAMPO,POVOLETTO,POLYGON,POVOLETTO
VIA DEL CRISTO,POVOLETTO,POLYGON,POVOLETTO
VIA DEL GIGLIO,POVOLETTO,POLYGON,POVOLETTO
VIA DEL MALINA,POVOLETTO,POLYGON,POVOLETTO
VIA DEL PONTE,POVOLETTO,POLYGON,POVOLETTO
VIA DEL PRABAS,POVOLETTO,POLYGON,POVOLETTO
VIA DEL ROIELLO,POVOLETTO,POLYGON,POVOLETTO
VIA DEL TIGLIO,POVOLETTO,POLYGON,POVOLETTO
VIA DEL TORRE,POVOLETTO,POLYGON,POVOLETTO
VIA DELL' ANCONA,POVOLETTO,POLYGON,POVOLETTO
VIA DELL' ASILO,POVOLETTO,POLYGON,POVOLETTO
VIA DELLA  MOTTA,POVOLETTO,POLYGON,POVOLETTO
VIA DELLA CANONICA,POVOLETTO,POLYGON,POVOLETTO
VIA DELLA CHIESA,POVOLETTO,POLYGON,POVOLETTO
VIA DELLA FONTANA,POVOLETTO,POLYGON,POVOLETTO
VIA DELLA MOTTA,POVOLETTO,POLYGON,POVOLETTO
VIA DELLA REPUBBLICA,POVOLETTO,POLYGON,POVOLETTO
VIA DELLA ROGGIA,POVOLETTO,POLYGON,POVOLETTO
VIA DELL'ANCONA,POVOLETTO,POLYGON,POVOLETTO
VIA DELLE AZALEE,POVOLETTO,POLYGON,POVOLETTO
VIA DELLE PRIMULE,POVOLETTO,POLYGON,POVOLETTO
VIA DELLE ROSE,POVOLETTO,POLYGON,POVOLETTO
VIA DELLE SCUOLE,POVOLETTO,POLYGON,POVOLETTO
VIA DI PIETRA,POVOLETTO,POLYGON,POVOLETTO
VIA DIVISIONE JULIA,POVOLETTO,POLYGON,POVOLETTO
VIA DIVISIONE OSOPPO,POVOLETTO,POLYGON,POVOLETTO
VIA DRIGANI,POVOLETTO,POLYGON,POVOLETTO
VIA E DI COLLOREDO,POVOLETTO,POLYGON,POVOLETTO
VIA ENRICO FERMI,POVOLETTO,POLYGON,POVOLETTO
VIA ENRICO TOTI,POVOLETTO,POLYGON,POVOLETTO
VIA ERMES DI COLLOREDO,POVOLETTO,POLYGON,POVOLETTO
VIA EUROPA,POVOLETTO,POLYGON,POVOLETTO
VIA EUROPA UNITA,POVOLETTO,POLYGON,POVOLETTO
VIA FABRIS,POVOLETTO,POLYGON,POVOLETTO
VIA FAEDIS,POVOLETTO,POLYGON,POVOLETTO
VIA FONTANA FALCON,POVOLETTO,POLYGON,POVOLETTO
VIA FUIDANE,POVOLETTO,POLYGON,POVOLETTO
VIA GALILEO GALILEI,POVOLETTO,POLYGON,POVOLETTO
VIA GIACOMO MARCHI,POVOLETTO,POLYGON,POVOLETTO
VIA GIOSUE' CARDUCCI,POVOLETTO,POLYGON,POVOLETTO
VIA GIOVANNI BATTISTA MADDALENA,POVOLETTO,POLYGON,POVOLETTO
VIA GIUSEPPE ELLERO,POVOLETTO,POLYGON,POVOLETTO
VIA GIUSEPPE VERDI,POVOLETTO,POLYGON,POVOLETTO
VIA GIUSTO CAENAZZO,POVOLETTO,POLYGON,POVOLETTO
VIA GORIZIA,POVOLETTO,POLYGON,POVOLETTO
VIA I MAGGIO,POVOLETTO,POLYGON,POVOLETTO
VIA IPPOLITO NIEVO,POVOLETTO,POLYGON,POVOLETTO
VIA IV NOVEMBRE,POVOLETTO,POLYGON,POVOLETTO
VIA IV SETTEMBRE,POVOLETTO,POLYGON,POVOLETTO
VIA JACOPO TOMADINI,POVOLETTO,POLYGON,POVOLETTO
VIA KENNEDY,POVOLETTO,POLYGON,POVOLETTO
VIA LAMPERTICO,POVOLETTO,POLYGON,POVOLETTO
VIA LATTERIA,POVOLETTO,POLYGON,POVOLETTO
VIA LEONARDO DA VINCI,POVOLETTO,POLYGON,POVOLETTO
VIA LOCANDA,POVOLETTO,POLYGON,POVOLETTO
VIA LUIGI CADORNA,POVOLETTO,POLYGON,POVOLETTO
VIA LUINO,POVOLETTO,POLYGON,POVOLETTO
VIA MAGREDIS,POVOLETTO,POLYGON,POVOLETTO
VIA MANDER,POVOLETTO,POLYGON,POVOLETTO
VIA MANGILLI,POVOLETTO,POLYGON,POVOLETTO
