alias_address,alias_city,data_prelievo,geocode,geometry,georeferencingString,type
Privato/Privat,VIPITENO/STERZING,09/03/2018,"Sterzing - Vipiteno, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.4319398, 46.8963235]}",VIPITENO,POINT
Ditta Martin Speck - Neuradein / Firma Martin Speck - Neuradein,ALDINO/ALDEIN,04/11/2018,,,ALDINO Ditta Martin Speck - Neuradein,POINT
Fontana pubblica via S. Paolo n° 20 / Öffentlicher Brunnen St.-Pauls-Straße Nr. 20,APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,16/08/2018,,,APPIANO SULLA STRADA DEL VINO  via S. Paolo n° 20,POINT
Öff. Brunnen Platzl  Weg,APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,30/08/2018,,,APPIANO SULLA STRADA DEL VINO Öff. Brunnen Platzl  Weg,POINT
Brunnen museum ladin,BADIA/ABTEI,28/05/2018,,,BADIA Brunnen museum ladin,POINT
"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4",BARBIANO/BARBIAN,05/03/2018,,,"BARBIANO Falegnameria Erlacher, via Brennero 4",POINT
"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4 - WH WC Tischlerei",BARBIANO/BARBIAN,09/05/2018,,,"BARBIANO Falegnameria Erlacher, via Brennero 4",POINT
"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4; WH WC",BARBIANO/BARBIAN,07/05/2018,,,"BARBIANO Falegnameria Erlacher, via Brennero 4",POINT
"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4; WH WC Werkstatt",BARBIANO/BARBIAN,16/10/2018,,,"BARBIANO Falegnameria Erlacher, via Brennero 4",POINT
Albergo  Klaus  / Gasthaus Klaus,BOLZANO/BOZEN,13/09/2018,,,BOLZANO Albergo  Klaus,POINT
Asilo nido Arcobaleno / Kindergarten Arcobaleno,BOLZANO/BOZEN,12/05/2018,,,BOLZANO Asilo nido Arcobaleno,POINT
Convitto Damiano Chiesa  /  Convitto Damiano Chiesa,BOLZANO/BOZEN,26/02/2018,,,BOLZANO Convitto Damiano Chiesa,POINT
Distretto socio - sanitario val d'Ega - Cardano / Gesundheitssprengel  Eggental Schlern - Kardaun,BOLZANO/BOZEN,20/08/2018,,,BOLZANO Distretto socio - sanitario val d'Ega - Cardano,POINT
Distretto socio-sanitario Oltrisarco / Gesundheitssprengel Oberau,BOLZANO/BOZEN,01/10/2018,,,BOLZANO Distretto socio-sanitario Oltrisarco,POINT
Font. pubb. parco giochi via Ortles (Casanova) / öff. Brunnen Spielplatz Ortlesstr. (Casanova),BOLZANO/BOZEN,05/03/2018,,,BOLZANO Font. pubb. parco giochi via Ortles (Casanova),POINT
Fontana Pubblica angolo via Cassa di Risparmio/via Vanga / öff. Brunnen Sparkassestr./Wangerstrasse,BOLZANO/BOZEN,07/04/2018,,,BOLZANO  angolo via Cassa di Risparmio,POINT
Fontana funivia / Brunnen Seilbahn,BOLZANO/BOZEN,19/04/2018,,,BOLZANO Fontana funivia,POINT
Fontana pubblica parco giochi Piani / öff. Brunnen Spielplatz Bozner-Boden,BOLZANO/BOZEN,05/03/2018,,,BOLZANO  parco giochi Piani,POINT
Fontana pubblica parco giochi lungo Isarco via Parma / öff. Brunnen Spielplatz Eisackufer Parmastr.,BOLZANO/BOZEN,05/09/2018,,,BOLZANO  parco giochi lungo Isarco via Parma,POINT
"Fontana pubblica parco giochi via Genova / Öffentl. Brunnen Spielplatz, Genuastr.",BOLZANO/BOZEN,06/04/2018,,,BOLZANO  parco giochi via Genova,POINT
Fontana pubblica parco giochi via Mozart  (Firmian) / öff. Brunnen Spielplatz Mozartstr.(Firmian),BOLZANO/BOZEN,05/03/2018,,,BOLZANO  parco giochi via Mozart  (Firmian),POINT
"Fontana pubblica parco giochi via della Vigna / Weingartenpark, öff. Brunnen",BOLZANO/BOZEN,05/09/2018,,,BOLZANO  parco giochi via della Vigna,POINT
Ospedale - mensa WC / Krankenhaus - Mensa WC,BOLZANO/BOZEN,07/02/2018,,,BOLZANO Ospedale - mensa WC,POINT
Scuola Materna O.N.M.I. / Kindergarten O.N.M.I.,BOLZANO/BOZEN,12/10/2018,,,BOLZANO Scuola Materna O.N.M.I.,POINT
"Scuola elementare ""M. L. King"" / Grundschule ""M.L.King""",BOLZANO/BOZEN,10/08/2018,,,"BOLZANO Scuola elementare ""M. L. King""",POINT
"Scuola elementare ""Stolz""/Grundschule ""Stolz""",BOLZANO/BOZEN,12/10/2018,,,"BOLZANO Scuola elementare ""Stolz""",POINT
Scuola elementare Dante Alighieri / Grundschule Dante Alighieri,BOLZANO/BOZEN,31/01/2018,,,BOLZANO Scuola elementare Dante Alighieri,POINT
Scuola elementare Firmian / Grundschule Firmian,BOLZANO/BOZEN,10/08/2018,,,BOLZANO Scuola elementare Firmian,POINT
Scuola materna Mariaheim / Kindergarten Mariaheim,BOLZANO/BOZEN,02/07/2018,,,BOLZANO Scuola materna Mariaheim,POINT
"Scuola professionale tedesca ""Max Valier"" via Druso / Gewerbeoberschule ""Max Valier"", Drusustrasse",BOLZANO/BOZEN,31/01/2018,,,"BOLZANO Scuola professionale tedesca ""Max Valier"" via Druso",POINT
"Scuole Medie Archimede / Mittelschule ""Archimede""",BOLZANO/BOZEN,12/10/2018,,,BOLZANO Scuole Medie Archimede,POINT
Servizio riabilitazione / Rehabilitationsdienst,BOLZANO/BOZEN,02/07/2018,,,BOLZANO Servizio riabilitazione,POINT
Stabilimento Milkon / Lebensmittelindustrie Milkon,BOLZANO/BOZEN,18/10/2018,,,BOLZANO Stabilimento Milkon,POINT
fontana pubblica Rencio  / öffentl. Brunnen Rentscher,BOLZANO/BOZEN,10/08/2018,,,BOLZANO fontana pubblica Rencio,POINT
Fontana Ferrara / Brunnen Schmieden,BRAIES/PRAGS,25/09/2018,,,BRAIES Fontana Ferrara,POINT
Albergo Bergkristall / Hotel Bergkristall,BRENNERO/BRENNER,10/03/2018,,,BRENNERO Albergo Bergkristall,POINT
"Fontana pubblica Via Argentieri, Colle Isarco / Öffentlicher Brunnen Silbergasse, Gossensass",BRENNERO/BRENNER,07/03/2018,,,"BRENNERO  Via Argentieri, Colle Isarco",POINT
"Albergo Plansoler, S. Leonardo 96 / Gasthof Plansoler, St. Leonhard 96; WH Bar",BRESSANONE/BRIXEN,06/11/2018,,,"BRESSANONE Albergo Plansoler, S. Leonardo 96",POINT
"Bergrestaurant Plose, Valcroce/Bergrestaurant Plose, Kreuztal",BRESSANONE/BRIXEN,18/06/2018,,,"BRESSANONE Bergrestaurant Plose, Valcroce",POINT
Fontana pubbl. Sarns / Öffentl. Brunnen Sarns,BRESSANONE/BRIXEN,16/10/2018,,,BRESSANONE Fontana pubbl. Sarns,POINT
"Fontana pubblica Schmiedplatz, Varna / Öffentlicher Brunnen Schmiedplatz, Vahrn",BRESSANONE/BRIXEN,05/08/2018,,,"BRESSANONE  Schmiedplatz, Varna",POINT
Fontana pubblica Völkl / Öffentlicher Brunnen Völkl,BRESSANONE/BRIXEN,04/12/2018,,,BRESSANONE  Völkl,POINT
Gabinetto pubblico scuola / Öff. WC Schulgebäude,BRESSANONE/BRIXEN,07/05/2018,,,BRESSANONE Gabinetto pubblico scuola,POINT
Gabinetto pubblico scuola / Öff. WC Schulgebäude; WH WC,BRESSANONE/BRIXEN,21/11/2018,,,BRESSANONE Gabinetto pubblico scuola,POINT
"Gasthof Majestic, Lüsnerstr. 29 / Albergo Majestic, Via Luson 29",BRESSANONE/BRIXEN,27/06/2018,,,"BRESSANONE  Majestic, Lüsnerstr. 29",POINT
"Haka SpA, Competence.Center, Perara 79/A/Haka AG, Competence.Center, Pairdorf 79/A; WH Theke",BRESSANONE/BRIXEN,18/04/2018,,,"BRESSANONE Haka SpA, Competence.Center, Perara 79",POINT
"Hotel Gasserhof, Via Paese 31 - S. Andrea / Hotel Gasserhof, Dorfstrasse 31 - St. Andrä; WH Bar",BRESSANONE/BRIXEN,28/05/2018,,,"BRESSANONE Hotel Gasserhof, Via Paese 31 - S. Andrea",POINT
"Hotel Rosalpina, Palmschoss 292  /  Hotel Rosalpina, Palmschoss 292;; WH Bar",BRESSANONE/BRIXEN,10/08/2018,,,"BRESSANONE Hotel Rosalpina, Palmschoss 292",POINT
"Hotel Schlemmer, Plancios 294 / Berghotel Schlemmer, Palmschoss 294 ; WH Bar",BRESSANONE/BRIXEN,10/08/2018,,,"BRESSANONE Hotel Schlemmer, Plancios 294",POINT
"Laboratorio riabilitativo ""Kastell"", Via Otto von Guggenberg 44 / Reha- Werkstatt ""Kastell"", Otto von Guggenbergstr. 44 - WH WC",BRESSANONE/BRIXEN,09/05/2018,,,"BRESSANONE Laboratorio riabilitativo ""Kastell"", Via Otto von Guggenberg 44",POINT
"Laboratorio riabilitativo ""Kastell"", Via Otto von Guggenberg 44 / Reha- Werkstatt ""Kastell"", Otto von Guggenbergstr. 44; WH WC",BRESSANONE/BRIXEN,05/07/2018,,,"BRESSANONE Laboratorio riabilitativo ""Kastell"", Via Otto von Guggenberg 44",POINT
"Macello Valle Isarco, Via Julius Durst, 90 / Schlachthof Brixen, Durststr. 90",BRESSANONE/BRIXEN,05/08/2018,,,"BRESSANONE Macello Valle Isarco, Via Julius Durst, 90",POINT
"Macello Valle Isarco, Via Julius Durst, 90 / Schlachthof Brixen, Durststr. 90; WH WC",BRESSANONE/BRIXEN,26/11/2018,,,"BRESSANONE Macello Valle Isarco, Via Julius Durst, 90",POINT
"Ospedale di Bressanone, Via Dante 53, radiologia / Krankenhaus Brixen, Dantestr. 53, Radiologie",BRESSANONE/BRIXEN,14/03/2018,,,"BRESSANONE Ospedale di Bressanone, Via Dante 53, radiologia",POINT
"Ospedale di Bressanone, Via Dante 53, radiologia / Krankenhaus Brixen, Dantestr. 53, Radiologie; WH WC",BRESSANONE/BRIXEN,05/08/2018,,,"BRESSANONE Ospedale di Bressanone, Via Dante 53, radiologia",POINT
"Ristorante Plose-Stodl, via della Funivia, 15/Restaurant Plose-Stodl, Seilbahnstr. 15; WH Bar",BRESSANONE/BRIXEN,23/08/2018,,,"BRESSANONE Ristorante Plose-Stodl, via della Funivia, 15",POINT
"Scuola dell''infanzia S. Andrea, Via Vinzenz Goller 5/A / Kindergarten St.Andrä, Vinzenz Goller Weg 5/A",BRESSANONE/BRIXEN,04/05/2018,,,"BRESSANONE Scuola dell''infanzia S. Andrea, Via Vinzenz Goller 5",POINT
"Scuola dell''infanzia S. Andrea, Via Vinzenz Goller 5/A / Kindergarten St.Andrä, Vinzenz Goller Weg 5/A - WH Küche",BRESSANONE/BRIXEN,10/10/2018,,,"BRESSANONE Scuola dell''infanzia S. Andrea, Via Vinzenz Goller 5",POINT
"Scuola dell''infanzia S. Andrea, Via Vinzenz Goller 5/A / Kindergarten St.Andrä, Vinzenz Goller Weg 5/A; WH Küche",BRESSANONE/BRIXEN,28/05/2018,,,"BRESSANONE Scuola dell''infanzia S. Andrea, Via Vinzenz Goller 5",POINT
"Scuola dell'infanzia Anna Seidner, Via Kaspar von Kempter 5 / Kindergarten Anna Seidner, Kaspar von Kempterweg 5",BRESSANONE/BRIXEN,09/06/2018,,,"BRESSANONE Scuola dell'infanzia Anna Seidner, Via Kaspar von Kempter 5",POINT
"Scuola dell'infanzia Anna Seidner, Via Kaspar von Kempter 5 / Kindergarten Anna Seidner, Kaspar von Kempterweg 5; WH Küche",BRESSANONE/BRIXEN,05/08/2018,,,"BRESSANONE Scuola dell'infanzia Anna Seidner, Via Kaspar von Kempter 5",POINT
"Scuola dell'infanzia Arcobaleno, Via Wolkenstein 201 / Kindergarten Arcobaleno, Wolkensteinstr. 201 - WH Wäscherei",BRESSANONE/BRIXEN,13/03/2018,,,"BRESSANONE Scuola dell'infanzia Arcobaleno, Via Wolkenstein 201",POINT
"Scuola dell'infanzia Arcobaleno, Via Wolkenstein 201 / Kindergarten Arcobaleno, Wolkensteinstr. 201; WH Wäscherei",BRESSANONE/BRIXEN,26/11/2018,,,"BRESSANONE Scuola dell'infanzia Arcobaleno, Via Wolkenstein 201",POINT
"Scuola elementare Albes, Albes 1 / Grundschule Albeins, Albeins 1; WH WC",BRESSANONE/BRIXEN,22/03/2018,,,"BRESSANONE Scuola elementare Albes, Albes 1",POINT
"Scuola elementare Varna, Via Salern 5 / Grundschule Vahrn, Salernstr. 5 - WH WC",BRESSANONE/BRIXEN,14/03/2018,,,"BRESSANONE Scuola elementare Varna, Via Salern 5",POINT
"Scuola elementare Varna, Via Salern 5 / Grundschule Vahrn, Salernstr. 5; WH WC",BRESSANONE/BRIXEN,26/11/2018,,,"BRESSANONE Scuola elementare Varna, Via Salern 5",POINT
"Südtiroler Kinderdorf, Via Castelliere 28 / Südtiroler Kinderdorf, Burgfrieden 28; WH Kochnische",BRESSANONE/BRIXEN,05/08/2018,,,"BRESSANONE Südtiroler Kinderdorf, Via Castelliere 28",POINT
"The Vista Hotel, Plancios 291B / The Vista Hotel, Palmschoss 291B",BRESSANONE/BRIXEN,18/06/2018,,,"BRESSANONE The Vista Hotel, Plancios 291B",POINT
"Uffici comunali, Piazza Maria Hueber 3 / Gemeindehaus Maria Hueber Platz 3; WH WC",BRESSANONE/BRIXEN,07/04/2018,,,"BRESSANONE Uffici comunali, Piazza Maria Hueber 3",POINT
fontana pubblica Via Dogana / Öffentlicher Brunnen Zollamtstrasse,BRONZOLO/BRANZOLL,02/07/2018,,,BRONZOLO fontana pubblica Via Dogana,POINT
Distretto / Sprengel,BRUNICO/BRUNECK,15/02/2018,,,BRUNICO Distretto,POINT
Fontana Schlemmerstube / Brunnen Schlemmerstube,BRUNICO/BRUNECK,16/05/2018,,,BRUNICO Fontana Schlemmerstube,POINT
Fontana Waldheim / Brunnen Waldheim,BRUNICO/BRUNECK,16/05/2018,,,BRUNICO Fontana Waldheim,POINT
Fontana chiesa / Brunnen Kirche,BRUNICO/BRUNECK,22/05/2018,,,BRUNICO Fontana chiesa,POINT
Fontana parrocchia / Brunnen Pfarre,BRUNICO/BRUNECK,19/07/2018,,,BRUNICO Fontana parrocchia,POINT
Latte montagna Alto Adige / Bergmilch Südtirol,BRUNICO/BRUNECK,19/07/2018,,,BRUNICO Latte montagna Alto Adige,POINT
Scuola media Röd / Mittelschule Röd,BRUNICO/BRUNECK,15/02/2018,,,BRUNICO Scuola media Röd,POINT
Sowi Gym,BRUNICO/BRUNECK,25/09/2018,,,BRUNICO Sowi Gym,POINT
font. pubb.  Brunnenweg St. Nikolaus / Öffentlicher Brunnen - Brunnenweg St. Nikolaus,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,08/02/2018,,,CALDARO SULLA STRADA DEL VINO font. pubb.  Brunnenweg St. Nikolaus,POINT
font. pubb. Brunnenweg Nr. 21 / Öffentlicher Brunnen - Brunnenweg Nr. 21,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,05/09/2018,,,CALDARO SULLA STRADA DEL VINO font. pubb. Brunnenweg Nr. 21,POINT
font. pubb. Kreuzung Trutsch / Öffent. Brunnen Kreuzung Trutsch,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,11/07/2018,,,CALDARO SULLA STRADA DEL VINO font. pubb. Kreuzung Trutsch,POINT
font. pubb. Mitterdorf - Mayor v. Morandellplatz / Öffentlicher Brunnen Mitterdorf - Mayor v. Morandellplatz,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,08/02/2018,,,CALDARO SULLA STRADA DEL VINO font. pubb. Mitterdorf - Mayor v. Morandellplatz,POINT
font. pubb. Oberplanitzing Hauptstraße / Öffentlicher Brunnen Oberplanitzing Hauptstraße,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,28/02/2018,,,CALDARO SULLA STRADA DEL VINO font. pubb. Oberplanitzing Hauptstraße,POINT
"font. pubb. Pianizza di sopra, Strada Principale n. 17 / Öff. Brunnen Oberplanitzing, Hauptstrasse Nr. 17",CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,08/02/2018,,,"CALDARO SULLA STRADA DEL VINO font. pubb. Pianizza di sopra, Strada Principale n. 17",POINT
font. pubb. cimitero / Friedhofsbrunnen,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,22/10/2018,,,CALDARO SULLA STRADA DEL VINO font. pubb. cimitero,POINT
font.pubb. Rottenburgplatz / Öffentlicher Brunnen Rottenburgplatz,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,01/09/2018,,,CALDARO SULLA STRADA DEL VINO font.pubb. Rottenburgplatz,POINT
Öffentlicher Brunnen Altenburg / Öffentlicher Brunnen Altenburg,CALDARO SULLA STRADA DEL VINO/KALTERN AN DER WEINSTRASSE,01/09/2018,,,CALDARO SULLA STRADA DEL VINO Öffentlicher Brunnen Altenburg,POINT
Scuola elementare Mules / Grundschule Mauls -  WH WC Mädchen,CAMPO DI TRENS/FREIENFELD,05/03/2018,,,CAMPO DI TRENS Scuola elementare Mules,POINT
Scuola elementare Mules / Grundschule Mauls - Gansör WH WC Mädchen,CAMPO DI TRENS/FREIENFELD,10/01/2018,,,CAMPO DI TRENS Scuola elementare Mules,POINT
"Scuola elementare Mules / Grundschule Mauls, WH WC Damen Mauls Gansör",CAMPO DI TRENS/FREIENFELD,19/03/2018,,,CAMPO DI TRENS Scuola elementare Mules,POINT
Fontana Daimer / Daimerbrunnen,CAMPO TURES/SAND IN TAUFERS,07/11/2018,,,CAMPO TURES Fontana Daimer,POINT
Fontana Taufra Bahnl / Taufra Bahnl Brunnen,CAMPO TURES/SAND IN TAUFERS,07/11/2018,,,CAMPO TURES Fontana Taufra Bahnl,POINT
Fontana Unimet / Brunnen Unimet,CAMPO TURES/SAND IN TAUFERS,05/02/2018,,,CAMPO TURES Fontana Unimet,POINT
Fontana chiesa / Brunnen Kirche,CAMPO TURES/SAND IN TAUFERS,08/07/2018,,,CAMPO TURES Fontana chiesa,POINT
Fontana municipio / Brunnen Rathaus,CAMPO TURES/SAND IN TAUFERS,31/05/2018,,,CAMPO TURES Fontana municipio,POINT
"Albergo ""Sonnenhof"" - Juvale / Gasth. Sonnenhof - Juval",CASTELBELLO-CIARDES/KASTELBELL-TSCHARS,17/10/2018,,,"CASTELBELLO-CIARDES Albergo ""Sonnenhof"" - Juvale",POINT
"f.p. ""Widumplatz"" Ciardes / Öffentlicher Brunnen Widumplatz, Tschars",CASTELBELLO-CIARDES/KASTELBELL-TSCHARS,02/06/2018,,,"CASTELBELLO-CIARDES f.p. ""Widumplatz"" Ciardes",POINT
f.p. centro / Öffentlicher Brunnen Zentrum,CASTELBELLO-CIARDES/KASTELBELL-TSCHARS,09/03/2018,,,CASTELBELLO-CIARDES f.p. centro,POINT
"ristoro di campagna ""Niedermair"" - Montetrumes+I71 / Buschenschank Niedermair - Trumsberg",CASTELBELLO-CIARDES/KASTELBELL-TSCHARS,03/12/2018,,,"CASTELBELLO-CIARDES ristoro di campagna ""Niedermair"" - Montetrumes+I71",POINT
Asilo / Kindergarten,CASTELROTTO/KASTELRUTH,04/10/2018,,,CASTELROTTO,POINT
Asilo Sureghes / Kindergarten Sureghes,CASTELROTTO/KASTELRUTH,05/08/2018,,,CASTELROTTO Sureghes,POINT
"Bagno Pubblico - Centro / Öff. Toiletten, Zentrum",CASTELROTTO/KASTELRUTH,14/02/2018,,,CASTELROTTO,POINT
Bar Lavies - Pufels 5,CASTELROTTO/KASTELRUTH,10/03/2018,,,CASTELROTTO Bar Lavies - Pufels 5,POINT
Fontana pubblica O.-v.-Wolkenstein - Siusi / Öffentlicher Brunnen O.-v.-Wolkenstein-Platz - Seis,CASTELROTTO/KASTELRUTH,13/08/2018,,,CASTELROTTO  O.-v.-Wolkenstein - Siusi,POINT
Fontana pubblica presso scuola elementare / Öffentlicher Brunnen bei Grundschule,CASTELROTTO/KASTELRUTH,17/07/2018,,,CASTELROTTO  presso scuola elementare,POINT
Nordiccenter / Nordiccenter,CASTELROTTO/KASTELRUTH,14/02/2018,,,CASTELROTTO Nordiccenter,POINT
"Cafe` Eggbauer, Basling / Cafe` Eggbauer, Basling",CERMES/TSCHERMS,30/05/2018,,,"CERMES Cafe` Eggbauer, Basling",POINT
Fontana chiesa / Brunnen Kirche,CHIENES/KIENS,05/09/2018,,,CHIENES Fontana chiesa,POINT
Fontana paese / Brunnen Oberdorf,CHIENES/KIENS,05/09/2018,,,CHIENES Fontana paese,POINT
Fontana pubblica Piazza paese / Öffentlicher Brunnen Dorfplatz,CHIUSA/KLAUSEN,04/11/2018,,,CHIUSA  Piazza paese,POINT
"Scuola dell'Infanzia Chiusa, Langrain 39 / Kindergarten Klausen, Langrain 39; WH Küche",CHIUSA/KLAUSEN,10/10/2018,,,"CHIUSA Scuola dell'Infanzia Chiusa, Langrain 39",POINT
Brunnen Friedhof Gummer  /  Brunnen Friedhof Gummer,CORNEDO ALL'ISARCO/KARNEID,10/03/2018,,,CORNEDO ALL'ISARCO Brunnen Friedhof Gummer,POINT
"Scuola elementare Cornedo "" Martin Wenter"" / Grundschule Karneid ""Martin Wenter""",CORNEDO ALL'ISARCO/KARNEID,26/11/2018,,,"CORNEDO ALL'ISARCO Scuola elementare Cornedo "" Martin Wenter""",POINT
Scuole medie Prato Isarco / Mittelschule in Blumau,CORNEDO ALL'ISARCO/KARNEID,27/02/2018,,,CORNEDO ALL'ISARCO Scuole medie Prato Isarco,POINT
fontana pubblica piazza S. Martino / öff. Brunnen St. Martin Platz,CORTINA SULLA STRADA DEL VINO/KURTINIG AN DER WEINSTRASSE,04/10/2018,,,CORTINA SULLA STRADA DEL VINO fontana pubblica piazza S. Martino,POINT
Costabiei / Costabiei,CORVARA IN BADIA/CORVARA,04/04/2018,,,CORVARA IN BADIA Costabiei,POINT
Garni Pcei / Garni Pcei,CORVARA IN BADIA/CORVARA,12/12/2018,,,CORVARA IN BADIA Garni Pcei,POINT
Res. Plagätt - Einlauf,CURON VENOSTA/GRAUN IM VINSCHGAU,20/09/2018,,,CURON VENOSTA Res. Plagätt - Einlauf,POINT
WC - scuola media  /  WC - Mittelschule,CURON VENOSTA/GRAUN IM VINSCHGAU,23/01/2018,,,CURON VENOSTA WC - scuola media,POINT
f. p. S. Valentino - cimitero / Ö. B. St. Valentin - Friedhof,CURON VENOSTA/GRAUN IM VINSCHGAU,10/08/2018,,,CURON VENOSTA f. p. S. Valentino - cimitero,POINT
f.p. Kaschon / ö.B. Kaschon,CURON VENOSTA/GRAUN IM VINSCHGAU,14/11/2018,,,CURON VENOSTA f.p. Kaschon,POINT
f.p. Monteplai / Öffentlicher Brunnen Dörfl,CURON VENOSTA/GRAUN IM VINSCHGAU,14/05/2018,,,CURON VENOSTA f.p. Monteplai,POINT
f.p. Pedrossi Vallelunga di fuori / Öffentlicher Brunnen Pedross Außerlangtaufers,CURON VENOSTA/GRAUN IM VINSCHGAU,14/05/2018,,,CURON VENOSTA f.p. Pedrossi Vallelunga di fuori,POINT
f.p. parcheggio  / Ö.B. Parkplatz,CURON VENOSTA/GRAUN IM VINSCHGAU,14/05/2018,,,CURON VENOSTA f.p. parcheggio,POINT
f.p. parcheggio torre / ö.B. beim Parkplatz Turm,CURON VENOSTA/GRAUN IM VINSCHGAU,14/05/2018,,,CURON VENOSTA f.p. parcheggio torre,POINT
f.p. vallelunga di dentro / Öffentlicher Brunnen Innerlangtaufers,CURON VENOSTA/GRAUN IM VINSCHGAU,20/09/2018,,,CURON VENOSTA f.p. vallelunga di dentro,POINT
Öff. Brunnen unter der Strasse  /  Öff. Brunnen unter der Strasse,CURON VENOSTA/GRAUN IM VINSCHGAU,12/12/2018,,,CURON VENOSTA Öff. Brunnen unter der Strasse,POINT
Fontana chiesa / Brunnen Kirche,DOBBIACO/TOBLACH,24/09/2018,,,DOBBIACO Fontana chiesa,POINT
Fontana municipio / Brunnen Rathaus,DOBBIACO/TOBLACH,09/10/2018,,,DOBBIACO Fontana municipio,POINT
Latteria / Sennerei,DOBBIACO/TOBLACH,04/03/2018,,,DOBBIACO Latteria,POINT
Panificio Trenker / Bäckerei Trenker,DOBBIACO/TOBLACH,14/02/2018,,,DOBBIACO Panificio Trenker,POINT
Fontana pubblica Piazza della Libertà / Öffentliche Brunnen Freiheitsplatz,EGNA/NEUMARKT,15/05/2018,,,EGNA  Piazza della Libertà,POINT
Fontana pubblica via A. Hofer / Öffentliche Brunnen A. Hofer Straße,EGNA/NEUMARKT,28/08/2018,,,EGNA  via A. Hofer,POINT
Fontana Osnerplatz / Brunnen Osnerplatz,FALZES/PFALZEN,08/09/2018,,,FALZES Fontana Osnerplatz,POINT
Fontana Reichegger / Brunnen Reichegger,FALZES/PFALZEN,08/06/2018,,,FALZES Fontana Reichegger,POINT
Fontana chiesa / Brunnen Kirche,FALZES/PFALZEN,08/06/2018,,,FALZES Fontana chiesa,POINT
Autobahnraststätte Atzwang-Schlern West/Autobahnraststätte Atzwang-Schlern West,FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,25/01/2018,,,FIÈ ALLO SCILIAR Autobahnraststätte Atzwang-Schlern West,POINT
Fontana Hotel Perwanger/Brunnen Hotel Perwanger,FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,13/08/2018,,,FIÈ ALLO SCILIAR Fontana Hotel Perwanger,POINT
Fontana pubblica Binderplatz / Öffentlicher Brunnen Binderplatz,FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,05/10/2018,,,FIÈ ALLO SCILIAR  Binderplatz,POINT
GH Kircher / GH Kircher - Ums,FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,26/02/2018,,,FIÈ ALLO SCILIAR GH Kircher,POINT
"Albergo Brückenwirt, Mezzaselva / Gasthof Brückenwirt, Mittewald - WH Bar - ohne Abflaemmen",FORTEZZA/FRANZENSFESTE,08/07/2018,,,"FORTEZZA Albergo Brückenwirt, Mezzaselva",POINT
"Albergo Riol, Fortezza / Gasthof Riol, Franzenfeste",FORTEZZA/FRANZENSFESTE,05/03/2018,,,"FORTEZZA Albergo Riol, Fortezza",POINT
"Albergo Riol, Fortezza / Gasthof Riol, Franzenfeste - Riolbar, WH Bar - Entnahme ohne abflammen",FORTEZZA/FRANZENSFESTE,19/03/2018,,,"FORTEZZA Albergo Riol, Fortezza",POINT
"Albergo Riol, Fortezza / Gasthof Riol, Franzenfeste - WH Bar - ohne Abfalmmen",FORTEZZA/FRANZENSFESTE,08/07/2018,,,"FORTEZZA Albergo Riol, Fortezza",POINT
"Albergo Edelweiss, S. Maddalena 77 / Gasthof Edelweiss, St. Magdalena 77 - WH Bar",FUNES/VILLNÖSS,27/03/2018,,,"FUNES Albergo Edelweiss, S. Maddalena 77",POINT
"Albergo Edelweiss, S. Maddalena 77 / Gasthof Edelweiss, St. Magdalena 77; WH Bar",FUNES/VILLNÖSS,07/09/2018,,,"FUNES Albergo Edelweiss, S. Maddalena 77",POINT
"Fa. Hewoline, Schmelze 4/Fa. Hewoline, Schmelze 4, WH Garage",FUNES/VILLNÖSS,24/09/2018,,,"FUNES Fa. Hewoline, Schmelze 4",POINT
Font. pubbl. sede del circolo Tiso/Öff. Brunnen Vereinshaus Teis,FUNES/VILLNÖSS,05/07/2018,,,FUNES Font. pubbl. sede del circolo Tiso,POINT
Fontana S. Pietro / Dorfbrunnen St. Peter,FUNES/VILLNÖSS,05/07/2018,,,FUNES Fontana S. Pietro,POINT
