alias_address,alias_city,geocode,geometry,georeferencingString,type
Centrale di Vescovana,Solesino,"Solesino, Padova, Veneto, 35047, Italia","{'type': 'Point', 'coordinates': [11.7433722, 45.1773324]}","Solesino, Veneto, Italia",POINT
Centrale di Vescovana,Stanghella,"Stanghella, Padova, Veneto, 35048, Italia","{'type': 'Point', 'coordinates': [11.7560481, 45.1346243]}","Stanghella, Veneto, Italia",POINT
Centrale di Occhiobello,Stienta,"Stienta, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5444126, 44.9378374]}","Stienta, Veneto, Italia",POINT
Centrale di Corbola,Taglio di Po,"Taglio di Po, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [12.2107983, 45.0057769]}","Taglio di Po, Veneto, Italia",POINT
Centrale di Anguillara Veneta,Terrassa Padovana,"Terrassa Padovana, Padova, Veneto, 35026, Italia","{'type': 'Point', 'coordinates': [11.9033814, 45.2452683]}","Terrassa Padovana, Veneto, Italia",POINT
Centrale di Badia Polesine,Trecenta,"Trecenta, Rovigo, Veneto, 45027, Italia","{'type': 'Point', 'coordinates': [11.4596079, 45.0300746]}","Trecenta, Veneto, Italia",POINT
Centrale di Anguillara Veneta,Tribano,"Tribano, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8321423, 45.2100105]}","Tribano, Veneto, Italia",POINT
Centrale di Piacenza d'Adige,Urbana,"Urbana, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.4453492, 45.194131]}","Urbana, Veneto, Italia",POINT
Centrale di rilancio di Almisano,Val Liona,"Val Liona, Vicenza, Veneto, 36044, Italia","{'type': 'Point', 'coordinates': [11.4720786, 45.410202]}","Val Liona, Veneto, Italia",POINT
Centrale di Vescovana,Vescovana,"Vescovana, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.7084352, 45.1345136]}","Vescovana, Veneto, Italia",POINT
Fonte Camazzole,Vighizzolo d'Este,"Vighizzolo d'Este, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.6255678, 45.1770026]}","Vighizzolo d'Este, Veneto, Italia",POINT
Fonte Camazzole,Villa Estense,"Villa Estense, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.6669789, 45.1721082]}","Villa Estense, Veneto, Italia",POINT
Centrale di Boara Polesine,Villadose,"Villadose, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.893738, 45.0689156]}","Villadose, Veneto, Italia",POINT
Centrale di Boara Polesine,Villamarzana,"Villamarzana, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.6933077, 45.0144041]}","Villamarzana, Veneto, Italia",POINT
Centrale di Canalnovo,Villanova Marchesana,"Villanova Marchesana, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.964718, 44.992284]}","Villanova Marchesana, Veneto, Italia",POINT
Centrale di Badia Polesine,Villanova del Ghebbo,"Villanova del Ghebbo, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.639009, 45.059183]}","Villanova del Ghebbo, Veneto, Italia",POINT
Fonte Camazzole,Vo',"Vo', Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.6417347, 45.3288991]}","Vo', Veneto, Italia",POINT
Comune di Zermeghedo,Zermeghedo,"Zermeghedo, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.369496, 45.474991]}","Zermeghedo, Veneto, Italia",POINT
Viacqua,Zovencedo,"Zovencedo, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.503199, 45.428491]}","Zovencedo, Veneto, Italia",POINT
