Data prelievo / Entnahme Datum ,Codice Comune / Gemeindekodex,Comune / Gemeinde,Codice acquedotto / Kodex TWL,Denominazione acquedotto / TWL Benennung,Codice punto di prel. / Kodex Entnahmepunkt,Punto di prelievo / Entnahmepunkt,Conduc. Elettr. Spec.µS/cm,pH,Durezza totale F°,Durezza totale °D,Alcalinità CO3 mg/L,Alcalinità HCO3 mg/L,Ossidabilità O2 mg/L,Ammonio NH4 mg/L,Nitriti NO2 mg/L,Fluoruri mg/L,Cloruri mg/L,Nitrati NO3 mg/L,Solfati mg/L,Sodiomg/L,Boro µg/L,Alluminio µg/L,Cromo µg/L,Selenio µg/L,Vanadio µg/L,Rame mg/L,Nichel µg/L,Zinco µg/L,Arsenico µg/L,Antimonio µg/L,Cadmioµg/L,Piomboµg/L,Uranio µg/L,Ferro µg/L,Manganese µg/L,Mercurio µg/L,Idrocarburi policiclici aromatici µg/L,Benzo(a)pirene µg/L,Benzene µg/L,"1,2-Dicloroetano µg/L",Tricloroetilene (Trielina)µg/L,Tetracloroetileneµg/L,Trialometani µg/L,Cloroformioµg/L,Bromoformioµg/L,Dibromoclorometanoµg/L,Bromodiclorometanoµg/L
28/05/2018,6.0,BADIA/ABTEI,T0003,S. Cassiano / S. Ciascian,E06,Brunnen museum ladin,180,7.9,10,5.6000000000000005,0,130,,< 0.02,< 0.01,0.07,< 1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2018,6.0,BADIA/ABTEI,T0003,S. Cassiano / S. Ciascian,E03,Caserma VF / FF Halle,178,8,9,5.040000000000001,0,122,,< 0.02,< 0.01,0.06,< 1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,6.0,BADIA/ABTEI,T0002,S. Leonardo - Pedraces / S. Linert - Pedraces,E03,Fontana Municipio / Brunnen Rathaus,228,8,3,1.6800000000000002,2,40,,< 0.02,< 0.01,0.09,< 1,2,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,6.0,BADIA/ABTEI,T0002,S. Leonardo - Pedraces / S. Linert - Pedraces,E03,Fontana Municipio / Brunnen Rathaus,222,7.8,11,6.16,0,162,,< 0.02,< 0.01,< 0.05,< 1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,6.0,BADIA/ABTEI,T0001,La Villa / La Ila` - Stern,E06,Friedhof,200,8,11,6.16,0,135,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,7,< 1,< 0.1,5,< 1,< 1,< 1,< 0.1,< 1,19,< 1,< 0.5,< 0.5,< 1,1.3,< 10,< 2,< 0.2,,,,,,,,,,,
04/04/2018,6.0,BADIA/ABTEI,T0001,La Villa / La Ila` - Stern,E02,Hotel Cristallo / Hotel Cristallo,198,8.1,15,8.4,0,132,,< 0.02,< 0.01,0.08,< 1,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2018,6.0,BADIA/ABTEI,T0003,S. Cassiano / S. Ciascian,E02,Hotel Diamant / Hotel Diamant,175,8.1,8,4.48,0,112,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,4,< 1,< 0.1,11,< 1,< 1,< 1,< 0.1,< 1,83,< 1,< 0.5,< 0.5,< 1,0.5,< 10,< 2,< 0.2,,,,,,,,,,,
04/04/2018,6.0,BADIA/ABTEI,T0002,S. Leonardo - Pedraces / S. Linert - Pedraces,E02,Municipio / Rathaus,227,8,17,9.520000000000001,0,157,,< 0.02,< 0.01,0.05,< 1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2018,6.0,BADIA/ABTEI,T0013,Jusciara/Jusciara,E01,Privato/Privat,582,7.8,30,16.8,0,377,< 0.5,< 0.02,< 0.01,0.09,3,< 1,41,13,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,85,< 1,< 0.5,< 0.5,< 1,0.6,< 10,< 2,< 0.2,,,,,,,,,,,
28/05/2018,6.0,BADIA/ABTEI,T0009,Sotsass / Sotsass,E01,Privato/Privat,301,7.9,19,10.64,0,212,,< 0.02,< 0.01,0.16,< 1,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018,6.0,BADIA/ABTEI,T0008,Pescol - Val - Craffonara / Pescol - Val - Craffonara,E01,Privato/Privat,404,7.7,27,15.120000000000001,0,227,,< 0.02,< 0.01,0.06,< 1,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E07,"Albergo Kalter Keller, Via Brennero 10 / Gasthof Kalter Keller, Brennerstr. 10",50,8.1,3,1.6800000000000002,0,30,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,< 2,2,< 0.1,25,< 1,< 1,< 1,< 0.1,< 1,5,1,< 0.5,< 0.5,< 1,< 0.5,18,< 2,< 0.2,,,,,,,,,,,
03/05/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E03,"Colma, Albergo Stern, Via Kunter 1 / Kollmann, Gasthof Stern, Am Kuntersweg 1; WH Bar",45,8.3,2,1.12,0,32,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,< 2,2,< 0.1,35,< 1,< 1,< 1,< 0.1,< 1,< 1,1,< 0.5,< 0.5,< 1,< 0.5,17,< 2,< 0.2,,,,,,,,,,,
03/05/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E10,Fa. Hofer Fliesen und Böden GmbH - Handwerkerzone 4  /  Fa. Hofer Fliesen und Böden GmbH - Handwerkerzone 4  - WH WC,57,8,3,1.6800000000000002,0,36,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,2,2,< 0.1,38,< 1,< 1,< 1,< 0.1,< 1,3,1,< 0.5,< 0.5,< 1,< 0.5,26,< 2,< 0.2,,,,,,,,,,,
03/05/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E11,"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4",44,8.2,2,1.12,0,31,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,< 2,2,< 0.1,31,< 1,< 1,< 1,< 0.1,< 1,11,1,< 0.5,< 0.5,< 1,< 0.5,19,< 2,< 0.2,,,,,,,,,,,
05/09/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E11,"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4 - WH WC Tischlerei",67,8.3,3,1.6800000000000002,0,42,,< 0.02,< 0.01,0.08,< 1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E11,"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4; WH WC",63,8.5,3,1.6800000000000002,2,41,,< 0.02,< 0.01,0.07,< 1,2,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E11,"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4; WH WC",77,7.6,6,3.3600000000000003,0,55,,< 0.02,< 0.01,0.07,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E11,"Falegnameria Erlacher, via Brennero 4 / Tischlerei Erlacher, Brennerstr. 4; WH WC Werkstatt",77,8.2,3,1.6800000000000002,0,50,,< 0.02,< 0.01,0.1,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E09,"Scuola dell'infanzia Colma, S. Leonardo 26 / Kindergarten Kollmann, St. Leonhard 26 - WH WC",77,8.2,3,1.6800000000000002,0,50,,< 0.02,< 0.01,0.12,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E09,"Scuola dell'infanzia Colma, S. Leonardo 26 / Kindergarten Kollmann, St. Leonhard 26 - WH WC",77,8.1,6,3.3600000000000003,0,53,,< 0.02,< 0.01,0.07,< 1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E09,"Scuola dell'infanzia Colma, S. Leonardo 26 / Kindergarten Kollmann, St. Leonhard 26; WH WC",44,8.3,2,1.12,0,31,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,< 2,2,< 0.1,33,< 1,< 1,< 1,< 0.1,< 1,16,1,< 0.5,< 0.5,< 1,< 0.5,19,< 2,< 0.2,,,,,,,,,,,
05/07/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E09,"Scuola dell'infanzia Colma, S. Leonardo 26 / Kindergarten Kollmann, St. Leonhard 26; WH WC",56,8.6,15,8.4,0,144,,< 0.02,< 0.01,0.15,9,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/2018,7.0,BARBIANO/BARBIAN,T0001,Barbiano / Barbian,E09,"Scuola dell'infanzia Colma, S. Leonardo 26 / Kindergarten Kollmann, St. Leonhard 26; WH WC",68,8.3,3,1.6800000000000002,0,43,,< 0.02,< 0.01,0.07,< 1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/2018,8.0,BOLZANO/BOZEN,T0005,Colle dei Contadini / Colle dei Contadini,E02,Albergo  Klaus  / Gasthaus Klaus,151,7.2,7,3.9200000000000004,0,94,0.7,< 0.02,< 0.01,0.57,2,4,6,5,< 0.1,77,< 1,< 1,< 1,< 0.1,< 1,12,< 1,< 0.5,< 0.5,< 1,4.3,41,< 2,< 0.2,,,,,,,,,,,
05/12/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E40,Asilo nido Arcobaleno / Kindergarten Arcobaleno,300,8,16,8.96,0,147,,< 0.02,< 0.01,0.31,10,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E40,Asilo nido Arcobaleno / Kindergarten Arcobaleno,264,7.9,15,8.4,0,146,,< 0.02,< 0.01,0.14,7,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E20,Cimitero / Friedhof,311,8,16,8.96,0,156,< 0.5,< 0.02,< 0.01,0.14,7,6,34,5,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,10,3,< 0.5,< 0.5,< 1,1.8,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
15/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E20,Cimitero / Friedhof,303,8,16,8.96,0,154,,< 0.02,< 0.01,0.16,7,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E41,Convitto Damiano Chiesa  /  Convitto Damiano Chiesa,275,7.8,15,8.4,0,146,,< 0.02,< 0.01,0.17,9,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E36,Distretto socio - sanitario val d'Ega - Cardano / Gesundheitssprengel  Eggental Schlern - Kardaun,337,8,18,10.080000000000002,0,187,< 0.5,< 0.02,< 0.01,0.36,11,4,26,9,< 0.1,7,< 1,< 1,1,< 0.1,< 1,128,1,< 0.5,< 0.5,< 1,1.5,71,< 2,< 0.2,,,,,,,,,,,
27/02/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E36,Distretto socio - sanitario val d'Ega - Cardano / Gesundheitssprengel  Eggental Schlern - Kardaun,372,7.9,19,10.64,0,159,,< 0.02,< 0.01,0.2,22,7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E31,Distretto socio-sanitario Oltrisarco / Gesundheitssprengel Oberau,285,7.9,16,8.96,0,153,,< 0.02,< 0.01,0.33,9,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E31,Distretto socio-sanitario Oltrisarco / Gesundheitssprengel Oberau,299,8,16,8.96,0,149,,< 0.02,< 0.01,0.34,10,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E05,Font. pubb. parco giochi via Ortles (Casanova) / öff. Brunnen Spielplatz Ortlesstr. (Casanova),278,7.9,15,8.4,0,146,,< 0.02,< 0.01,0.16,9,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E05,Font. pubb. parco giochi via Ortles (Casanova) / öff. Brunnen Spielplatz Ortlesstr. (Casanova),279,8,15,8.4,0,146,,< 0.02,< 0.01,0.14,7,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E05,Font. pubb. parco giochi via Ortles (Casanova) / öff. Brunnen Spielplatz Ortlesstr. (Casanova),303,7.9,15,8.4,0,153,,< 0.02,< 0.01,0.26,9,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E25,Fontana Pubblica angolo via Cassa di Risparmio/via Vanga / öff. Brunnen Sparkassestr./Wangerstrasse,355,7.9,18,10.080000000000002,0,161,,< 0.02,< 0.01,0.17,19,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E25,Fontana Pubblica angolo via Cassa di Risparmio/via Vanga / öff. Brunnen Sparkassestr./Wangerstrasse,326,7.7,16,8.96,0,146,,< 0.02,< 0.01,0.2,9,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2018,8.0,BOLZANO/BOZEN,T0005,Colle dei Contadini / Colle dei Contadini,E05,Fontana funivia / Brunnen Seilbahn,132,7.6,7,3.9200000000000004,0,76,0.6,< 0.02,< 0.01,0.44,3,5,6,6,< 0.1,430,< 1,< 1,< 1,< 0.1,< 1,29,< 1,< 0.5,< 0.5,< 1,3.3,208,3,< 0.2,,,,,,,,,,,
08/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E01,Fontana pubblica Parco Petrarca / öff. Brunnen Petrarcapark,293,7.4,14,7.840000000000001,0,152,,< 0.02,< 0.01,0.21,9,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E01,Fontana pubblica Parco Petrarca / öff. Brunnen Petrarcapark,290,7.6,18,10.080000000000002,0,148,,< 0.02,< 0.01,0.2,9,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E10,Fontana pubblica chiesa don Bosco / Don Bosco Pfarrkirche Öff. Brunnen,297,7.9,16,8.96,0,153,,< 0.02,< 0.01,0.17,10,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E11,"Fontana pubblica incrocio via Milano/via Gutenberg / Öffentl. Brunnen Park, Gutenberg/Mailandstr.",312,7.6,16,8.96,0,157,,< 0.02,< 0.01,0.15,11,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E11,"Fontana pubblica incrocio via Milano/via Gutenberg / Öffentl. Brunnen Park, Gutenberg/Mailandstr.",313,7.9,17,9.520000000000001,0,148,,< 0.02,< 0.01,0.16,11,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E11,"Fontana pubblica incrocio via Milano/via Gutenberg / Öffentl. Brunnen Park, Gutenberg/Mailandstr.",327,7.7,19,10.64,0,150,,< 0.02,< 0.01,< 0.05,12,14,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E44,Fontana pubblica parco Mignone  /  Fontana pubblica parco Mignone,298,8,16,8.96,0,156,,< 0.02,< 0.01,0.33,8,7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E44,Fontana pubblica parco Mignone  /  Fontana pubblica parco Mignone,303,7.9,15,8.4,0,152,,< 0.02,< 0.01,0.38,10,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E02,Fontana pubblica parco ducale / Öff. Brunnen Herzogspark,265,7.8,15,8.4,0,132,,< 0.02,< 0.01,0.2,8,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E02,Fontana pubblica parco ducale / Öff. Brunnen Herzogspark,252,7.6,13,7.280000000000001,0,134,,< 0.02,< 0.01,0.21,8,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E24,Fontana pubblica parco giochi Piani / öff. Brunnen Spielplatz Bozner-Boden,402,7.8,20,11.200000000000001,0,173,,< 0.02,< 0.01,0.17,27,8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E24,Fontana pubblica parco giochi Piani / öff. Brunnen Spielplatz Bozner-Boden,351,7.8,12,6.720000000000001,0,126,,< 0.02,< 0.01,< 0.05,< 1,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E15,Fontana pubblica parco giochi lungo Isarco via Parma / öff. Brunnen Spielplatz Eisackufer Parmastr.,283,8,15,8.4,0,148,,< 0.02,< 0.01,0.15,7,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E15,Fontana pubblica parco giochi lungo Isarco via Parma / öff. Brunnen Spielplatz Eisackufer Parmastr.,283,8,16,8.96,0,158,,< 0.02,< 0.01,0.27,10,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E16,"Fontana pubblica parco giochi via Genova / Öffentl. Brunnen Spielplatz, Genuastr.",280,8,17,9.520000000000001,0,146,< 0.5,< 0.02,< 0.01,0.13,8,5,25,5,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,6,3,< 0.5,< 0.5,< 1,1.1,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
15/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E16,"Fontana pubblica parco giochi via Genova / Öffentl. Brunnen Spielplatz, Genuastr.",287,8,16,8.96,0,163,,< 0.02,< 0.01,0.18,8,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E12,Fontana pubblica parco giochi via Mozart  (Firmian) / öff. Brunnen Spielplatz Mozartstr.(Firmian),320,7.7,17,9.520000000000001,0,159,,< 0.02,< 0.01,0.14,12,14,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E12,Fontana pubblica parco giochi via Mozart  (Firmian) / öff. Brunnen Spielplatz Mozartstr.(Firmian),306,8,18,10.080000000000002,0,169,,< 0.02,< 0.01,0.21,17,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E18,"Fontana pubblica parco giochi via della Vigna / Weingartenpark, öff. Brunnen",328,7.8,19,10.64,0,156,< 0.5,< 0.02,< 0.01,0.08,13,15,27,8,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,33,< 1,< 0.5,< 0.5,< 1,1.2,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
09/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E18,"Fontana pubblica parco giochi via della Vigna / Weingartenpark, öff. Brunnen",327,7.8,18,10.080000000000002,0,155,< 0.5,< 0.02,< 0.01,0.09,13,15,27,7,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,174,< 1,< 0.5,< 0.5,< 1,1.2,33,< 2,< 0.2,,,,,,,,,,,
15/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E18,"Fontana pubblica parco giochi via della Vigna / Weingartenpark, öff. Brunnen",302,7.6,16,8.96,0,159,,< 0.02,< 0.01,0.21,11,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E18,"Fontana pubblica parco giochi via della Vigna / Weingartenpark, öff. Brunnen",320,7.7,17,9.520000000000001,0,152,,< 0.02,< 0.01,< 0.05,12,13,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E04,Fontana pubblica piazza Mazzini / Mazzinipark - öff. Brunnen,277,7.6,16,8.96,0,144,,< 0.02,< 0.01,0.18,9,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E04,Fontana pubblica piazza Mazzini / Mazzinipark - öff. Brunnen,268,7.9,15,8.4,0,130,,< 0.02,< 0.01,0.2,8,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E22,Fontana pubblica via Claudia Augusta / off. Brunnen Claudia Augustastrasse,303,8,16,8.96,0,149,,< 0.02,< 0.01,0.33,10,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2018,8.0,BOLZANO/BOZEN,T0004,Ospedale S.Maurizio / Krankenhaus St. Moritzing,E01,Ospedale - mensa WC / Krankenhaus - Mensa WC,441,7.7,22,12.32,0,221,< 0.5,< 0.02,< 0.01,0.14,12,10,51,13,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,37,3,< 0.5,< 0.5,1,4.6,29,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
27/08/2018,8.0,BOLZANO/BOZEN,T0004,Ospedale S.Maurizio / Krankenhaus St. Moritzing,E01,Ospedale - mensa WC / Krankenhaus - Mensa WC,447,7.6,24,13.440000000000001,0,230,,< 0.02,< 0.01,0.15,12,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2018,8.0,BOLZANO/BOZEN,T0004,Ospedale S.Maurizio / Krankenhaus St. Moritzing,E01,Ospedale - mensa WC / Krankenhaus - Mensa WC,433,7.9,22,12.32,0,222,,< 0.02,< 0.01,0.16,12,11,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E03,Premstallerhof / Premstallerhof,369,7.8,19,10.64,0,167,< 0.5,< 0.02,< 0.01,0.15,23,7,37,14,< 0.1,4,< 1,< 1,< 1,< 0.1,< 1,24,4,< 0.5,< 0.5,< 1,2.1,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
10/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E03,Premstallerhof / Premstallerhof,320,7.8,17,9.520000000000001,0,161,,< 0.02,< 0.01,0.17,15,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E35,Privato/Privat,275,7.8,17,9.520000000000001,0,137,,< 0.02,< 0.01,0.21,9,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E35,Privato/Privat,264,7.9,15,8.4,0,137,,< 0.02,< 0.01,0.17,8,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E07,Scuola Materna O.N.M.I. / Kindergarten O.N.M.I.,229,8,11,6.16,0,125,,< 0.02,< 0.01,0.19,6,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E07,Scuola Materna O.N.M.I. / Kindergarten O.N.M.I.,250,7.9,14,7.840000000000001,0,138,,< 0.02,< 0.01,0.12,8,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E42,Scuola Tambosi  /  Schule Tambosi,298,7.9,15,8.4,0,151,,< 0.02,< 0.01,0.32,10,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E30,"Scuola elementare ""A. Rosmini"" / Grundschule ""A. Rosmini""",243,7.8,13,7.280000000000001,0,124,,< 0.02,< 0.01,0.18,7,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E14,"Scuola elementare ""M. L. King"" / Grundschule ""M.L.King""",304,7.9,15,8.4,0,152,,< 0.02,< 0.01,0.31,10,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E14,"Scuola elementare ""M. L. King"" / Grundschule ""M.L.King""",268,8,15,8.4,0,143,,< 0.02,< 0.01,0.14,7,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E14,"Scuola elementare ""M. L. King"" / Grundschule ""M.L.King""",276,8.1,16,8.96,0,147,,< 0.02,< 0.01,0.14,7,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E47,"Scuola elementare ""Stolz""/Grundschule ""Stolz""",299,7.9,15,8.4,0,149,,< 0.02,< 0.01,0.32,10,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E39,Scuola elementare Dante Alighieri / Grundschule Dante Alighieri,292,7.7,16,8.96,0,146,,< 0.02,< 0.01,0.15,10,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2018,8.0,BOLZANO/BOZEN,T0001,Bolzano / Bozen,E43,Scuola elementare Firmian / Grundschule Firmian,262,8,13,7.280000000000001,0,134,,< 0.02,< 0.01,0.23,7,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
