Data prelievo / Entnahme Datum ,Codice Comune / Gemeindekodex,Comune / Gemeinde,Codice acquedotto / Kodex TWL,Denominazione acquedotto / TWL Benennung,Codice punto di prel. / Kodex Entnahmepunkt,Punto di prelievo / Entnahmepunkt,Conduc. Elettr. Spec.µS/cm,pH,Durezza totale F°,Durezza totale °D,Alcalinità CO3 mg/L,Alcalinità HCO3 mg/L,Ossidabilità O2 mg/L,Ammonio NH4 mg/L,Nitriti NO2 mg/L,Fluoruri mg/L,Cloruri mg/L,Nitrati NO3 mg/L,Solfati mg/L,Sodiomg/L,Boro µg/L,Alluminio µg/L,Cromo µg/L,Selenio µg/L,Vanadio µg/L,Rame mg/L,Nichel µg/L,Zinco µg/L,Arsenico µg/L,Antimonio µg/L,Cadmioµg/L,Piomboµg/L,Uranio µg/L,Ferro µg/L,Manganese µg/L,Mercurio µg/L,Idrocarburi policiclici aromatici µg/L,Benzo(a)pirene µg/L,Benzene µg/L,"1,2-Dicloroetano µg/L",Tricloroetilene (Trielina)µg/L,Tetracloroetileneµg/L,Trialometani µg/L,Cloroformioµg/L,Bromoformioµg/L,Dibromoclorometanoµg/L,Bromodiclorometanoµg/L
27/11/2018,91.0,SENALES/SCHNALS,T0005,Maso Corto / Kurzras,E06,Sammelschacht Oberbergquellen   /  Sammelschacht Oberbergquellen,387,7.2,18,10.080000000000002,0,11,< 0.5,< 0.02,< 0.01,< 0.05,< 1,2,200,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,25,9,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
17/12/2018,91.0,SENALES/SCHNALS,T0003,"Madonna ""Unterdorf"" / Unsere Frau in Schnals Unterdorf",E03,WC - scuola elementare / WC Grundschule,157,6.9,7,3.9200000000000004,0,14,,< 0.02,< 0.01,0.14,< 1,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2018,91.0,SENALES/SCHNALS,T0007,Vernago / Vernagt,E01,"albergo ""Edelweiss"" / Gasthaus Edelweiss",199,7.1,10,5.6000000000000005,0,14,< 0.5,< 0.02,< 0.01,0.14,< 1,1,90,2,< 0.1,6,< 1,< 1,< 1,< 0.1,2,6,3,< 0.5,< 0.5,< 1,1.1,< 10,< 2,< 0.2,,,,,,,,,,,
14/02/2018,91.0,SENALES/SCHNALS,T0007,Vernago / Vernagt,E01,"albergo ""Edelweiss"" / Gasthaus Edelweiss",232,6.9,11,6.16,0,13,,< 0.02,< 0.01,0.12,< 1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2018,91.0,SENALES/SCHNALS,T0007,Vernago / Vernagt,E01,"albergo ""Edelweiss"" / Gasthaus Edelweiss",214,6.8,10,5.6000000000000005,0,14,,< 0.02,< 0.01,0.16,< 1,2,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2018,91.0,SENALES/SCHNALS,T0006,"Madonna ""Oberdorf"" / Unsere Frau in Schnals Oberdorf",E01,"albergo ""Schwarzer Adler""  / Gasthaus Schwarzer Adler - U.F. Oberdorf",153,6.9,7,3.9200000000000004,0,15,,< 0.02,< 0.01,0.15,< 1,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2018,91.0,SENALES/SCHNALS,T0001,Certosa / Karthaus,E01,"f.p. Certosa / Öffentlicher Brunnen, Karthaus",107,7.2,5,2.8000000000000003,0,15,,< 0.02,< 0.01,0.2,< 1,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2018,91.0,SENALES/SCHNALS,T0001,Certosa / Karthaus,E01,"f.p. Certosa / Öffentlicher Brunnen, Karthaus",126,7.4,6,3.3600000000000003,0,24,< 0.5,< 0.02,< 0.01,0.22,< 1,2,40,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,5,2,< 1,< 0.5,< 0.5,< 1,< 0.5,15,< 2,< 0.2,,,,,,,,,,,
14/02/2018,91.0,SENALES/SCHNALS,T0001,Certosa / Karthaus,E01,"f.p. Certosa / Öffentlicher Brunnen, Karthaus",124,6.6,6,3.3600000000000003,0,16,,< 0.02,< 0.01,0.16,< 1,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2018,91.0,SENALES/SCHNALS,T0001,Certosa / Karthaus,E01,"f.p. Certosa / Öffentlicher Brunnen, Karthaus",124,7.5,6,3.3600000000000003,0,18,,< 0.02,< 0.01,0.22,< 1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2018,91.0,SENALES/SCHNALS,T0001,Certosa / Karthaus,E01,"f.p. Certosa / Öffentlicher Brunnen, Karthaus",141,6.7,13,7.280000000000001,0,94,,< 0.02,< 0.01,< 0.05,< 1,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2018,91.0,SENALES/SCHNALS,T0003,"Madonna ""Unterdorf"" / Unsere Frau in Schnals Unterdorf",E05,f.p. presso la chiesa / ö.B. neben Kirche,153,7.1,8,4.48,0,14,< 0.5,< 0.02,< 0.01,0.14,< 1,1,64,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,2,< 1,< 1,< 0.5,< 0.5,< 1,< 0.5,24,< 2,< 0.2,,,,,,,,,,,
06/06/2018,91.0,SENALES/SCHNALS,T0003,"Madonna ""Unterdorf"" / Unsere Frau in Schnals Unterdorf",E05,f.p. presso la chiesa / ö.B. neben Kirche,136,6.7,7,3.9200000000000004,0,18,,< 0.02,< 0.01,0.08,< 1,3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2018,91.0,SENALES/SCHNALS,T0003,"Madonna ""Unterdorf"" / Unsere Frau in Schnals Unterdorf",E05,f.p. presso la chiesa / ö.B. neben Kirche,153,7.4,8,4.48,0,15,,< 0.02,< 0.01,0.29,1,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2018,91.0,SENALES/SCHNALS,T0003,"Madonna ""Unterdorf"" / Unsere Frau in Schnals Unterdorf",E05,f.p. presso la chiesa / ö.B. neben Kirche,159,7.1,7,3.9200000000000004,0,14,,< 0.02,< 0.01,0.15,< 1,2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2018,91.0,SENALES/SCHNALS,T0002,monte Santa Caterina / Katharinaberg,E05,fontana pubblica / Öffentlicher Brunnen,151,7.3,8,4.48,0,38,0.7,< 0.02,< 0.01,0.47,< 1,2,45,3,< 0.1,6,< 1,< 1,< 1,< 0.1,< 1,4,< 1,< 0.5,< 0.5,< 1,1.6,< 10,< 2,< 0.2,,,,,,,,,,,
18/10/2018,91.0,SENALES/SCHNALS,T0002,monte Santa Caterina / Katharinaberg,E05,fontana pubblica / Öffentlicher Brunnen,161,7.5,8,4.48,0,40,< 0.5,< 0.02,< 0.01,0.41,< 1,1,49,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,1,< 1,< 0.5,< 0.5,< 1,1.5,< 10,< 2,< 0.2,,,,,,,,,,,
16/10/2018,92.0,SESTO/SEXTEN,T0005,Froneben / Froneben,E01,Albergo Froneben / Gasthaus Froneben,143,8,7,3.9200000000000004,0,90,,< 0.02,< 0.01,0.07,< 1,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2018,92.0,SESTO/SEXTEN,T0002,Monte di mezzo / Mitterberg,E01,Albergo Panorama / Gasthaus Panorama,138,7.7,7,3.9200000000000004,0,74,,< 0.02,< 0.01,0.05,< 1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2018,92.0,SESTO/SEXTEN,T0001,Sesto / Sexten,E02,Fontana Moso / Brunnen Moos,155,7.7,7,3.9200000000000004,0,105,,< 0.02,< 0.01,0.05,< 1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2018,92.0,SESTO/SEXTEN,T0001,Sesto / Sexten,E01,Fontana municipio / Brunnen Rathaus,183,8.1,10,5.6000000000000005,0,124,,< 0.02,< 0.01,< 0.05,< 1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2018,92.0,SESTO/SEXTEN,T0001,Sesto / Sexten,E01,Fontana municipio / Brunnen Rathaus,158,8.1,7,3.9200000000000004,0,105,,< 0.02,< 0.01,< 0.05,< 1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2018,92.0,SESTO/SEXTEN,T0003,Monte di fuori / Außerberg,E01,Privato/Privat,138,7.5,7,3.9200000000000004,0,71,,< 0.02,< 0.01,0.08,< 1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2018,93.0,SILANDRO/SCHLANDERS,T0003,Covelano / Göflan,E04,Covelano scuola elementare - WC / Volksschule Göflan - WC,338,8,16,8.96,0,147,< 0.5,< 0.02,< 0.01,0.19,< 1,2,66,3,< 0.1,< 4,< 1,1,< 1,< 0.1,< 1,25,< 1,< 0.5,< 0.5,< 1,3.5,29,< 2,< 0.2,,,,,,,,,,,
07/08/2018,93.0,SILANDRO/SCHLANDERS,T0003,Covelano / Göflan,E05,Fontana pubblica vicino pista ciclabile/Öffentlicher Brunnen bei Radlweg,322,7.8,17,9.520000000000001,0,151,,< 0.02,< 0.01,0.2,< 1,2,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E06,Ospedale - dialisi - dopo l'osmosi / Abt. Dialyse - nach Osmose-Anlage - Krankenhaus,5,7.5,< 1,0.56,0,5,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,< 2,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,< 1,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
30/01/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E06,Ospedale - dialisi - dopo l'osmosi / Abt. Dialyse - nach Osmose-Anlage - Krankenhaus,< 5,7.5,< 1,0.56,0,3,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,< 2,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,< 1,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
23/10/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E05,Ospedale - dialisi - prima dell'osmosi / Abt. Dialyse - vor Osmose-Anlage - Krankenhaus,201,7.8,9,5.040000000000001,0,22,< 0.5,< 0.02,< 0.01,0.16,< 1,1,87,4,< 0.1,< 4,< 1,< 1,< 1,< 0.1,7,3,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
30/01/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E05,Ospedale - dialisi - prima dell'osmosi / Abt. Dialyse - vor Osmose-Anlage - Krankenhaus,191,7.9,9,5.040000000000001,0,17,< 0.5,< 0.02,< 0.01,0.08,< 1,1,79,4,< 0.1,4,< 1,< 1,< 1,< 0.1,11,3,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
01/10/2018,93.0,SILANDRO/SCHLANDERS,T0003,Covelano / Göflan,E01,f.p. - Covelano / ö.B. Göflan,330,7.8,17,9.520000000000001,0,154,,< 0.02,< 0.01,0.18,< 1,2,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2018,93.0,SILANDRO/SCHLANDERS,T0003,Covelano / Göflan,E01,f.p. - Covelano / ö.B. Göflan,201,8.2,8,4.48,0,11,,< 0.02,< 0.01,0.46,< 1,< 1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,93.0,SILANDRO/SCHLANDERS,T0003,Covelano / Göflan,E01,f.p. - Covelano / ö.B. Göflan,313,7.8,17,9.520000000000001,0,140,,< 0.02,< 0.01,0.2,< 1,2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,93.0,SILANDRO/SCHLANDERS,T0003,Covelano / Göflan,E01,f.p. - Covelano / ö.B. Göflan,341,7.8,19,10.64,0,146,,< 0.02,< 0.01,0.14,< 1,2,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2018,93.0,SILANDRO/SCHLANDERS,T0004,Corces / Kortsch,E03,"f.p. Corces ""Mitterdorf"" / Kortsch - Öffentl. Brunnen Mitterdorf",186,7.9,10,5.6000000000000005,0,94,< 0.5,< 0.02,< 0.01,0.05,< 1,2,29,2,< 0.1,6,< 1,< 1,< 1,< 0.1,< 1,1,3,< 0.5,< 0.5,< 1,1.6,< 10,< 2,< 0.2,,,,,,,,,,,
18/01/2018,93.0,SILANDRO/SCHLANDERS,T0004,Corces / Kortsch,E03,"f.p. Corces ""Mitterdorf"" / Kortsch - Öffentl. Brunnen Mitterdorf",181,7.9,10,5.6000000000000005,0,88,,< 0.02,< 0.01,< 0.05,< 1,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2018,93.0,SILANDRO/SCHLANDERS,T0004,Corces / Kortsch,E03,"f.p. Corces ""Mitterdorf"" / Kortsch - Öffentl. Brunnen Mitterdorf",187,7.7,13,7.280000000000001,0,91,,< 0.02,< 0.01,0.06,< 1,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E07,"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",196,7.8,10,5.6000000000000005,0,19,,< 0.02,< 0.01,0.13,< 1,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E07,"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",201,8.1,9,5.040000000000001,0,21,,< 0.02,< 0.01,0.15,< 1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E07,"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",208,8.2,10,5.6000000000000005,0,20,< 0.5,< 0.02,< 0.01,0.16,< 1,1,90,4,< 0.1,< 4,< 1,< 1,< 1,< 0.1,5,1,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
11/06/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E07,"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",201,7.6,11,6.16,0,22,,< 0.02,< 0.01,0.12,< 1,2,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2018,93.0,SILANDRO/SCHLANDERS,T0004,Corces / Kortsch,E01,"f.p. presso ""Sonnenwirtshof"" Corces / Öffentlicher Brunnen bei Sonnenwirtshof, Kortsch",168,8,8,4.48,0,87,,< 0.02,< 0.01,< 0.05,< 1,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2018,93.0,SILANDRO/SCHLANDERS,T0004,Corces / Kortsch,E01,"f.p. presso ""Sonnenwirtshof"" Corces / Öffentlicher Brunnen bei Sonnenwirtshof, Kortsch",196,8.1,9,5.040000000000001,0,22,,< 0.02,< 0.01,0.17,< 1,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/2018,93.0,SILANDRO/SCHLANDERS,T0004,Corces / Kortsch,E01,"f.p. presso ""Sonnenwirtshof"" Corces / Öffentlicher Brunnen bei Sonnenwirtshof, Kortsch",164,7.9,10,5.6000000000000005,0,82,,< 0.02,< 0.01,0.08,< 1,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2018,93.0,SILANDRO/SCHLANDERS,T0004,Corces / Kortsch,E10,f.p. presso piazza della chiesa/Öffentlicher Brunnen bei Kirchplatz,190,7.8,10,5.6000000000000005,0,86,,< 0.02,< 0.01,0.09,< 1,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2018,93.0,SILANDRO/SCHLANDERS,T0002,Vezzano / Vezzan,E05,pozzetto rotonda - zona industriale / Schacht Kreisverkehr Industriezone,241,8.1,13,7.280000000000001,0,76,,< 0.02,< 0.01,0.27,1,3,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2018,93.0,SILANDRO/SCHLANDERS,T0005,"""Schlandersberg"" / Schlandersberg",E01,"ristoro di campagna ""Fisolgut"" / Buschenschank Fisolgut",80,7.4,4,2.24,0,14,< 0.5,< 0.02,< 0.01,0.52,< 1,1,27,4,< 0.1,< 4,< 1,< 1,< 1,< 0.1,7,22,< 1,< 0.5,< 0.5,2,1.5,< 10,< 2,< 0.2,,,,,,,,,,,
05/04/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E12,"sorgente ""Schimpfes"" dopo UV / Schimpfesquelle nach UV",142,7.6,8,4.48,0,24,,< 0.02,< 0.01,0.6,< 1,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E28,Öffentliches WC - Plawennpark / Öffentliches WC - Plawennpark,192,8,11,6.16,0,21,,< 0.02,< 0.01,0.13,< 1,2,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2018,93.0,SILANDRO/SCHLANDERS,T0001,Silandro / Schlanders,E28,Öffentliches WC - Plawennpark / Öffentliches WC - Plawennpark,189,8,10,5.6000000000000005,0,18,,< 0.02,< 0.01,0.14,< 1,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2018,94.0,SLUDERNO/SCHLUDERNS,T0001,Sluderno / Schluderns,E01,f.p. piazza del magistrato / Öffentlicher Brunnen Rathausplatz,239,7.8,12,6.720000000000001,0,23,< 0.5,< 0.02,< 0.01,0.08,< 1,1,110,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,4,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
24/04/2018,94.0,SLUDERNO/SCHLUDERNS,T0001,Sluderno / Schluderns,E01,f.p. piazza del magistrato / Öffentlicher Brunnen Rathausplatz,236,7.7,12,6.720000000000001,0,21,,< 0.02,< 0.01,0.09,< 1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2018,94.0,SLUDERNO/SCHLUDERNS,T0001,Sluderno / Schluderns,E01,f.p. piazza del magistrato / Öffentlicher Brunnen Rathausplatz,232,7.6,11,6.16,0,22,,< 0.02,< 0.01,0.07,< 1,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2018,94.0,SLUDERNO/SCHLUDERNS,T0001,Sluderno / Schluderns,E03,"f.p. presso albergo ""Alte Mühle"" / Öffentlicher Brunnen bei GH alte Mühle",235,8.3,12,6.720000000000001,0,20,,< 0.02,< 0.01,0.09,< 1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2018,94.0,SLUDERNO/SCHLUDERNS,T0001,Sluderno / Schluderns,E03,"f.p. presso albergo ""Alte Mühle"" / Öffentlicher Brunnen bei GH alte Mühle",242,7.7,12,6.720000000000001,0,22,,< 0.02,< 0.01,< 0.05,< 1,1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2018,95.0,STELVIO/STILFS,T0008,Stelvio S.r.l. / Stelvio S.r.l.,E01,Hotel passo stelvio / Hotel Stilfserjoch,152,7.9,7,3.9200000000000004,0,112,,< 0.02,< 0.01,0.05,< 1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2018,95.0,STELVIO/STILFS,T0008,Stelvio S.r.l. / Stelvio S.r.l.,E01,Hotel passo stelvio / Hotel Stilfserjoch,141,8.1,9,5.040000000000001,0,104,< 0.5,< 0.02,< 0.01,< 0.05,< 1,< 1,< 2,< 1,< 0.1,8,< 1,< 1,< 1,< 0.1,< 1,48,< 1,< 0.5,< 0.5,< 1,0.6,< 10,< 2,< 0.2,,,,,,,,,,,
20/06/2018,95.0,STELVIO/STILFS,T0008,Stelvio S.r.l. / Stelvio S.r.l.,E01,Hotel passo stelvio / Hotel Stilfserjoch (Entnahme am Zapfhahn nach AB),144,8,9,5.040000000000001,0,104,,< 0.02,< 0.01,< 0.05,< 1,< 1,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2018,95.0,STELVIO/STILFS,T0004,Solda / Sulden,E02,Solda - scuola elementare / Sulden - Grundschule,128,6.9,6,3.3600000000000003,0,37,,< 0.02,< 0.01,0.9,< 1,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018,95.0,STELVIO/STILFS,T0004,Solda / Sulden,E02,Solda - scuola elementare / Sulden - Grundschule,101,7.2,5,2.8000000000000003,0,31,,< 0.02,< 0.01,0.8,< 1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,95.0,STELVIO/STILFS,T0004,Solda / Sulden,E06,Solda - stazione a valle - funivia / Sulden - Talstation Getscher Bahn,118,7,6,3.3600000000000003,0,37,< 0.5,< 0.02,< 0.01,0.92,< 1,1,33,2,< 0.1,9,< 1,< 1,< 1,< 0.1,< 1,24,4,< 0.5,< 0.5,< 1,11.4,18,< 2,< 0.2,,,,,,,,,,,
18/01/2018,95.0,STELVIO/STILFS,T0004,Solda / Sulden,E06,Solda - stazione a valle - funivia / Sulden - Talstation Getscher Bahn,130,6.9,7,3.9200000000000004,0,34,,< 0.02,< 0.01,0.88,< 1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018,95.0,STELVIO/STILFS,T0004,Solda / Sulden,E06,Solda - stazione a valle - funivia / Sulden - Talstation Getscher Bahn,114,7.3,6,3.3600000000000003,0,34,,< 0.02,< 0.01,0.77,< 1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2018,95.0,STELVIO/STILFS,T0001,Stelvio / Stilfs,E09,WC - centrale elettrica Stelvio / WC - E-Werk Stilfs,166,7.2,8,4.48,0,13,,< 0.02,< 0.01,0.56,< 1,< 1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2018,95.0,STELVIO/STILFS,T0001,Stelvio / Stilfs,E09,WC - centrale elettrica Stelvio / WC - E-Werk Stilfs,177,6.8,9,5.040000000000001,0,14,,< 0.02,< 0.01,0.57,< 1,< 1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,95.0,STELVIO/STILFS,T0003,Trafoi / Trafoi,E02,casa della natura - Trafoi / Naturatrafoi Haus der Natur,272,6.9,14,7.840000000000001,0,45,,< 0.02,< 0.01,1.57,< 1,< 1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2018,95.0,STELVIO/STILFS,T0003,Trafoi / Trafoi,E02,casa della natura - Trafoi / Naturatrafoi Haus der Natur,284,7.4,15,8.4,0,37,,< 0.02,< 0.01,1.29,< 1,< 1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,95.0,STELVIO/STILFS,T0001,Stelvio / Stilfs,E07,f.p. davanti pro loco Gomagoi / Ö.B. vor Tourismusbüro Gomagoi,209,6.8,11,6.16,0,14,< 0.5,< 0.02,< 0.01,0.5,< 1,< 1,96,2,< 0.1,28,< 1,< 1,< 1,< 0.1,5,13,1,< 0.5,< 0.5,< 1,1.2,< 10,< 2,< 0.2,,,,,,,,,,,
20/06/2018,95.0,STELVIO/STILFS,T0001,Stelvio / Stilfs,E07,f.p. davanti pro loco Gomagoi / Ö.B. vor Tourismusbüro Gomagoi,169,6.8,31,17.360000000000003,0,292,,< 0.02,< 0.01,0.27,14,17,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018,95.0,STELVIO/STILFS,T0001,Stelvio / Stilfs,E07,f.p. davanti pro loco Gomagoi / Ö.B. vor Tourismusbüro Gomagoi,124,6.6,7,3.9200000000000004,0,17,,< 0.02,< 0.01,0.47,< 1,< 1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2018,95.0,STELVIO/STILFS,T0003,Trafoi / Trafoi,E06,f.p. presso la casa della natura / ö.B. bei Haus der Natur,269,7.4,15,8.4,0,45,,< 0.02,< 0.01,1.54,< 1,< 1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2018,95.0,STELVIO/STILFS,T0003,Trafoi / Trafoi,E06,f.p. presso la casa della natura / ö.B. bei Haus der Natur,262,6.8,13,7.280000000000001,0,42,,< 0.02,< 0.01,1.4,< 1,< 1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018,95.0,STELVIO/STILFS,T0003,Trafoi / Trafoi,E06,f.p. presso la casa della natura / ö.B. bei Haus der Natur,213,6.9,11,6.16,0,37,< 0.5,< 0.02,< 0.01,1.6,< 1,< 1,84,4,< 0.1,< 4,< 1,< 1,< 1,< 0.1,9,23,1,< 0.5,< 0.5,< 1,1.1,< 10,< 2,< 0.2,,,,,,,,,,,
24/04/2018,95.0,STELVIO/STILFS,T0001,Stelvio / Stilfs,E05,f.p. presso la chiesa / Öffentlicher Brunnen neben Kirche,142,6.6,7,3.9200000000000004,0,17,,< 0.02,< 0.01,0.5,< 1,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,95.0,STELVIO/STILFS,T0007,Solda di fuori / Aussersulden,E04,"fontana presso il maso ""Oberlaganda"" / Brunnen bei Oberlaganda Hof",104,7.1,5,2.8000000000000003,0,25,,< 0.02,< 0.01,1.19,< 1,< 1,32,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
29/05/2018,95.0,STELVIO/STILFS,T0007,Solda di fuori / Aussersulden,E04,"fontana presso il maso ""Oberlaganda"" / Brunnen bei Oberlaganda Hof",86,7,4,2.24,0,22,< 0.5,< 0.02,< 0.01,1.16,< 1,< 1,23,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,1,30,8,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
13/12/2018,95.0,STELVIO/STILFS,T0004,Solda / Sulden,E01,"panificio ""Reinstadler"" / Bäckerei Reinstadler",130,7.6,6,3.3600000000000003,0,35,,< 0.02,< 0.01,0.85,< 1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2018,96.0,TERENTO/TERENTEN,T0001,Terento / Terenten,E01,Fontana chiesa / Brunnen Kirche,70,7.8,4,2.24,0,37,,< 0.02,< 0.01,0.06,< 1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2018,96.0,TERENTO/TERENTEN,T0001,Terento / Terenten,E01,Fontana chiesa / Brunnen Kirche,71,7.9,5,2.8000000000000003,0,36,,< 0.02,< 0.01,< 0.05,< 1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2018,96.0,TERENTO/TERENTEN,T0002,S. Giacomo Marga / St. Jakob  Margen,E01,Privato/Privat,79,7.8,4,2.24,0,37,,< 0.02,< 0.01,0.26,< 1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2018,97.0,TERLANO/TERLAN,T0001,Terlano / Terlan,E07,F. p. presso Scuola elementare Vilpian / Ö.B. bei Grundschule Vilpian,521,7.6,31,17.360000000000003,0,260,< 0.5,< 0.02,< 0.01,0.27,13,14,68,20,< 0.1,25,< 1,< 1,2,< 0.1,< 1,4,4,< 0.5,< 0.5,< 1,6.4,13,< 2,< 0.2,,,,,,,,,,,
28/03/2018,97.0,TERLANO/TERLAN,T0001,Terlano / Terlan,E07,F. p. presso Scuola elementare Vilpian / Ö.B. bei Grundschule Vilpian,466,7.6,27,15.120000000000001,0,243,,< 0.02,< 0.01,0.32,11,12,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
