alias_address,alias_city,georeferencingString,geocode,geometry
VIA SAN SEBASTIANO,UDINE,UDINE VIA SAN SEBASTIANO,"Via San Sebastiano, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.228313, 46.050124]}"
VIA SAN VALENTINO,UDINE,UDINE VIA SAN VALENTINO,"Via San Valentino, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2436067, 46.0666772]}"
VIA SAN VITO AL TAGLIAMENTO,UDINE,UDINE VIA SAN VITO AL TAGLIAMENTO,"Via San Vito al Tagliamento, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2323517, 46.0716108]}"
VIA SANGUARZO,UDINE,UDINE VIA SANGUARZO,"Via Sanguarzo, Quartiere Riccardo di Giusto, La Buse dai Veris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2738503, 46.0690845]}"
VIA SANREMO,UDINE,UDINE VIA SANREMO,"Via Sanremo, Molin Nuovo, Tavagnacco, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2492439, 46.0988865]}"
VIA SANT' AGOSTINO,UDINE,UDINE VIA SANT' AGOSTINO,,
VIA SANT' OSVALDO,UDINE,UDINE VIA SANT' OSVALDO,,
VIA SANT' ULDERICO,UDINE,UDINE VIA SANT' ULDERICO,,
VIA SANTA CATERINA,UDINE,UDINE VIA SANTA CATERINA,"Via Santa Caterina, Santa Caterina, Pasian di Prato, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2005913, 46.0483214]}"
VIA SANTA CHIARA,UDINE,UDINE VIA SANTA CHIARA,"Via Santa Chiara, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2347417, 46.0692198]}"
VIA SANTA FOSCA,UDINE,UDINE VIA SANTA FOSCA,,
VIA SANTA GIUSTINA,UDINE,UDINE VIA SANTA GIUSTINA,"Via Santa Giustina, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2307528, 46.0696329]}"
VIA SANTA MARGHERITA DEL GRUAGNO,UDINE,UDINE VIA SANTA MARGHERITA DEL GRUAGNO,"Via Santa Margherita del Gruagno, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2283769, 46.0832052]}"
VIA SANTA MARIA CROCIFISSA DI ROSA,UDINE,UDINE VIA SANTA MARIA CROCIFISSA DI ROSA,"Via Santa Maria Crocifissa Di Rosa, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2334427, 46.0787302]}"
VIA SANTA MARIA DEL GRUAGNO,UDINE,UDINE VIA SANTA MARIA DEL GRUAGNO,,
VIA SANTO STEFANO,UDINE,UDINE VIA SANTO STEFANO,"Via Santo Stefano, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2245641, 46.0492171]}"
VIA SAPPADA,UDINE,UDINE VIA SAPPADA,"Via Sappada, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2480788, 46.0375765]}"
VIA SAURIS,UDINE,UDINE VIA SAURIS,"Via Sauris, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2276151, 46.0748155]}"
VIA SAVOGNA,UDINE,UDINE VIA SAVOGNA,"Via Savogna, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2718713, 46.076334]}"
VIA SAVONA,UDINE,UDINE VIA SAVONA,"Via Savona, San Bernardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2635255, 46.0969977]}"
VIA SAVORGNANA,UDINE,UDINE VIA SAVORGNANA,"Via Savorgnana, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2365505, 46.0614618]}"
VIA S.BERNARDO DI REANA,UDINE,UDINE VIA S.BERNARDO DI REANA,,
VIA SCALO NUOVO,UDINE,UDINE VIA SCALO NUOVO,"Via Scalo Nuovo, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2318511, 46.0541873]}"
VIA SCIPIO SLATAPER,UDINE,UDINE VIA SCIPIO SLATAPER,"Via Scipio Slataper, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2122072, 46.055304]}"
VIA SCLAUNICCO,UDINE,UDINE VIA SCLAUNICCO,"Via Sclaunicco, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2276226, 46.0447475]}"
VIA S.DOMENICO,UDINE,UDINE VIA S.DOMENICO,"Via San Domenico, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2099556, 46.0691376]}"
VIA SEBASTIANO BOMBELLI,UDINE,UDINE VIA SEBASTIANO BOMBELLI,"Via Sebastiano Bombelli, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2498844, 46.0521285]}"
VIA SEBENICO,UDINE,UDINE VIA SEBENICO,"Via Sebenico, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2527617, 46.0660148]}"
VIA SEDEGLIANO,UDINE,UDINE VIA SEDEGLIANO,"Via Sedegliano, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2215426, 46.0449344]}"
VIA SEGNACCO,UDINE,UDINE VIA SEGNACCO,"Via Segnacco, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2308487, 46.0845745]}"
VIA SELVUZZIS,UDINE,UDINE VIA SELVUZZIS,"Via Selvuzzis, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2411389, 46.0303044]}"
VIA SESTO IN SYLVIS,UDINE,UDINE VIA SESTO IN SYLVIS,"Via Sesto in Sylvis, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2376729, 46.0481643]}"
VIA SILVIO MARCUZZI,UDINE,UDINE VIA SILVIO MARCUZZI,"Via Silvio Marcuzzi, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2677306, 46.0806633]}"
VIA SILVIO PELLICO,UDINE,UDINE VIA SILVIO PELLICO,"Via Silvio Pellico, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2483356, 46.0785482]}"
VIA SIRACUSA,UDINE,UDINE VIA SIRACUSA,"Via Siracusa, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2276208, 46.0473175]}"
VIA SISTIANA,UDINE,UDINE VIA SISTIANA,"Via Sistiana, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.248632, 46.0651744]}"
VIA S.LEONARDO,UDINE,UDINE VIA S.LEONARDO,"Via San Leonardo, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.272865, 46.0748663]}"
VIA SLOVENIA,UDINE,UDINE VIA SLOVENIA,"Via Slovenia, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2422472, 46.0328302]}"
VIA SOFFUMBERGO,UDINE,UDINE VIA SOFFUMBERGO,"Via Soffumbergo, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2294718, 46.0817994]}"
VIA SOLFERINO,UDINE,UDINE VIA SOLFERINO,"Via Solferino, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2413473, 46.0529335]}"
VIA SONDRIO,UDINE,UDINE VIA SONDRIO,"Via Sondrio, Borgo di San Lazzaro, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2078238, 46.0849348]}"
VIA SOSANS,UDINE,UDINE VIA SOSANS,,
VIA SOTTOMONTE,UDINE,UDINE VIA SOTTOMONTE,"Via Udine, Borgo Monte, Sottomonte, Artegna, UTI del Gemonese, Friuli Venezia Giulia, 33011, Italia","{'type': 'Point', 'coordinates': [13.1646848, 46.2338005]}"
VIA SPALATO,UDINE,UDINE VIA SPALATO,"Via Spalato, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2460835, 46.0657864]}"
VIA SPILIMBERGO,UDINE,UDINE VIA SPILIMBERGO,"Via Spilimbergo, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2313335, 46.074333]}"
VIA STABERNAO,UDINE,UDINE VIA STABERNAO,"Vicolo Stabernao, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2414103, 46.0612299]}"
VIA STIRIA,UDINE,UDINE VIA STIRIA,"Via Stiria, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2456496, 46.0374267]}"
VIA STRASSOLDO,UDINE,UDINE VIA STRASSOLDO,"Via Strassoldo, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2516474, 46.0562612]}"
VIA STREGNA,UDINE,UDINE VIA STREGNA,"Via Stregna, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2761002, 46.0742036]}"
VIA SUPERIORE,UDINE,UDINE VIA SUPERIORE,"Via Superiore, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2265568, 46.0670498]}"
VIA SUSA,UDINE,UDINE VIA SUSA,"Via Susa, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2444786, 46.0947954]}"
VIA SUSANS,UDINE,UDINE VIA SUSANS,"Via Susans, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2219176, 46.085712]}"
VIA T  MARZUTTINI,UDINE,UDINE VIA T  MARZUTTINI,"Viale Tita Marzuttini, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.210901, 46.0600714]}"
VIA T  MODOTTI,UDINE,UDINE VIA T  MODOTTI,"Via Mario Modotti, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2620253, 46.0803234]}"
VIA T. CECONI,UDINE,UDINE VIA T. CECONI,"Via Giacomo Ceconi di Montececon, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.2688764, 46.0065736]}"
VIA TAGLIAMENTO,UDINE,UDINE VIA TAGLIAMENTO,"Via Tagliamento, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2513587, 46.0743498]}"
VIA TAGLIMENTO 11-FAB.C-SC.A-B,UDINE,UDINE VIA TAGLIMENTO 11-FAB.C-SC.A-B,,
VIA TALMASSONS,UDINE,UDINE VIA TALMASSONS,"Via Talmassons, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2218679, 46.0455996]}"
VIA TAPOGLIANO,UDINE,UDINE VIA TAPOGLIANO,"Via Tapogliano, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2582351, 46.060311]}"
VIA TARCENTO,UDINE,UDINE VIA TARCENTO,"Via Tarcento, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2355711, 46.0767328]}"
VIA TARVISIO,UDINE,UDINE VIA TARVISIO,"Via Tarvisio, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2371055, 46.0725934]}"
VIA TAVAGNACCO,UDINE,UDINE VIA TAVAGNACCO,"Via Tavagnacco, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2288974, 46.0903769]}"
VIA T.CICCONI,UDINE,UDINE VIA T.CICCONI,,
VIA TEANO,UDINE,UDINE VIA TEANO,"Via Teano, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2226456, 46.0641801]}"
VIA TEOBALDO CICONI,UDINE,UDINE VIA TEOBALDO CICONI,"Via Teobaldo Ciconi, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2382093, 46.0576736]}"
VIA TEOVALDO CICONI,UDINE,UDINE VIA TEOVALDO CICONI,,
VIA TERENZANO,UDINE,UDINE VIA TERENZANO,"Via Terenzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2316243, 46.0342041]}"
VIA TIBERIO DECIANI,UDINE,UDINE VIA TIBERIO DECIANI,"Via Tiberio Deciani, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2319908, 46.0690276]}"
VIA TIMAVO,UDINE,UDINE VIA TIMAVO,"Via Timavo, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.240287, 46.0825859]}"
VIA TINA MODOTTI,UDINE,UDINE VIA TINA MODOTTI,"Via Tina Modotti, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2234123, 46.0844958]}"
VIA TISSANO,UDINE,UDINE VIA TISSANO,"Via Tissano, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.2700809, 46.0227529]}"
VIA TIZIANO VECELLIO,UDINE,UDINE VIA TIZIANO VECELLIO,"Via Tiziano Vecellio, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2222162, 46.069629]}"
VIA TOLMEZZO,UDINE,UDINE VIA TOLMEZZO,"Via Tolmezzo, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2342689, 46.0769906]}"
VIA TOLMINO,UDINE,UDINE VIA TOLMINO,"Via Tolmino, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2790337, 46.0755764]}"
VIA TOMADINI 49 -,UDINE,UDINE VIA TOMADINI 49 -,"49, Via Francesco Tomadini, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2412148, 46.0673391]}"
VIA TORINO,UDINE,UDINE VIA TORINO,"Via Torino, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2456135, 46.0886798]}"
VIA TORRE,UDINE,UDINE VIA TORRE,"Via Torre, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2688187, 46.0706717]}"
VIA TORRE PICOTTA,UDINE,UDINE VIA TORRE PICOTTA,,
VIA TORVISCOSA,UDINE,UDINE VIA TORVISCOSA,"Via Torviscosa, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2525061, 46.0564913]}"
VIA TOSCANA,UDINE,UDINE VIA TOSCANA,"Via Toscana, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2443773, 46.0856697]}"
VIA TRAPANI,UDINE,UDINE VIA TRAPANI,"Via Trapani, Borgo Aquileia, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2444657, 46.0426572]}"
VIA TRASAGHIS,UDINE,UDINE VIA TRASAGHIS,"Viale Udine, Trasaghis, UTI del Gemonese, Friuli Venezia Giulia, 33013, Italia","{'type': 'Point', 'coordinates': [13.1001826, 46.2993247]}"
VIA TRENTO,UDINE,UDINE VIA TRENTO,"Via Trento, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2434408, 46.0654752]}"
VIA TREPPO,UDINE,UDINE VIA TREPPO,"Via Treppo, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.241166, 46.0645175]}"
VIA TREVISO,UDINE,UDINE VIA TREVISO,"Via Treviso, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2503737, 46.0352106]}"
VIA TRICESIMO,UDINE,UDINE VIA TRICESIMO,"Via Tricesimo, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2311438, 46.0953388]}"
VIA TRINCO,UDINE,UDINE VIA TRINCO,,
VIA TRINKO,UDINE,UDINE VIA TRINKO,"Via Ivan Trinko, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2751896, 46.0739702]}"
VIA TRINKO L,UDINE,UDINE VIA TRINKO L,,
VIA TRINKO L.,UDINE,UDINE VIA TRINKO L.,,
VIA TRIPOLI,UDINE,UDINE VIA TRIPOLI,"Via Tripoli, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2132523, 46.0707265]}"
VIA TULLIO,UDINE,UDINE VIA TULLIO,"Viale Giuseppe Tullio, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2349779, 46.0568409]}"
VIA UGO FOSCOLO,UDINE,UDINE VIA UGO FOSCOLO,"Via Ugo Foscolo, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2376058, 46.0588382]}"
VIA UGO PELLIS,UDINE,UDINE VIA UGO PELLIS,"Via Ugo Pellis, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2578232, 46.0268062]}"
VIA UMAGO,UDINE,UDINE VIA UMAGO,"Via Umago, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2458382, 46.0703587]}"
VIA UMBERTO CARATTI,UDINE,UDINE VIA UMBERTO CARATTI,"Via Umberto Caratti, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2539868, 46.0381211]}"
VIA UMBERTO SELAN,UDINE,UDINE VIA UMBERTO SELAN,"Via Umberto Selan, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2205722, 46.0744478]}"
VIA UMBERTO ZILLI,UDINE,UDINE VIA UMBERTO ZILLI,"Via Umberto Zilli, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2571416, 46.0787898]}"
VIA V. ALFIERI,UDINE,UDINE VIA V. ALFIERI,,
VIA V VENETO,UDINE,UDINE VIA V VENETO,"Via Veneto, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2470744, 46.0397726]}"
VIA VAL BALDASSERIA BASSA,UDINE,UDINE VIA VAL BALDASSERIA BASSA,,
VIA VAL D' ARZINO,UDINE,UDINE VIA VAL D' ARZINO,,
VIA VAL D' AUPA,UDINE,UDINE VIA VAL D' AUPA,,
VIA VAL D' ERBEZZO,UDINE,UDINE VIA VAL D' ERBEZZO,,
VIA VAL DI RESIA,UDINE,UDINE VIA VAL DI RESIA,"Via Val di Resia, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.208222, 46.0766565]}"
VIA VAL LUMIEI,UDINE,UDINE VIA VAL LUMIEI,"Via Val Lumiei, Borgo Villalta, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2100008, 46.0741716]}"
VIA VAL MEDUNA,UDINE,UDINE VIA VAL MEDUNA,"Via Val Meduna, Borgo Villalta, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2095779, 46.0752566]}"
VIA VAL PESARINA,UDINE,UDINE VIA VAL PESARINA,"Via Val Pesarina, Borgo Villalta, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2111067, 46.074697]}"
VIA VAL PONTAIBA,UDINE,UDINE VIA VAL PONTAIBA,"Via Val Pontaiba, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2048392, 46.0802281]}"
VIA VAL RACCOLANA,UDINE,UDINE VIA VAL RACCOLANA,"Via Val Raccolana, Borgo Villalta, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.210181, 46.0743397]}"
VIA VAL SAISERA,UDINE,UDINE VIA VAL SAISERA,"Via Val Saisera, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2085083, 46.0783469]}"
VIA VALBRUNA,UDINE,UDINE VIA VALBRUNA,"Via Valbruna, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2075917, 46.0775541]}"
VIA VALCELLINA,UDINE,UDINE VIA VALCELLINA,"Via Valcellina, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2505074, 46.0741007]}"
VIA VALDAGNO,UDINE,UDINE VIA VALDAGNO,"Via Valdagno, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2566767, 46.0289709]}"
VIA VALEGGIO,UDINE,UDINE VIA VALEGGIO,"Via Valeggio, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2530408, 46.0613679]}"
VIA VALENTE,UDINE,UDINE VIA VALENTE,"Via Gastone Valente, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2611096, 46.0790807]}"
VIA VALENTINO COSTERMAN,UDINE,UDINE VIA VALENTINO COSTERMAN,,
VIA VALENTINO OSTERMANN,UDINE,UDINE VIA VALENTINO OSTERMANN,"Via Valentino Ostermann, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2460956, 46.0510365]}"
VIA VALENTINO PRESANI,UDINE,UDINE VIA VALENTINO PRESANI,"Via Valentino Presani, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.216177, 46.0703149]}"
VIA VARESE,UDINE,UDINE VIA VARESE,"Via Varese, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2406771, 46.0543576]}"
