alias_city,alias_address,data_report,georeferencingString,type
RENON/RITTEN,Hotel am Wolfsgrubener See / Hotel am Wolfsgrubener See,13/06/2018,RENON Hotel am Wolfsgrubener See,POINT
RENON/RITTEN,Privato/Privat,24/09/2018,RENON,POINT
RENON/RITTEN,Siffiano - Gh. Rielinger / Siffian - Gasthof Rielinger,13/06/2018,RENON Siffiano - Gh. Rielinger,POINT
RENON/RITTEN,font. pubb.  Collalbo / Öffentlicher Brunnen Klobenstein,19/07/2018,RENON font. pubb.  Collalbo,POINT
RENON/RITTEN,font. pubb. Signat / Öffentlicher Brunnen Signat,13/06/2018,RENON font. pubb. Signat,POINT
RENON/RITTEN,font. pubb. vicino chiesa / Öffentlicher Brunnen neben Kirche,20/07/2018,RENON font. pubb.,POINT
RENON/RITTEN,fontana pubblica piazza / Öffentlicher Brunnen Dorfplatz,24/09/2018,RENON fontana pubblica piazza,POINT
RENON/RITTEN,funivia Soprabolzano / Seilbahn Oberbozen,01/08/2018,RENON funivia Soprabolzano,POINT
RENON/RITTEN,nuova scuola elementare Longostagno/Neue Grundschule Lengstein,13/06/2018,RENON nuova scuola elementare Longostagno,POINT
RENON/RITTEN,rubinetto cimitero Campodazzo / Friedhof Atzwang,05/09/2018,RENON rubinetto cimitero Campodazzo,POINT
RENON/RITTEN,scuola elementare Longostagno / Grundschule Lengstein,23/01/2018,RENON scuola elementare Longostagno,POINT
RENON/RITTEN,scuola materna Auna di Sopra / Kindergarten Oberrinn,01/08/2018,RENON scuola materna Auna di Sopra,POINT
RENON/RITTEN,scuola media  Collalbo / Mittelschule Klobenstein,01/08/2018,RENON scuola media  Collalbo,POINT
RIFIANO/RIFFIAN,f.p. sopra la biblioteca pubblica / Öffentlicher Brunnen oberhalb der öffentlichen Bibliothek,06/12/2018,RIFIANO f.p. sopra la biblioteca pubblica,POINT
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica a Spinga / Öffentlicher Brunnen in Spinges,20/11/2018,RIO DI PUSTERIA  a Spinga,POINT
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica a Valles / Öffentlicher Brunnen in Vals,07/02/2018,RIO DI PUSTERIA  a Valles,POINT
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica alla Banca Popolare / Öffentlicher Brunnen bei Volksbank,14/06/2018,RIO DI PUSTERIA  alla Banca Popolare,POINT
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler,09/04/2018,RIO DI PUSTERIA  macellaio Pichler,POINT
RIO DI PUSTERIA/MÜHLBACH,Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler - Brücke,20/11/2018,RIO DI PUSTERIA  macellaio Pichler,POINT
RIO DI PUSTERIA/MÜHLBACH,Pensione Pfeiferhof - Maranza 58 / Pension Pfeiferhof - Meransen 58 - WH Küche,06/12/2018,RIO DI PUSTERIA Pensione Pfeiferhof - Maranza 58,POINT
RIO DI PUSTERIA/MÜHLBACH,Privato/Privat,06/12/2018,RIO DI PUSTERIA,POINT
RIO DI PUSTERIA/MÜHLBACH,Scuola elementare a Valles / Grundschule in Vals,20/11/2018,RIO DI PUSTERIA Scuola elementare a Valles,POINT
RIO DI PUSTERIA/MÜHLBACH,"Scuola elementare a Valles / Grundschule in Vals, WH WC",14/03/2018,RIO DI PUSTERIA Scuola elementare a Valles,POINT
RODENGO/RODENECK,Centro Terapeutico Bad Bachgard / Therapiezentrum Bad Bachgart; Brunnen Speisesaal,20/11/2018,RODENGO Centro Terapeutico Bad Bachgard,POINT
RODENGO/RODENECK,Fontana pubblica S. Benedetto / Öff. Brunnen Nauders,07/02/2018,RODENGO  S. Benedetto,POINT
RODENGO/RODENECK,Fontana pubblica davanti al comune / Öffentlicher Brunnen am Gemeindeamt,07/02/2018,RODENGO   al comune,POINT
RODENGO/RODENECK,WC  pubblici al parcheggio / Öff. WC am Parkplatz; Hydrant unter Gebäude,14/11/2018,RODENGO WC  pubblici al parcheggio,POINT
RODENGO/RODENECK,"f. p. ""Grüne Gasse"" / Öff. Brunnen ""Grüne Gasse""",14/11/2018,"RODENGO f. p. ""Grüne Gasse""",POINT
SALORNO/SALURN,Fontana pubblica vicino alla ex scuola / öff. Brunnen neben ex Schule,10/09/2018,SALORNO   alla ex scuola,POINT
SALORNO/SALURN,fontana pubblica cimitero  / öff. Brunnen Friedhof,10/09/2018,SALORNO fontana pubblica cimitero,POINT
SALORNO/SALURN,fontana pubblica via Trento / öff. Brunnen Trientstr.,07/05/2018,SALORNO fontana pubblica via Trento,POINT
SALORNO/SALURN,fontana pubblica via Valfredda / öff. Brunnen - Kaltentalstr.,09/11/2018,SALORNO fontana pubblica via Valfredda,POINT
SAN CANDIDO/INNICHEN,Distretto / Sprengel,04/03/2018,SAN CANDIDO Distretto,POINT
SAN CANDIDO/INNICHEN,Fontana / Brunnen,05/08/2018,SAN CANDIDO Fontana,POINT
SAN CANDIDO/INNICHEN,Fontana chiesa / Brunnen Kirche,09/10/2018,SAN CANDIDO Fontana chiesa,POINT
SAN CANDIDO/INNICHEN,Privato/Privat,09/10/2018,SAN CANDIDO,POINT
SAN GENESIO ATESINO/JENESIEN,Fontana pubblica presso Municipio / Öffentlicher Brunnen neben Gemeinde,09/11/2018,SAN GENESIO ATESINO  presso Municipio,POINT
SAN GENESIO ATESINO/JENESIEN,GH Locher / GH Locher,26/09/2018,SAN GENESIO ATESINO GH Locher,POINT
SAN GENESIO ATESINO/JENESIEN,GH Plattner / GH Plattner,26/09/2018,SAN GENESIO ATESINO GH Plattner,POINT
SAN GENESIO ATESINO/JENESIEN,Scuola elementare Afing / Volksschule Afing,26/09/2018,SAN GENESIO ATESINO Scuola elementare Afing,POINT
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,Privato/Privat,06/04/2018,SAN LEONARDO IN PASSIRIA,POINT
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,entrata nel serbatoio / Einlauf ins Reservoir,12/11/2018,SAN LEONARDO IN PASSIRIA entrata nel serbatoio,POINT
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,f.p. centro / Öffentlicher Brunnen Zentrum,26/09/2018,SAN LEONARDO IN PASSIRIA f.p. centro,POINT
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,pozzetto di interruzzione  Unteregg -entrata / Unterbrecherschacht Unteregg Einlauf,12/11/2018,SAN LEONARDO IN PASSIRIA pozzetto di interruzzione  Unteregg -entrata,POINT
SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,"trattoria  Alpenrose, Valtina / Gasthaus Alpenrose, Walten",17/05/2018,"SAN LEONARDO IN PASSIRIA trattoria  Alpenrose, Valtina",POINT
SAN LORENZO DI SEBATO/St. Lorenzen,ARA / ARA,18/09/2018,SAN LORENZO DI SEBATO ARA,POINT
SAN LORENZO DI SEBATO/St. Lorenzen,Fontana S. Stefano / Brunnen Stefansdorf,07/12/2018,SAN LORENZO DI SEBATO Fontana S. Stefano,POINT
SAN LORENZO DI SEBATO/St. Lorenzen,Fontana chiesa / Brunnen Kirche,07/12/2018,SAN LORENZO DI SEBATO Fontana chiesa,POINT
SAN LORENZO DI SEBATO/St. Lorenzen,Privato/Privat,18/09/2018,SAN LORENZO DI SEBATO,POINT
SAN LORENZO DI SEBATO/St. Lorenzen,Saalerwirt/Saalerwirt,16/05/2018,SAN LORENZO DI SEBATO Saalerwirt,POINT
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Cristlà Pizzeria / Cristlà Pizzeria,23/05/2018,SAN MARTINO IN BADIA Cristlà Pizzeria,POINT
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Distretto Picolin / Sprengel Picolin,05/08/2018,SAN MARTINO IN BADIA Distretto Picolin,POINT
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Fontana / Brunnen,05/08/2018,SAN MARTINO IN BADIA Fontana,POINT
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Fontana chiesa / Brunnen Kirche,18/09/2018,SAN MARTINO IN BADIA Fontana chiesa,POINT
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Hotel Pütia / Hotel Pütia,18/09/2018,SAN MARTINO IN BADIA Hotel Pütia,POINT
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Scuola elementare / Grundschule,18/09/2018,SAN MARTINO IN BADIA Scuola elementare,POINT
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Vantsch / Vantsch,18/09/2018,SAN MARTINO IN BADIA Vantsch,POINT
SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,"f.p. centro / Öffentlicher Brunnen, Zentrum",04/05/2018,SAN MARTINO IN PASSIRIA f.p. centro,POINT
SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,fontana pubblica presso chiesa / Öffentl. Brunnen bei Kirche,04/05/2018,SAN MARTINO IN PASSIRIA fontana pubblica presso chiesa,POINT
SAN PANCRAZIO/ST. PANKRAZ,"Albergo ""Forsthof"" / Gasthaus Forsthof",26/07/2018,"SAN PANCRAZIO Albergo ""Forsthof""",POINT
SAN PANCRAZIO/ST. PANKRAZ,"DWS, Bagno Lad / DWS, Bad Lad",02/07/2018,"SAN PANCRAZIO DWS, Bagno Lad",POINT
SAN PANCRAZIO/ST. PANKRAZ,"Pensione ""Sunnleit"" - Bagno Lad / Pension Sunnleit - Bad Lad",25/10/2018,"SAN PANCRAZIO Pensione ""Sunnleit"" - Bagno Lad",POINT
SAN PANCRAZIO/ST. PANKRAZ,"albergo ""Helener Pichl"", S. Elena / Gasthaus Helener Pichl, St. Helena",20/12/2018,"SAN PANCRAZIO albergo ""Helener Pichl"", S. Elena",POINT
SAN PANCRAZIO/ST. PANKRAZ,"f.p. centro / Öffentlicher Brunnen, Zentrum",02/07/2018,SAN PANCRAZIO f.p. centro,POINT
SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,Font. pubb. vicino uff. postale / Öffentlicher Brunnen Nähe Postamt,07/09/2018,SANTA CRISTINA VALGARDENA Font. pubb.  uff. postale,POINT
SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,Fontana pubblica  Kirchplatz / Öffentlicher Brunnen Kirchplatz,03/07/2018,SANTA CRISTINA VALGARDENA,POINT
SARENTINO/SARNTAL,Font. pubbl. Kirchplatz vor Rathaus / Öffentlicher Brunnen Kirchplatz vor Rathaus,13/11/2018,SARENTINO Font. pubbl.  vor Rathaus,POINT
SARENTINO/SARNTAL,Kindergarten Weissenbach  /  Kindergarten Weissenbach,15/05/2018,SARENTINO Kindergarten Weissenbach,POINT
SARENTINO/SARNTAL,Pension Hofer / Pension Hofer,01/11/2018,SARENTINO Pension Hofer,POINT
SARENTINO/SARNTAL,Privato/Privat,05/03/2018,SARENTINO,POINT
SARENTINO/SARNTAL,Reservoir Mair in der Wies - Zulauf /  Reservoir Mair in der Wies - Zulauf,05/02/2018,SARENTINO Reservoir Mair in der Wies - Zulauf,POINT
SARENTINO/SARNTAL,Schulhaus Aberstückl / Schulhaus Aberstückl,05/02/2018,SARENTINO Schulhaus Aberstückl,POINT
SARENTINO/SARNTAL,Scuola elementare Astfeld / Grundschule Astfeld,01/11/2018,SARENTINO Scuola elementare Astfeld,POINT
SARENTINO/SARNTAL,Tankstelle API - Steet 81 / Tankstelle API - Steet 81,22/10/2018,SARENTINO Tankstelle API - Steet 81,POINT
SARENTINO/SARNTAL,Unterbrecherschacht Stauderhof - Zulauf  /  Unterbrecherschacht Stauderhof - Zulauf,05/02/2018,SARENTINO Unterbrecherschacht Stauderhof - Zulauf,POINT
SARENTINO/SARNTAL,WC pubblico parcheggio / Öffentlich. WC Parkplatz,11/05/2018,SARENTINO WC pubblico parcheggio,POINT
SARENTINO/SARNTAL,font. pubbl. - Grieserplatz / Öffentlicher Brunnen - Grieserplatz,01/11/2018,SARENTINO font. pubbl. - Grieserplatz,POINT
SARENTINO/SARNTAL,fontana pubbl. Astfeld / Öffentlicher Brunnen Astfeld,05/02/2018,SARENTINO fontana pubbl. Astfeld,POINT
SARENTINO/SARNTAL,scuola elementare nuova - Weissenbach / Neue Grundschule - Weissenbach,01/11/2018,SARENTINO scuola elementare nuova - Weissenbach,POINT
SARENTINO/SARNTAL,scuola materna/elementare Reinswald / Grundschule/Kindergarten Reinswald,12/03/2018,SARENTINO scuola materna,POINT
SCENA/SCHENNA,Gasthaus Prennanger/Gasthaus Prennanger,06/12/2018,SCENA Gasthaus Prennanger,POINT
SCENA/SCHENNA,Privato/Privat,06/12/2018,SCENA,POINT
SCENA/SCHENNA,"Schennaberg - Albergo ""Greitererhof"" / Schennaberg - Gasthof Greitererhof",06/12/2018,"SCENA Schennaberg - Albergo ""Greitererhof""",POINT
SCENA/SCHENNA,f.p. a Verdins / Öffentlicher Brunnen in Verdins,07/11/2018,SCENA f.p. a Verdins,POINT
SCENA/SCHENNA,"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",02/01/2018,"SCENA f.p. presso ""Torgglerhof""",POINT
SCENA/SCHENNA,fb presso gelateria Mario / Öffentlicher Brunnen bei Eisdiele Mario,18/12/2018,SCENA fb presso gelateria Mario,POINT
SELVA DEI MOLINI/MÜHLWALD,Caseificio Hochgruber / Käserei Hochgruber,18/12/2018,SELVA DEI MOLINI Caseificio Hochgruber,POINT
SELVA DEI MOLINI/MÜHLWALD,Fontana chiesa / Brunnen Kirche,08/07/2018,SELVA DEI MOLINI Fontana chiesa,POINT
SELVA DEI MOLINI/MÜHLWALD,Municipio / Rathaus,14/03/2018,SELVA DEI MOLINI Municipio,POINT
SELVA DEI MOLINI/MÜHLWALD,Privato/Privat,18/12/2018,SELVA DEI MOLINI,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Fontana davanti all''Hotel Alpin  /  Brunnen vor Hotel Alpin,07/09/2018,SELVA DI VAL GARDENA Fontana  all''Hotel Alpin,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Privato/Privat,07/09/2018,SELVA DI VAL GARDENA,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Ufficio Posta / Postamt,28/08/2018,SELVA DI VAL GARDENA Ufficio Posta,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Val  Pudra / Val  Pudra,07/09/2018,SELVA DI VAL GARDENA Val  Pudra,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,Verkehrsverein / Verkehrsverein,12/04/2018,SELVA DI VAL GARDENA Verkehrsverein,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,discoteca  Medel - Meisulesstr. / Diskothek Medel - Meisulesstr.,03/07/2018,SELVA DI VAL GARDENA discoteca  Medel - Meisulesstr.,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,fontana pubblica avanti Appartments Arabel / Brunnen vor Appartments Arabel,13/03/2018,SELVA DI VAL GARDENA fontana pubblica avanti Appartments Arabel,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,municipio / Rathaus,20/11/2018,SELVA DI VAL GARDENA municipio,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,stazione Carabinieri  Plan / Carabinieristation Plan,28/08/2018,SELVA DI VAL GARDENA stazione Carabinieri  Plan,POINT
SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,stazione forestale  Plan / Forststation Plan,12/04/2018,SELVA DI VAL GARDENA stazione forestale  Plan,POINT
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,"Albergo ""Greti"", S. Felice Klemm / Gasthaus Greti, St. Felix Klemm",08/08/2018,"SENALE - SAN FELICE Albergo ""Greti"", S. Felice Klemm",POINT
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,"Albergo ""Rose"" / Gasthaus Rose",20/08/2018,"SENALE - SAN FELICE Albergo ""Rose""",POINT
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,"Albergo ""zur Sonne"" / Gasthof zur Sonne",08/08/2018,"SENALE - SAN FELICE Albergo ""zur Sonne""",POINT
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,Fontana pubblica centro / Öffentlicher Brunnen Zentrum,08/08/2018,SENALE - SAN FELICE  centro,POINT
SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,Malga Felixer / Felixer Alm,24/07/2018,SENALE - SAN FELICE Malga Felixer,POINT
SENALES/SCHNALS,"Fontana pubblica ""Der gute Hirte"" / Öffentlicher Brunnen ""Der gute Hirte""",06/06/2018,"SENALES  ""Der gute Hirte""",POINT
SENALES/SCHNALS,Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,06/06/2018,SENALES Maso Corto - stazione a valle - WC,POINT
SENALES/SCHNALS,Sammelschacht Oberbergquellen   /  Sammelschacht Oberbergquellen,27/11/2018,SENALES Sammelschacht Oberbergquellen,POINT
SENALES/SCHNALS,WC - scuola elementare / WC Grundschule,17/12/2018,SENALES WC - scuola elementare,POINT
SENALES/SCHNALS,"albergo ""Edelweiss"" / Gasthaus Edelweiss",08/01/2018,"SENALES albergo ""Edelweiss""",POINT
SENALES/SCHNALS,"albergo ""Schwarzer Adler""  / Gasthaus Schwarzer Adler - U.F. Oberdorf",14/02/2018,"SENALES albergo ""Schwarzer Adler""",POINT
SENALES/SCHNALS,"f.p. Certosa / Öffentlicher Brunnen, Karthaus",06/06/2018,SENALES f.p. Certosa,POINT
SENALES/SCHNALS,f.p. presso la chiesa / ö.B. neben Kirche,06/06/2018,SENALES f.p. presso la chiesa,POINT
SENALES/SCHNALS,fontana pubblica / Öffentlicher Brunnen,05/09/2018,SENALES fontana pubblica,POINT
SESTO/SEXTEN,Albergo Froneben / Gasthaus Froneben,16/10/2018,SESTO Albergo Froneben,POINT
SESTO/SEXTEN,Albergo Panorama / Gasthaus Panorama,22/10/2018,SESTO Albergo Panorama,POINT
SESTO/SEXTEN,Fontana Moso / Brunnen Moos,16/10/2018,SESTO Fontana Moso,POINT
SESTO/SEXTEN,Fontana municipio / Brunnen Rathaus,05/08/2018,SESTO Fontana municipio,POINT
SESTO/SEXTEN,Privato/Privat,22/10/2018,SESTO,POINT
SILANDRO/SCHLANDERS,Covelano scuola elementare - WC / Volksschule Göflan - WC,12/11/2018,SILANDRO Covelano scuola elementare - WC,POINT
SILANDRO/SCHLANDERS,Fontana pubblica vicino pista ciclabile/Öffentlicher Brunnen bei Radlweg,08/07/2018,SILANDRO   pista ciclabile,POINT
SILANDRO/SCHLANDERS,Ospedale - dialisi - dopo l'osmosi / Abt. Dialyse - nach Osmose-Anlage - Krankenhaus,23/10/2018,SILANDRO Ospedale - dialisi - dopo l'osmosi,POINT
SILANDRO/SCHLANDERS,Ospedale - dialisi - prima dell'osmosi / Abt. Dialyse - vor Osmose-Anlage - Krankenhaus,23/10/2018,SILANDRO Ospedale - dialisi - prima dell'osmosi,POINT
SILANDRO/SCHLANDERS,f.p. - Covelano / ö.B. Göflan,06/11/2018,SILANDRO f.p. - Covelano,POINT
SILANDRO/SCHLANDERS,"f.p. Corces ""Mitterdorf"" / Kortsch - Öffentl. Brunnen Mitterdorf",02/07/2018,"SILANDRO f.p. Corces ""Mitterdorf""",POINT
SILANDRO/SCHLANDERS,"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",06/11/2018,"SILANDRO f.p. parco ""Plawenn""",POINT
SILANDRO/SCHLANDERS,"f.p. presso ""Sonnenwirtshof"" Corces / Öffentlicher Brunnen bei Sonnenwirtshof, Kortsch",04/11/2018,"SILANDRO f.p. presso ""Sonnenwirtshof"" Corces",POINT
SILANDRO/SCHLANDERS,f.p. presso piazza della chiesa/Öffentlicher Brunnen bei Kirchplatz,17/05/2018,SILANDRO f.p. presso piazza della chiesa,POINT
SILANDRO/SCHLANDERS,pozzetto rotonda - zona industriale / Schacht Kreisverkehr Industriezone,08/07/2018,SILANDRO pozzetto rotonda - zona industriale,POINT
SILANDRO/SCHLANDERS,"ristoro di campagna ""Fisolgut"" / Buschenschank Fisolgut",17/10/2018,"SILANDRO ristoro di campagna ""Fisolgut""",POINT
SILANDRO/SCHLANDERS,"sorgente ""Schimpfes"" dopo UV / Schimpfesquelle nach UV",04/05/2018,"SILANDRO sorgente ""Schimpfes"" dopo UV",POINT
SILANDRO/SCHLANDERS,Öffentliches WC - Plawennpark / Öffentliches WC - Plawennpark,04/04/2018,SILANDRO Öffentliches WC - Plawennpark,POINT
SLUDERNO/SCHLUDERNS,f.p. piazza del magistrato / Öffentlicher Brunnen Rathausplatz,12/11/2018,SLUDERNO f.p. piazza del magistrato,POINT
SLUDERNO/SCHLUDERNS,"f.p. presso albergo ""Alte Mühle"" / Öffentlicher Brunnen bei GH alte Mühle",26/11/2018,"SLUDERNO f.p. presso albergo ""Alte Mühle""",POINT
STELVIO/STILFS,Hotel passo stelvio / Hotel Stilfserjoch,17/10/2018,STELVIO Hotel passo stelvio,POINT
STELVIO/STILFS,Hotel passo stelvio / Hotel Stilfserjoch (Entnahme am Zapfhahn nach AB),20/06/2018,STELVIO Hotel passo stelvio,POINT
STELVIO/STILFS,Solda - scuola elementare / Sulden - Grundschule,20/02/2018,STELVIO Solda - scuola elementare,POINT
STELVIO/STILFS,Solda - stazione a valle - funivia / Sulden - Talstation Getscher Bahn,09/12/2018,STELVIO Solda - stazione a valle - funivia,POINT
STELVIO/STILFS,WC - centrale elettrica Stelvio / WC - E-Werk Stilfs,13/12/2018,STELVIO WC - centrale elettrica Stelvio,POINT
STELVIO/STILFS,casa della natura - Trafoi / Naturatrafoi Haus der Natur,09/12/2018,STELVIO casa della natura - Trafoi,POINT
STELVIO/STILFS,f.p. davanti pro loco Gomagoi / Ö.B. vor Tourismusbüro Gomagoi,09/12/2018,STELVIO f.p.  pro loco Gomagoi,POINT
STELVIO/STILFS,f.p. presso la casa della natura / ö.B. bei Haus der Natur,17/10/2018,STELVIO f.p. presso la casa della natura,POINT
STELVIO/STILFS,f.p. presso la chiesa / Öffentlicher Brunnen neben Kirche,24/04/2018,STELVIO f.p. presso la chiesa,POINT
STELVIO/STILFS,"fontana presso il maso ""Oberlaganda"" / Brunnen bei Oberlaganda Hof",09/12/2018,"STELVIO fontana presso il maso ""Oberlaganda""",POINT
STELVIO/STILFS,"panificio ""Reinstadler"" / Bäckerei Reinstadler",13/12/2018,"STELVIO panificio ""Reinstadler""",POINT
TERENTO/TERENTEN,Fontana chiesa / Brunnen Kirche,20/11/2018,TERENTO Fontana chiesa,POINT
TERENTO/TERENTEN,Privato/Privat,07/12/2018,TERENTO,POINT
TERLANO/TERLAN,F. p. presso Scuola elementare Vilpian / Ö.B. bei Grundschule Vilpian,17/04/2018,TERLANO F. p. presso Scuola elementare Vilpian,POINT
TERLANO/TERLAN,F.P. presso scuola elementare Siebeneich / Ö.B. vor Grundschule Siebeneich,17/04/2018,TERLANO F.P. presso scuola elementare Siebeneich,POINT
TERLANO/TERLAN,Scuola Media  / Mittelschule,03/06/2018,TERLANO Scuola Media,POINT
TERLANO/TERLAN,Scuola elementare Siebeneich / Grundschule Siebeneich,28/06/2018,TERLANO Scuola elementare Siebeneich,POINT
TERLANO/TERLAN,Scuola elementare Vilpiano  /  Grundschule Vilpian,03/06/2018,TERLANO Scuola elementare Vilpiano,POINT
TERLANO/TERLAN,Öff. Brunnen Karl Atz Platz  /  Öff. Brunnen Karl Atz Platz,07/04/2018,TERLANO Öff. Brunnen Karl Atz Platz,POINT
TERLANO/TERLAN,Öff. Brunnen Oberkreuth  /  Öff. Brunnen Oberkreuth,07/04/2018,TERLANO Öff. Brunnen Oberkreuth,POINT
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,Bar Tennis / Bar Tennis,16/10/2018,TERMENO SULLA STRADA DEL VINO Bar Tennis,POINT
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,"fontana pubbl. Viertl Graun / Öffentl. Brunnen, Viertl Graun",09/11/2018,TERMENO SULLA STRADA DEL VINO fontana pubbl. Viertl Graun,POINT
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,fontana pubblica / Öffentlicher Brunnen,09/11/2018,TERMENO SULLA STRADA DEL VINO fontana pubblica,POINT
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,fontana pubblica Söll / Öffentlicher Brunnen Söll,15/11/2018,TERMENO SULLA STRADA DEL VINO fontana pubblica Söll,POINT
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,Öffentlicher Brunnen vor Rathaus / Öffentlicher Brunnen vor Rathaus,09/11/2018,TERMENO SULLA STRADA DEL VINO Öffentlicher Brunnen vor Rathaus,POINT
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,öff. Brunnen Auf der Hört  /  öff. Brunnen Auf der Hört,21/03/2018,TERMENO SULLA STRADA DEL VINO öff. Brunnen Auf der Hört,POINT
TESIMO/TISENS,"Albergo ""Gfrillerhof"", Caprile / Gasthaus Gfrillerhof, Gfrill",15/02/2018,"TESIMO Albergo ""Gfrillerhof"", Caprile",POINT
TESIMO/TISENS,"Bar ""Böltener Hügel"" / Bar Böltener Hügel",15/02/2018,"TESIMO Bar ""Böltener Hügel""",POINT
TESIMO/TISENS,"f.p. p.zza ""Weber"" / ö.B. Weberplatz",04/11/2018,"TESIMO f.p. p.zza ""Weber""",POINT
TESIMO/TISENS,"f.p. presso ""Lidlkapelle"" / ö.B. Prissian bei Lidlkapelle",20/08/2018,"TESIMO f.p. presso ""Lidlkapelle""",POINT
TESIMO/TISENS,f.p. presso il municipio / Öffentl. Brunnen bei Gemeinde,04/11/2018,TESIMO f.p. presso il municipio,POINT
TIRES/TIERS,Fontana pubblica presso Ufficio postale / Öffentlicher Brunnen gegenüber Postamt,23/05/2018,TIRES  presso Ufficio postale,POINT
TIROLO/TIROL,"Albergo ""Hochmuth"" / Gasthof Hochmuth",07/09/2018,"TIROLO Albergo ""Hochmuth""",POINT
TIROLO/TIROL,Bar Haweli (zona)  /  Bar Haweli (Zone),12/06/2018,TIROLO Bar Haweli (zona),POINT
TIROLO/TIROL,f.p. alla chiesa / ö.B. vor Kirche,03/01/2018,TIROLO f.p. alla chiesa,POINT
TIROLO/TIROL,f.p. presso casa di cultura / Öffentlicher Brunnen bei Vereinshaus,02/01/2018,TIROLO f.p. presso casa di cultura,POINT
TIROLO/TIROL,f.p. sopra il municipio / Öffentlicher Brunnen oberhalb Gemeinde,15/11/2018,TIROLO f.p. sopra il municipio,POINT
TRODENA/TRUDEN,Albergo Genzianella S. Lugano / Gasthof Genzianella - S. Lugano,07/12/2018,TRODENA Albergo Genzianella S. Lugano,POINT
TRODENA/TRUDEN,Comune / Rathaus,19/11/2018,TRODENA,POINT
TRODENA/TRUDEN,Fontana davanti a Jagelhof / Brunnen vor Jagelhof,04/10/2018,TRODENA Fontana  a Jagelhof,POINT
TRODENA/TRUDEN,Fontana pubblica via segheria / Öffentlicher Brunnen Sägeweg,07/12/2018,TRODENA  via segheria,POINT
TUBRE/TAUFERS IM MÜNSTERTAL,Fontana pubblica vicino parcheggio/Öffentlicher Brunnen bei Parkplatz,09/10/2018,TUBRE   parcheggio,POINT
TUBRE/TAUFERS IM MÜNSTERTAL,"f.p. ""Mühlweg"" / Öffentlicher Brunnen, Mühlweg",18/06/2018,"TUBRE f.p. ""Mühlweg""",POINT
