alias_city,alias_address,data_report
VELTURNO/FELDTHURNS,"Balglerhof, Untrum 15 / Balglerhof, Untrum 15; WH Garage",06/07/2018
VELTURNO/FELDTHURNS,Fontana pubblica Castello / Öffentlicher Brunnen am Schloss,16/10/2018
VELTURNO/FELDTHURNS,"Hotel Feldthurnerhof, Guln 1 / Hotel Feldthurnerhof, Guln  - WH Bar1",06/07/2018
VELTURNO/FELDTHURNS,Privato/Privat,19/04/2018
VERANO/VÖRAN,WC municipio / Gemeinde WC,13/03/2018
VERANO/VÖRAN,f.p. centro / Öffentlicher Brunnen Zentrum,17/10/2018
VILLABASSA/NIEDERDORF,Fontana / Brunnen,20/11/2018
VILLANDRO/VILLANDERS,"Albergo Sturmhof, S. Valentino 7 / Gasthof Sturmhof, St. Valentin 7; WH Bar",16/05/2018
VILLANDRO/VILLANDERS,"Auto Hofer, Bodenacker 1/Auto Hofer, Bodenacker 1",16/10/2018
VILLANDRO/VILLANDERS,"Auto Hofer, Bodenacker 1/Auto Hofer, Bodenacker 1; WH WC",14/03/2018
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14",14/03/2018
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14 - WH WC",16/10/2018
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14; 'WH WC",16/05/2018
VILLANDRO/VILLANDERS,"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14; WH WC",08/06/2018
VILLANDRO/VILLANDERS,Privato/Privat,16/10/2018
VIPITENO/STERZING,"Balneum, öff. Schwimmbad; WH Bar",26/02/2018
VIPITENO/STERZING,Bergrestaurant Ross-Stadl / Bergrestaurant Ross-Stadl,07/11/2018
VIPITENO/STERZING,"Caserma Menini de Caroli / Caserma Menini de Caroli, WH Damen, Infermerie",17/09/2018
VIPITENO/STERZING,Fontana pubblica Tunes / Öffentlicher Brunnen Thuins,09/03/2018
VIPITENO/STERZING,"Fontana pubblica,Città Nuova / Öffentlicher Brunnen, Neustadt",29/03/2018
VIPITENO/STERZING,Privato/Privat,09/03/2018
