alias_address,alias_city,ammoniaca,arsenico,cloruro,conducibilita,cromo,data_report,durezza,ferro,fluoruri,nitrato,nitrito,ph,sodio,solfato
Fontana pubblica Eggen / Dorfbrunnen Eggen,NOVA PONENTE/DEUTSCHNOFEN,<0.02,<1,<1,306,<1,19/09/2018,15,17,0.1,2,<0.01,7.9,1,48
Fontana pubblica Petersberg / Dorfbrunnen Petersberg,NOVA PONENTE/DEUTSCHNOFEN,<0.02,,<1,250,,30/07/2018,13,,0.08,3,<0.01,7.8,,36
Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,NOVA PONENTE/DEUTSCHNOFEN,<0.02,,<1,230,,30/07/2018,12,,0.09,3,<0.01,7.7,,33
GH Wagger - Hennewinkl 12 / GH Wagger - Hennewinkl 12,NOVA PONENTE/DEUTSCHNOFEN,<0.02,,<1,185,,10/03/2018,2,,0.08,<1,<0.01,8.0,,<2
Hotel Royal / Hotel Royal,NOVA PONENTE/DEUTSCHNOFEN,<0.02,<1,<1,175,<1,17/01/2018,9,202,<0.05,3,<0.01,7.9,1,5
Hotel Sonnalp / Hotel Sonnalp,NOVA PONENTE/DEUTSCHNOFEN,<0.02,,<1,192,,23/08/2018,10,,<0.05,2,<0.01,8.0,,5
Scuola elementare Petersberg / Grundschule Petersberg,NOVA PONENTE/DEUTSCHNOFEN,<0.02,<1,<1,273,<1,11/07/2018,16,93,0.06,3,<0.01,7.9,1,15
Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,NOVA PONENTE/DEUTSCHNOFEN-,<0.02,<1,<1,328,<1,11/07/2018,20,806,<0.05,3,<0.01,7.8,1,26
fontana pubblica via val di Fiemme / öff. Brunnen Fleimstalstraße,ORA/AUER,<0.02,2,4,339,<1,24/09/2018,18,<10,0.26,4,<0.01,7.8,6,49
scuola elementare / Grundschule,ORA/AUER,<0.02,,5,311,,02/07/2018,19,,0.25,4,<0.01,8.0,,47
Öfficina Falser / Maschinenbau Falser,ORA/AUER,<0.02,,3,296,,26/03/2018,19,,0.84,<1,<0.01,7.9,,24
Gasthaus Samont / Gasthaus Samont,ORTISEI/ST. ULRICH,<0.02,<1,<1,264,<1,12/04/2018,14,<10,<0.05,2,<0.01,8.0,<1,2
Privato/Privat,ORTISEI/ST. ULRICH,<0.02,,<1,33,,08/01/2018,1,,<0.05,2,<0.01,7.5,,2
Rathaus St. Ulrich / Rathaus St. Ulrich,ORTISEI/ST. ULRICH,<0.02,,<1,171,,03/07/2018,11,,<0.05,3,<0.01,8.0,,14
"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",ORTISEI/ST. ULRICH,<0.02,<1,<1,186,<1,28/08/2018,11,<10,<0.05,2,<0.01,8.1,<1,8
sede distretto sanitario / Sitz Sanitätssprengel,ORTISEI/ST. ULRICH,<0.02,,<1,170,,07/09/2018,9,,<0.05,2,<0.01,8.1,,8
f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,PARCINES/PARTSCHINS,<0.02,,1,125,,27/03/2018,8,,0.28,4,<0.01,7.3,,29
f.p. via Peter Mitterhofer / Öffentl. Brunnen Peter Mitterhoferstr.,PARCINES/PARTSCHINS,<0.02,,2,150,,19/12/2018,7,,0.38,6,<0.01,7.1,,28
pozzetto via Stampf / Schacht Stampfstr.,PARCINES/PARTSCHINS,<0.02,,<1,129,,31/05/2018,7,,0.29,4,<0.01,7.6,,26
Fontana municipio / Brunnen Rathaus,PERCA/PERCHA,<0.02,,3,104,,14/02/2018,22,,0.55,4,<0.01,8.1,,54
"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",PLAUS/PLAUS,<0.02,1,<1,218,<1,10/03/2018,10,<10,0.09,2,<0.01,7.8,3,21
Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck,PONTE GARDENA/WAIDBRUCK,<0.02,,18,302,,19/03/2018,18,,0.12,6,<0.01,8.0,,47
Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck  - WH WC,PONTE GARDENA/WAIDBRUCK,<0.02,,18,301,,09/11/2018,16,,0.13,5,<0.01,8.2,,43
Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck; WH WC,PONTE GARDENA/WAIDBRUCK,<0.02,3,18,284,<1,07/05/2018,14,38,0.16,4,<0.01,8.2,10,42
WC municipio / Gemeinde WC,POSTAL/BURGSTALL,<0.02,,3,388,,28/02/2018,22,,0.34,2,<0.01,7.7,,64
f.p. presso il comune / Öffentl. Brunnen neben Gemeinde,POSTAL/BURGSTALL,<0.02,7,3,386,<1,19/06/2018,21,<10,0.38,3,<0.01,7.8,6,59
"f.p. Agumes / Öffentlicher Brunnen, Agums",PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,<0.02,,3,331,,16/05/2018,18,,0.63,4,<0.01,7.7,,45
f.p. Kirchweg / Öffentlicher Brunnen Kirchweg,PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,<0.02,,<1,84,,16/05/2018,4,,0.21,<1,<0.01,7.7,,9
"f.p. Montechiaro / Öffentlicher Brunnen, Lichtenberg",PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,<0.02,,<1,107,,03/05/2018,6,,0.19,<1,<0.01,7.6,,13
"f.p. presso ""Sport Fahrner"" / Öffentlicher Brunnen bei Sport Fahrner",PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,<0.02,2,2,328,<1,02/12/2018,22,<10,0.59,3,<0.01,7.7,4,56
"f.p. presso albergo ""Stern"" / ö.B. bei Gasthaus Stern",PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,<0.02,,1,198,,19/06/2018,10,,0.42,2,<0.01,7.7,,25
Fontana municipio / Brunnen Rathaus,PREDOI/PRETTAU,<0.02,,<1,83,,19/09/2018,4,,<0.05,<1,<0.01,8.0,,3
Municipio / Rathaus,PREDOI/PRETTAU,<0.02,,<1,84,,13/11/2018,4,,<0.05,1,<0.01,7.8,,3
"f.p. presso albergo ""neue Post"" / Ö.B. bei GH Neue Post",PROVES/PROVEIS,<0.02,<1,<1,47,<1,08/08/2018,2,11,0.05,2,<0.01,6.6,2,9
Albergo Gilfenklamm / Gasthaus Gilfenklamm - Stange Alte TWL WH Bar,RACINES/RATSCHINGS,<0.02,1,27,294,<1,20/08/2018,17,<10,<0.05,2,<0.01,7.9,6,5
Asilo di Maretta / Kindergarten in Mareit,RACINES/RATSCHINGS,<0.02,<1,<1,187,<1,26/04/2018,3,<10,0.09,3,<0.01,6.8,2,12
Asilo di Maretta / Kindergarten in Mareit - WH Garten,RACINES/RATSCHINGS,<0.02,,12,197,,22/08/2018,12,,0.07,6,<0.01,7.3,,23
Asilo di Maretta / Kindergarten in Mareit - WH Küche - Entnahme ohne abflammen,RACINES/RATSCHINGS,<0.02,,11,175,,27/03/2018,10,,<0.05,1,<0.01,7.2,,10
"Auto Gasser, Industriezone Unterackern, WH WC Personal",RACINES/RATSCHINGS,<0.02,<1,6,233,<1,07/12/2018,12,14,0.12,4,<0.01,7.8,5,8
"Cappella S.Antonio, fontana pubblica / Kapelle St. Anton, Öff. Brunnen",RACINES/RATSCHINGS,<0.02,,<1,73,,20/08/2018,7,,0.11,2,<0.01,7.6,,30
Fontana pubblica Ridanna / Öffentlicher Brunnen in Ridnaun,RACINES/RATSCHINGS,<0.02,,<1,49,,27/03/2018,3,,0.05,2,<0.01,7.1,,8
Fontana pubblica comune Stanga / Öff. Brunnen Gemeindeamt Stange,RACINES/RATSCHINGS,<0.02,,6,224,,07/03/2018,12,,0.1,5,<0.01,7.8,,8
Hotel Kalcherhof / Hotel Kalcherhof WH Bar,RACINES/RATSCHINGS,<0.02,<1,<1,159,<1,20/08/2018,8,<10,<0.05,1,<0.01,7.6,1,12
Kindergarten Maiern; WH Küche,RACINES/RATSCHINGS,<0.02,<1,<1,110,<1,30/05/2018,6,<10,<0.05,<1,<0.01,6.7,1,30
Mareit Sonnenseite / Fam . Schölzhorn Herbert / Fam. Schölzhorn Herbert; WH Milchkammer,RACINES/RATSCHINGS,<0.02,<1,<1,97,<1,30/05/2018,5,<10,0.07,1,<0.01,9.0,<1,19
Museo minerario - amministrazione / Bergbaumuseum Verwaltungsgebäude - WH WC Verwaltungsgebäude,RACINES/RATSCHINGS,<0.02,<1,<1,38,<1,30/05/2018,1,16,<0.05,1,<0.01,6.3,1,8
Privato/Privat,RACINES/RATSCHINGS,<0.02,<1,<1,49,<1,26/04/2018,3,<10,0.08,3,<0.01,7.1,<1,7
"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B",RACINES/RATSCHINGS,<0.02,,6,242,,26/04/2018,14,,0.09,7,<0.01,7.3,,8
"Rest. Bar/Pizzeria Camping, Strada Giovo. 2/B - / Rest. Bar/Pizzeria Camping, Jaufenstr. 2/B - WH Bar",RACINES/RATSCHINGS,<0.02,,6,228,,30/10/2018,12,,0.1,5,<0.01,7.6,,8
Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings,RACINES/RATSCHINGS,<0.02,,<1,101,,27/03/2018,7,,<0.05,1,<0.01,7.3,,7
Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche,RACINES/RATSCHINGS,<0.02,,<1,95,,22/08/2018,4,,0.08,<1,<0.01,7.3,,6
Wellness Sporthotel Ratschings / Wellness Sporthotel Ratschings - WH Küche - ohne Abflammen,RACINES/RATSCHINGS,<0.02,,<1,103,,10/03/2018,5,,0.09,1,<0.01,7.7,,6
Öff. Brunnen Obertelfes,RACINES/RATSCHINGS,<0.02,4,<1,165,<1,30/05/2018,7,<10,<0.05,<1,<0.01,8.2,<1,15
Alpenresidenz Antholz  /  Alpenresidenz Antholz,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,,<1,56,,23/07/2018,3,,<0.05,2,<0.01,7.4,,3
Bar  / Bar,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,,<1,35,,23/07/2018,2,,<0.05,1,<0.01,7.8,,<2
Cimitero / Friedhof,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,,<1,67,,23/04/2018,4,,0.44,2,<0.01,7.0,,7
Fontana Maso Müller / Brunnen Müllerhof,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,,<1,138,,15/10/2018,6,,0.31,<1,<0.01,8.3,,32
Fontana chiesa / Brunnen Kirche,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,,<1,71,,23/04/2018,4,,0.37,2,<0.01,8.3,,8
Fontana chiesa di mezzo / Brunnen Kirche Mittertal,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,2,3,136,<1,23/07/2018,5,39,0.31,2,<0.01,7.6,9,4
Fontana scuola elementare / Brunnen Grundschule,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,,<1,60,,17/07/2018,3,,0.4,1,<0.01,7.9,,3
Hexenschenke / Hexenschenke,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,<1,<1,19,<1,19/09/2018,<1,<10,<0.05,<1,<0.01,6.0,<1,4
Privato/Privat,RASUN ANTERSELVA/RASEN ANTHOLZ,<0.02,,<1,50,,17/10/2018,2,,<0.05,2,<0.01,6.9,,4
Asilo Auna di Sotto / Kindergarten Unterinn,RENON/RITTEN,<0.02,,2,100,,26/02/2018,5,,0.22,2,<0.01,7.7,,4
Friedhof Unterinn,RENON/RITTEN,<0.02,<1,<1,47,<1,13/06/2018,2,<10,0.09,3,<0.01,7.3,2,2
Friedhof Unterinn  /  Friedhof Unterinn,RENON/RITTEN,<0.02,,1,81,,01/08/2018,5,,<0.05,2,<0.01,7.5,,3
Gasthaus Seeberger - Wangen Sill,RENON/RITTEN,<0.02,9,15,331,<1,05/03/2018,17,<10,0.25,7,<0.01,7.6,13,15
Gasthaus Seeberger / Gasthaus Seeberger,RENON/RITTEN,<0.02,8,13,331,<1,11/07/2018,17,<10,0.26,5,<0.01,7.6,14,16
Gasthof Maria Saal,RENON/RITTEN,<0.02,2,<1,106,<1,24/09/2018,5,<10,0.26,2,<0.01,8.0,2,3
Gasthof Signaterhof / Gasthof Signaterhof,RENON/RITTEN,<0.02,<1,1,78,<1,01/08/2018,4,14,<0.05,2,<0.01,7.6,3,3
Hotel am Wolfsgrubener See / Hotel am Wolfsgrubener See,RENON/RITTEN,<0.02,<1,<1,46,<1,13/06/2018,2,13,0.08,3,<0.01,6.8,2,2
Privato/Privat,RENON/RITTEN,<0.02,,<1,109,,26/02/2018,6,,0.28,2,<0.01,7.9,,3
Siffiano - Gh. Rielinger / Siffian - Gasthof Rielinger,RENON/RITTEN,<0.02,2,<1,100,<1,13/06/2018,5,<10,0.33,2,<0.01,7.8,2,3
font. pubb.  Collalbo / Öffentlicher Brunnen Klobenstein,RENON/RITTEN,<0.02,,<1,90,,19/07/2018,4,,0.15,2,<0.01,7.7,,3
font. pubb. Signat / Öffentlicher Brunnen Signat,RENON/RITTEN,<0.02,1,<1,46,<1,13/06/2018,2,<10,0.07,3,<0.01,6.8,2,2
font. pubb. vicino chiesa / Öffentlicher Brunnen neben Kirche,RENON/RITTEN,<0.02,,2,122,,20/07/2018,6,,0.1,1,<0.01,8.2,,3
fontana pubblica piazza / Öffentlicher Brunnen Dorfplatz,RENON/RITTEN,<0.02,,<1,106,,24/09/2018,5,,0.28,2,<0.01,8.0,,3
funivia Soprabolzano / Seilbahn Oberbozen,RENON/RITTEN,<0.02,2,<1,107,<1,26/03/2018,5,18,0.26,2,<0.01,7.3,2,3
nuova scuola elementare Longostagno/Neue Grundschule Lengstein,RENON/RITTEN,<0.02,2,<1,102,<1,13/06/2018,5,11,0.3,2,<0.01,8.0,2,3
rubinetto cimitero Campodazzo / Friedhof Atzwang,RENON/RITTEN,<0.02,2,<1,98,<1,05/09/2018,5,<10,0.29,2,<0.01,8.0,2,3
scuola elementare Longostagno / Grundschule Lengstein,RENON/RITTEN,<0.02,,<1,106,,23/01/2018,6,,0.28,2,<0.01,8.0,,3
scuola materna Auna di Sopra / Kindergarten Oberrinn,RENON/RITTEN,<0.02,<1,1,92,<1,26/03/2018,7,26,0.09,2,<0.01,7.8,2,3
scuola media  Collalbo / Mittelschule Klobenstein,RENON/RITTEN,<0.02,2,2,107,<1,26/03/2018,7,43,0.26,2,<0.01,7.7,7,4
f.p. sopra la biblioteca pubblica / Öffentlicher Brunnen oberhalb der öffentlichen Bibliothek,RIFIANO/RIFFIAN,<0.02,<1,<1,52,<1,26/09/2018,2,<10,<0.05,1,<0.01,7.8,<1,13
Fontana pubblica a Spinga / Öffentlicher Brunnen in Spinges,RIO DI PUSTERIA/MÜHLBACH,<0.02,1,<1,49,<1,20/11/2018,3,<10,0.11,2,<0.01,7.7,2,3
Fontana pubblica a Valles / Öffentlicher Brunnen in Vals,RIO DI PUSTERIA/MÜHLBACH,<0.02,,<1,156,,18/09/2018,7,,<0.05,2,<0.01,7.7,,19
Fontana pubblica alla Banca Popolare / Öffentlicher Brunnen bei Volksbank,RIO DI PUSTERIA/MÜHLBACH,<0.02,1,<1,155,<1,14/06/2018,4,54,0.12,<1,<0.01,7.5,3,9
Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler,RIO DI PUSTERIA/MÜHLBACH,<0.02,,3,155,,15/05/2018,8,,0.1,4,<0.01,7.7,,12
Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler - Brücke,RIO DI PUSTERIA/MÜHLBACH,<0.02,,3,164,,20/11/2018,8,,0.12,4,<0.01,7.9,,12
Pensione Pfeiferhof - Maranza 58 / Pension Pfeiferhof - Meransen 58 - WH Küche,RIO DI PUSTERIA/MÜHLBACH,<0.02,<1,<1,94,<1,06/12/2018,5,<10,<0.05,3,<0.01,7.8,1,4
Privato/Privat,RIO DI PUSTERIA/MÜHLBACH,<0.02,,<1,93,,20/11/2018,5,,<0.05,3,<0.01,7.7,,4
Scuola elementare a Valles / Grundschule in Vals,RIO DI PUSTERIA/MÜHLBACH,<0.02,,<1,105,,20/11/2018,5,,0.09,3,<0.01,7.6,,10
"Scuola elementare a Valles / Grundschule in Vals, WH WC",RIO DI PUSTERIA/MÜHLBACH,<0.02,,<1,166,,14/03/2018,10,,0.06,2,<0.01,7.9,,23
Centro Terapeutico Bad Bachgard / Therapiezentrum Bad Bachgart; Brunnen Speisesaal,RODENGO/RODENECK,<0.02,<1,<1,157,<1,20/11/2018,8,<10,0.13,<1,<0.01,7.3,3,31
Fontana pubblica S. Benedetto / Öff. Brunnen Nauders,RODENGO/RODENECK,<0.02,,12,173,,26/04/2018,8,,0.07,3,<0.01,6.8,,15
Fontana pubblica davanti al comune / Öffentlicher Brunnen am Gemeindeamt,RODENGO/RODENECK,<0.02,,5,162,,26/04/2018,8,,0.23,1,<0.01,7.0,,33
WC  pubblici al parcheggio / Öff. WC am Parkplatz; Hydrant unter Gebäude,RODENGO/RODENECK,<0.02,<1,<1,93,<1,14/11/2018,4,<10,0.05,3,<0.01,7.3,2,5
"f. p. ""Grüne Gasse"" / Öff. Brunnen ""Grüne Gasse""",RODENGO/RODENECK,<0.02,,<1,91,,14/11/2018,12,,0.06,2,<0.01,7.2,,34
Fontana pubblica vicino alla ex scuola / öff. Brunnen neben ex Schule,SALORNO/SALURN,<0.02,<1,<1,167,<1,10/09/2018,8,<10,0.18,4,<0.01,7.5,3,6
fontana pubblica cimitero  / öff. Brunnen Friedhof,SALORNO/SALURN,<0.02,<1,1,388,<1,10/09/2018,19,<10,0.06,4,<0.01,8.1,<1,4
fontana pubblica via Trento / öff. Brunnen Trientstr.,SALORNO/SALURN,<0.02,,1,168,,26/03/2018,12,,0.24,5,<0.01,8.0,,6
fontana pubblica via Valfredda / öff. Brunnen - Kaltentalstr.,SALORNO/SALURN,<0.02,,2,164,,19/04/2018,9,,0.38,5,<0.01,7.9,,6
Distretto / Sprengel,SAN CANDIDO/INNICHEN,<0.02,,<1,264,,04/03/2018,19,,0.05,2,<0.01,7.9,,47
Fontana / Brunnen,SAN CANDIDO/INNICHEN,<0.02,,<1,136,,05/08/2018,7,,<0.05,2,<0.01,7.5,,20
Fontana chiesa / Brunnen Kirche,SAN CANDIDO/INNICHEN,<0.02,,<1,234,,15/10/2018,8,,0.09,1,<0.01,7.9,,13
Privato/Privat,SAN CANDIDO/INNICHEN,<0.02,,<1,177,,09/10/2018,10,,0.18,1,<0.01,7.7,,15
Fontana pubblica presso Municipio / Öffentlicher Brunnen neben Gemeinde,SAN GENESIO ATESINO/JENESIEN,<0.02,,<1,105,,30/05/2018,6,,<0.05,2,<0.01,7.7,,3
GH Locher / GH Locher,SAN GENESIO ATESINO/JENESIEN,<0.02,<1,4,566,<1,26/09/2018,28,<10,0.08,4,<0.01,7.6,120,14
GH Plattner / GH Plattner,SAN GENESIO ATESINO/JENESIEN,<0.02,<1,3,557,<1,26/09/2018,27,<10,0.11,2,<0.01,7.8,3,20
Scuola elementare Afing / Volksschule Afing,SAN GENESIO ATESINO/JENESIEN,<0.02,<1,23,552,<1,26/09/2018,27,12,0.24,7,<0.01,7.8,24,53
Privato/Privat,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,<0.02,<1,<1,49,<1,26/09/2018,2,<10,0.16,1,<0.01,7.4,2,12
entrata nel serbatoio / Einlauf ins Reservoir,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,<0.02,<1,<1,47,<1,12/11/2018,2,18,0.12,2,<0.01,7.6,2,10
f.p. centro / Öffentlicher Brunnen Zentrum,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,<0.02,,<1,83,,27/11/2018,4,,0.12,2,<0.01,8.5,,23
pozzetto di interruzzione  Unteregg -entrata / Unterbrecherschacht Unteregg Einlauf,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,<0.02,3,<1,28,<1,12/11/2018,1,<10,0.38,3,<0.01,7.3,2,4
"trattoria  Alpenrose, Valtina / Gasthaus Alpenrose, Walten",SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,<0.02,,<1,57,,17/05/2018,3,,<0.05,<1,<0.01,7.2,,13
ARA / ARA,SAN LORENZO DI SEBATO/St. Lorenzen,<0.02,,<1,174,,18/09/2018,9,,0.13,<1,<0.01,7.8,,22
Fontana S. Stefano / Brunnen Stefansdorf,SAN LORENZO DI SEBATO/St. Lorenzen,<0.02,,<1,149,,18/09/2018,7,,0.08,1,<0.01,7.5,,11
Fontana chiesa / Brunnen Kirche,SAN LORENZO DI SEBATO/St. Lorenzen,<0.02,,<1,101,,18/09/2018,5,,0.06,<1,<0.01,8.3,,6
Privato/Privat,SAN LORENZO DI SEBATO/St. Lorenzen,<0.02,,<1,225,,18/09/2018,11,,0.1,2,<0.01,7.9,,33
Saalerwirt/Saalerwirt,SAN LORENZO DI SEBATO/St. Lorenzen,<0.02,<1,<1,411,<1,16/05/2018,23,<10,0.13,3,<0.01,7.6,4,110
Cristlà Pizzeria / Cristlà Pizzeria,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,<0.02,,<1,341,,23/10/2018,18,,<0.05,2,<0.01,7.9,,3
Distretto Picolin / Sprengel Picolin,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,<0.02,,<1,184,,09/11/2018,9,,0.06,2,<0.01,8.1,,2
Fontana / Brunnen,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,<0.02,,<1,182,,09/11/2018,9,,<0.05,2,<0.01,8.1,,2
Fontana chiesa / Brunnen Kirche,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,<0.02,<1,1,238,<1,18/09/2018,12,<10,0.22,2,<0.01,7.9,3,10
Hotel Pütia / Hotel Pütia,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,<0.02,1,<1,29,<1,18/09/2018,1,<10,0.08,2,<0.01,6.8,2,3
Scuola elementare / Grundschule,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,<0.02,1,<1,34,<1,18/09/2018,1,39,0.07,1,<0.01,7.1,2,4
Vantsch / Vantsch,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,<0.02,,<1,283,,18/09/2018,3,,0.07,<1,<0.01,7.9,,12
"f.p. centro / Öffentlicher Brunnen, Zentrum",SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,<0.02,,<1,71,,26/09/2018,3,,0.08,2,<0.01,7.2,,15
fontana pubblica presso chiesa / Öffentl. Brunnen bei Kirche,SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,<0.02,,<1,54,,26/09/2018,3,,0.06,1,<0.01,7.9,,13
"Albergo ""Forsthof"" / Gasthaus Forsthof",SAN PANCRAZIO/ST. PANKRAZ,<0.02,<1,3,278,<1,26/07/2018,16,<10,0.44,4,<0.01,7.8,5,24
"DWS, Bagno Lad / DWS, Bad Lad",SAN PANCRAZIO/ST. PANKRAZ,<0.02,,<1,54,,26/07/2018,2,,0.07,<1,<0.01,7.5,,10
"Pensione ""Sunnleit"" - Bagno Lad / Pension Sunnleit - Bad Lad",SAN PANCRAZIO/ST. PANKRAZ,<0.02,,<1,60,,25/10/2018,3,,<0.05,2,<0.01,7.4,,7
"albergo ""Helener Pichl"", S. Elena / Gasthaus Helener Pichl, St. Helena",SAN PANCRAZIO/ST. PANKRAZ,<0.02,<1,<1,92,<1,26/07/2018,5,46,0.06,<1,<0.01,7.4,1,15
"f.p. centro / Öffentlicher Brunnen, Zentrum",SAN PANCRAZIO/ST. PANKRAZ,<0.02,,3,130,,26/07/2018,6,,0.24,2,<0.01,7.5,,15
Font. pubb. vicino uff. postale / Öffentlicher Brunnen Nähe Postamt,SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,<0.02,,<1,209,,20/11/2018,11,,<0.05,2,<0.01,8.1,,3
Fontana pubblica  Kirchplatz / Öffentlicher Brunnen Kirchplatz,SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,<0.02,<1,<1,212,<1,28/08/2018,13,<10,0.06,2,<0.01,7.9,<1,3
Font. pubbl. Kirchplatz vor Rathaus / Öffentlicher Brunnen Kirchplatz vor Rathaus,SARENTINO/SARNTAL,<0.02,<1,4,102,<1,13/11/2018,5,18,0.14,6,<0.01,6.9,4,10
Kindergarten Weissenbach  /  Kindergarten Weissenbach,SARENTINO/SARNTAL,<0.02,2,<1,80,<1,15/05/2018,4,<10,0.07,<1,<0.01,7.4,2,21
Pension Hofer / Pension Hofer,SARENTINO/SARNTAL,<0.02,<1,1,54,<1,15/05/2018,2,27,0.11,3,<0.01,7.2,3,4
Privato/Privat,SARENTINO/SARNTAL,<0.02,<1,<1,95,<1,22/10/2018,4,<10,0.07,3,<0.01,8.0,2,2
Reservoir Mair in der Wies - Zulauf /  Reservoir Mair in der Wies - Zulauf,SARENTINO/SARNTAL,<0.02,,<1,26,,13/11/2018,2,,<0.05,2,<0.01,6.9,,2
Schulhaus Aberstückl / Schulhaus Aberstückl,SARENTINO/SARNTAL,<0.02,5,<1,50,<1,13/11/2018,3,14,0.13,1,<0.01,7.1,2,5
Scuola elementare Astfeld / Grundschule Astfeld,SARENTINO/SARNTAL,<0.02,,<1,55,,22/10/2018,2,,<0.05,2,<0.01,7.0,,6
Tankstelle API - Steet 81 / Tankstelle API - Steet 81,SARENTINO/SARNTAL,<0.02,<1,2,179,<1,22/10/2018,8,<10,0.06,6,<0.01,7.2,4,6
Unterbrecherschacht Stauderhof - Zulauf  /  Unterbrecherschacht Stauderhof - Zulauf,SARENTINO/SARNTAL,<0.02,<1,<1,83,<1,05/02/2018,4,57,0.26,2,<0.01,7.2,2,14
WC pubblico parcheggio / Öffentlich. WC Parkplatz,SARENTINO/SARNTAL,<0.02,,<1,36,,21/02/2018,1,,0.12,<1,<0.01,6.4,,7
font. pubbl. - Grieserplatz / Öffentlicher Brunnen - Grieserplatz,SARENTINO/SARNTAL,<0.02,,2,94,,21/02/2018,5,,<0.05,8,<0.01,8.0,,6
fontana pubbl. Astfeld / Öffentlicher Brunnen Astfeld,SARENTINO/SARNTAL,<0.02,,<1,78,,05/02/2018,4,,0.07,3,<0.01,7.7,,7
scuola elementare nuova - Weissenbach / Neue Grundschule - Weissenbach,SARENTINO/SARNTAL,<0.02,,<1,75,,01/11/2018,4,,0.06,1,<0.01,7.1,,19
scuola materna/elementare Reinswald / Grundschule/Kindergarten Reinswald,SARENTINO/SARNTAL,<0.02,<1,<1,55,<1,21/02/2018,1,<10,0.06,1,<0.01,6.8,<1,3
Gasthaus Prennanger/Gasthaus Prennanger,SCENA/SCHENNA,<0.02,<1,<1,36,<1,06/12/2018,1,<10,<0.05,<1,<0.01,7.3,3,8
Privato/Privat,SCENA/SCHENNA,<0.02,<1,<1,72,<1,06/12/2018,3,272,0.07,1,<0.01,8.3,3,11
"Schennaberg - Albergo ""Greitererhof"" / Schennaberg - Gasthof Greitererhof",SCENA/SCHENNA,<0.02,<1,<1,99,<1,23/10/2018,5,<10,0.07,3,<0.01,7.7,<1,5
f.p. a Verdins / Öffentlicher Brunnen in Verdins,SCENA/SCHENNA,<0.02,,<1,42,,07/11/2018,2,,<0.05,2,<0.01,6.9,,2
"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",SCENA/SCHENNA,<0.02,,<1,46,,23/10/2018,2,,0.05,2,<0.01,7.3,,2
fb presso gelateria Mario / Öffentlicher Brunnen bei Eisdiele Mario,SCENA/SCHENNA,<0.02,,3,42,,18/12/2018,8,,<0.05,2,<0.01,7.7,,2
Caseificio Hochgruber / Käserei Hochgruber,SELVA DEI MOLINI/MÜHLWALD,<0.02,<1,<1,22,<1,18/12/2018,1,<10,<0.05,<1,<0.01,7.4,1,2
